,event,player_one,coords,period,period_time_remaining,player_one_team,player_two_team,home_team,home_team_id,away_team,away_team_id,home_goals,away_goals,player_one_id,game_id,winning_team,date,description
166,giveaway,Matt Benning,[-94. -22.],2,04:01,EDM,SJS,EDM,22,SJS,28,2,4,8476988,2019020837,,2020-02-07,Giveaway by Matt Benning
167,giveaway,Brent Burns,[-98. -10.],2,03:59,SJS,EDM,EDM,22,SJS,28,2,4,8470613,2019020837,,2020-02-07,Giveaway by Brent Burns
169,giveaway,Connor McDavid,[-98.   6.],2,03:09,EDM,SJS,EDM,22,SJS,28,2,4,8478402,2019020837,,2020-02-07,Giveaway by Connor McDavid
177,giveaway,Brent Burns,[-95. -15.],2,00:49,SJS,EDM,EDM,22,SJS,28,2,4,8470613,2019020837,,2020-02-07,Giveaway by Brent Burns
180,giveaway,Evander Kane,[-95.  18.],3,19:43,SJS,EDM,EDM,22,SJS,28,2,4,8475169,2019020837,,2020-02-07,Giveaway by Evander Kane
195,giveaway,Darnell Nurse,[-44.  25.],3,16:01,EDM,SJS,EDM,22,SJS,28,2,4,8477498,2019020837,,2020-02-07,Giveaway by Darnell Nurse
202,giveaway,Brent Burns,[82. 35.],3,14:36,SJS,EDM,EDM,22,SJS,28,2,5,8470613,2019020837,,2020-02-07,Giveaway by Brent Burns
219,giveaway,Aaron Dell,[92. 11.],3,09:11,SJS,EDM,EDM,22,SJS,28,3,5,8477180,2019020837,,2020-02-07,Giveaway by Aaron Dell
244,giveaway,Zack Kassian,[ 72. -34.],3,02:23,EDM,SJS,EDM,22,SJS,28,3,6,8475178,2019020837,,2020-02-07,Giveaway by Zack Kassian
5,takeaway,Oscar Klefbom,[-60.   3.],1,19:20,EDM,SJS,EDM,22,SJS,28,0,0,8476472,2019020837,,2020-02-07,Takeaway by Oscar Klefbom
7,takeaway,Timo Meier,[55. 37.],1,18:51,SJS,EDM,EDM,22,SJS,28,0,0,8478414,2019020837,,2020-02-07,Takeaway by Timo Meier
16,takeaway,Kailer Yamamoto,[32. 12.],1,16:17,EDM,SJS,EDM,22,SJS,28,0,0,8479977,2019020837,,2020-02-07,Takeaway by Kailer Yamamoto
28,takeaway,Maxim Letunov,[-93.  23.],1,14:07,SJS,EDM,EDM,22,SJS,28,2,0,8477983,2019020837,,2020-02-07,Takeaway by Maxim Letunov
49,takeaway,Ryan Nugent-Hopkins,[94. -6.],1,09:20,EDM,SJS,EDM,22,SJS,28,2,0,8476454,2019020837,,2020-02-07,Takeaway by Ryan Nugent-Hopkins
70,takeaway,Melker Karlsson,[42.  4.],1,04:59,SJS,EDM,EDM,22,SJS,28,2,1,8477922,2019020837,,2020-02-07,Takeaway by Melker Karlsson
93,takeaway,Jujhar Khaira,[-46.  31.],1,00:45,EDM,SJS,EDM,22,SJS,28,2,2,8476915,2019020837,,2020-02-07,Takeaway by Jujhar Khaira
100,takeaway,Kevin Labanc,[ 55. -27.],2,18:54,SJS,EDM,EDM,22,SJS,28,2,2,8478099,2019020837,,2020-02-07,Takeaway by Kevin Labanc
114,takeaway,Evander Kane,[76. 35.],2,16:03,SJS,EDM,EDM,22,SJS,28,2,2,8475169,2019020837,,2020-02-07,Takeaway by Evander Kane
145,takeaway,Joe Thornton,[-64.  16.],2,09:35,SJS,EDM,EDM,22,SJS,28,2,3,8466138,2019020837,,2020-02-07,Takeaway by Joe Thornton
159,takeaway,Ryan Nugent-Hopkins,[-80.  34.],2,05:30,EDM,SJS,EDM,22,SJS,28,2,4,8476454,2019020837,,2020-02-07,Takeaway by Ryan Nugent-Hopkins
174,takeaway,Brent Burns,[-72.  37.],2,02:33,SJS,EDM,EDM,22,SJS,28,2,4,8470613,2019020837,,2020-02-07,Takeaway by Brent Burns
178,takeaway,Leon Draisaitl,[41. 20.],2,00:16,EDM,SJS,EDM,22,SJS,28,2,4,8477934,2019020837,,2020-02-07,Takeaway by Leon Draisaitl
182,takeaway,Ethan Bear,[ 54. -36.],3,18:14,EDM,SJS,EDM,22,SJS,28,2,4,8478451,2019020837,,2020-02-07,Takeaway by Ethan Bear
215,takeaway,Erik Karlsson,[51. 19.],3,10:21,SJS,EDM,EDM,22,SJS,28,3,5,8474578,2019020837,,2020-02-07,Takeaway by Erik Karlsson
221,takeaway,Zack Kassian,[ 75. -37.],3,08:35,EDM,SJS,EDM,22,SJS,28,3,5,8475178,2019020837,,2020-02-07,Takeaway by Zack Kassian
5,giveaway,Connor McDavid,[-71.   3.],1,18:55,EDM,NSH,EDM,22,NSH,18,0,0,8478402,2019020851,,2020-02-09,Giveaway by Connor McDavid
10,giveaway,Caleb Jones,[32. 20.],1,17:54,EDM,NSH,EDM,22,NSH,18,0,0,8478452,2019020851,,2020-02-09,Giveaway by Caleb Jones
18,giveaway,Ethan Bear,[-94.  24.],1,15:58,EDM,NSH,EDM,22,NSH,18,0,0,8478451,2019020851,,2020-02-09,Giveaway by Ethan Bear
26,giveaway,Tyler Benson,[-56.  14.],1,13:45,EDM,NSH,EDM,22,NSH,18,0,0,8479347,2019020851,,2020-02-09,Giveaway by Tyler Benson
33,giveaway,Ryan Nugent-Hopkins,[-75.  34.],1,12:32,EDM,NSH,EDM,22,NSH,18,0,0,8476454,2019020851,,2020-02-09,Giveaway by Ryan Nugent-Hopkins
34,giveaway,Filip Forsberg,[-66.  39.],1,12:26,NSH,EDM,EDM,22,NSH,18,0,0,8476887,2019020851,,2020-02-09,Giveaway by Filip Forsberg
48,giveaway,Ryan Nugent-Hopkins,[41. -1.],1,08:49,EDM,NSH,EDM,22,NSH,18,0,0,8476454,2019020851,,2020-02-09,Giveaway by Ryan Nugent-Hopkins
58,giveaway,Darnell Nurse,[-97.   6.],1,07:11,EDM,NSH,EDM,22,NSH,18,0,1,8477498,2019020851,,2020-02-09,Giveaway by Darnell Nurse
62,giveaway,Roman Josi,[-38. -36.],1,06:39,NSH,EDM,EDM,22,NSH,18,0,1,8474600,2019020851,,2020-02-09,Giveaway by Roman Josi
80,giveaway,Darnell Nurse,[44.  1.],1,03:11,EDM,NSH,EDM,22,NSH,18,0,1,8477498,2019020851,,2020-02-09,Giveaway by Darnell Nurse
81,giveaway,Leon Draisaitl,[63. -5.],1,02:50,EDM,NSH,EDM,22,NSH,18,0,1,8477934,2019020851,,2020-02-09,Giveaway by Leon Draisaitl
92,giveaway,Connor McDavid,[54. 38.],1,01:00,EDM,NSH,EDM,22,NSH,18,0,1,8478402,2019020851,,2020-02-09,Giveaway by Connor McDavid
96,giveaway,Mike Smith,[-86.   7.],1,00:19,EDM,NSH,EDM,22,NSH,18,0,1,8469608,2019020851,,2020-02-09,Giveaway by Mike Smith
125,giveaway,Caleb Jones,[97. 13.],2,13:58,EDM,NSH,EDM,22,NSH,18,0,1,8478452,2019020851,,2020-02-09,Giveaway by Caleb Jones
145,giveaway,Juuse Saros,[-97.   3.],2,09:17,NSH,EDM,EDM,22,NSH,18,0,1,8477424,2019020851,,2020-02-09,Giveaway by Juuse Saros
149,giveaway,Ethan Bear,[ 99. -16.],2,08:57,EDM,NSH,EDM,22,NSH,18,0,1,8478451,2019020851,,2020-02-09,Giveaway by Ethan Bear
151,giveaway,Roman Josi,[-96.   5.],2,08:32,NSH,EDM,EDM,22,NSH,18,0,1,8474600,2019020851,,2020-02-09,Giveaway by Roman Josi
157,giveaway,Sam Gagner,[ 58. -25.],2,07:37,EDM,NSH,EDM,22,NSH,18,0,1,8474040,2019020851,,2020-02-09,Giveaway by Sam Gagner
171,giveaway,Sam Gagner,[ 47. -24.],2,02:56,EDM,NSH,EDM,22,NSH,18,0,1,8474040,2019020851,,2020-02-09,Giveaway by Sam Gagner
195,giveaway,Dan Hamhuis,[96. -9.],3,17:48,NSH,EDM,EDM,22,NSH,18,1,2,8469465,2019020851,,2020-02-09,Giveaway by Dan Hamhuis
200,giveaway,Colton Sissons,[97. -9.],3,17:26,NSH,EDM,EDM,22,NSH,18,1,2,8476925,2019020851,,2020-02-09,Giveaway by Colton Sissons
207,giveaway,Craig Smith,[-50.  41.],3,15:30,NSH,EDM,EDM,22,NSH,18,2,2,8475225,2019020851,,2020-02-09,Giveaway by Craig Smith
212,giveaway,Mike Smith,[-97.   4.],3,14:10,EDM,NSH,EDM,22,NSH,18,2,2,8469608,2019020851,,2020-02-09,Giveaway by Mike Smith
217,giveaway,Ryan Nugent-Hopkins,[42. 33.],3,13:17,EDM,NSH,EDM,22,NSH,18,2,2,8476454,2019020851,,2020-02-09,Giveaway by Ryan Nugent-Hopkins
220,giveaway,Kyle Turris,[-58.  39.],3,12:32,NSH,EDM,EDM,22,NSH,18,2,2,8474068,2019020851,,2020-02-09,Giveaway by Kyle Turris
224,giveaway,Ethan Bear,[-58.  40.],3,11:23,EDM,NSH,EDM,22,NSH,18,2,2,8478451,2019020851,,2020-02-09,Giveaway by Ethan Bear
228,giveaway,Dan Hamhuis,[ 75. -37.],3,10:28,NSH,EDM,EDM,22,NSH,18,2,2,8469465,2019020851,,2020-02-09,Giveaway by Dan Hamhuis
233,giveaway,Jarred Tinordi,[ 94. -11.],3,10:05,NSH,EDM,EDM,22,NSH,18,2,2,8475797,2019020851,,2020-02-09,Giveaway by Jarred Tinordi
246,giveaway,Riley Sheahan,[-54.  30.],3,06:44,EDM,NSH,EDM,22,NSH,18,3,2,8475772,2019020851,,2020-02-09,Giveaway by Riley Sheahan
260,giveaway,Mattias Ekholm,[66.  8.],3,04:39,NSH,EDM,EDM,22,NSH,18,3,2,8475218,2019020851,,2020-02-09,Giveaway by Mattias Ekholm
263,giveaway,Mattias Ekholm,[ 98. -11.],3,04:31,NSH,EDM,EDM,22,NSH,18,3,2,8475218,2019020851,,2020-02-09,Giveaway by Mattias Ekholm
270,giveaway,Ethan Bear,[-86.  26.],3,02:57,EDM,NSH,EDM,22,NSH,18,3,2,8478451,2019020851,,2020-02-09,Giveaway by Ethan Bear
15,takeaway,Mattias Ekholm,[21. 10.],1,16:26,NSH,EDM,EDM,22,NSH,18,0,0,8475218,2019020851,,2020-02-09,Takeaway by Mattias Ekholm
19,takeaway,Ethan Bear,[-97.  -6.],1,15:53,EDM,NSH,EDM,22,NSH,18,0,0,8478451,2019020851,,2020-02-09,Takeaway by Ethan Bear
49,takeaway,Ethan Bear,[ 35. -27.],1,08:46,EDM,NSH,EDM,22,NSH,18,0,0,8478451,2019020851,,2020-02-09,Takeaway by Ethan Bear
50,takeaway,Ryan Nugent-Hopkins,[71. 22.],1,08:37,EDM,NSH,EDM,22,NSH,18,0,0,8476454,2019020851,,2020-02-09,Takeaway by Ryan Nugent-Hopkins
59,takeaway,Darnell Nurse,[-85. -23.],1,07:08,EDM,NSH,EDM,22,NSH,18,0,1,8477498,2019020851,,2020-02-09,Takeaway by Darnell Nurse
74,takeaway,Darnell Nurse,[-3. 20.],1,04:20,EDM,NSH,EDM,22,NSH,18,0,1,8477498,2019020851,,2020-02-09,Takeaway by Darnell Nurse
75,takeaway,Dante Fabbro,[49. 41.],1,04:17,NSH,EDM,EDM,22,NSH,18,0,1,8479371,2019020851,,2020-02-09,Takeaway by Dante Fabbro
78,takeaway,Ryan Johansen,[-55.  18.],1,03:39,NSH,EDM,EDM,22,NSH,18,0,1,8475793,2019020851,,2020-02-09,Takeaway by Ryan Johansen
84,takeaway,Jujhar Khaira,[ 81. -32.],1,02:14,EDM,NSH,EDM,22,NSH,18,0,1,8476915,2019020851,,2020-02-09,Takeaway by Jujhar Khaira
91,takeaway,Craig Smith,[-68.  38.],1,01:37,NSH,EDM,EDM,22,NSH,18,0,1,8475225,2019020851,,2020-02-09,Takeaway by Craig Smith
100,takeaway,Kailer Yamamoto,[32. 37.],2,19:46,EDM,NSH,EDM,22,NSH,18,0,1,8479977,2019020851,,2020-02-09,Takeaway by Kailer Yamamoto
116,takeaway,Jujhar Khaira,[35. -1.],2,16:29,EDM,NSH,EDM,22,NSH,18,0,1,8476915,2019020851,,2020-02-09,Takeaway by Jujhar Khaira
199,takeaway,Colton Sissons,[ 62. -38.],3,17:30,NSH,EDM,EDM,22,NSH,18,1,2,8476925,2019020851,,2020-02-09,Takeaway by Colton Sissons
216,takeaway,Ryan Nugent-Hopkins,[-5. -3.],3,13:36,EDM,NSH,EDM,22,NSH,18,2,2,8476454,2019020851,,2020-02-09,Takeaway by Ryan Nugent-Hopkins
240,takeaway,Leon Draisaitl,[-50.  36.],3,07:20,EDM,NSH,EDM,22,NSH,18,2,2,8477934,2019020851,,2020-02-09,Takeaway by Leon Draisaitl
252,takeaway,Riley Sheahan,[61. 21.],3,05:52,EDM,NSH,EDM,22,NSH,18,3,2,8475772,2019020851,,2020-02-09,Takeaway by Riley Sheahan
265,takeaway,Alex Chiasson,[92. 16.],3,04:16,EDM,NSH,EDM,22,NSH,18,3,2,8475163,2019020851,,2020-02-09,Takeaway by Alex Chiasson
273,takeaway,Roman Josi,[-34. -37.],3,02:32,NSH,EDM,EDM,22,NSH,18,3,2,8474600,2019020851,,2020-02-09,Takeaway by Roman Josi
279,takeaway,Mattias Ekholm,[33. 14.],3,00:54,NSH,EDM,EDM,22,NSH,18,3,2,8475218,2019020851,,2020-02-09,Takeaway by Mattias Ekholm
5,giveaway,Duncan Keith,[-70. -32.],1,18:57,CHI,EDM,EDM,22,CHI,16,0,0,8470281,2019020875,,2020-02-12,Giveaway by Duncan Keith
11,giveaway,Adam Larsson,[-71.  35.],1,18:21,EDM,CHI,EDM,22,CHI,16,1,0,8476457,2019020875,,2020-02-12,Giveaway by Adam Larsson
35,giveaway,Connor Murphy,[95. 18.],1,13:34,CHI,EDM,EDM,22,CHI,16,1,1,8476473,2019020875,,2020-02-12,Giveaway by Connor Murphy
