,event,penalty,penalty_on,drew_by,coords,period,period_time_remaining,penalty_team,drew_by_team,home_team,home_team_id,away_team,away_team_id,home_goals,away_goals,penalty_on_id,drew_by_id,description
10,penalty,Tripping,Andrew Cogliano,Artemi Panarin,[-31. -19.],1,18:33,DAL,NYR,NYR,3,DAL,25,0,0,8471699,8478550.0,Andrew Cogliano Tripping against Artemi Panarin
41,penalty,Interference,Brendan Smith,Corey Perry,[-21. -15.],1,12:04,NYR,DAL,NYR,3,DAL,25,1,0,8474090,8470621.0,Brendan Smith Interference against Corey Perry
45,penalty,Missing key [PD_151],Pavel Buchnevich,,[ 8. 40.],1,11:52,NYR,DAL,NYR,3,DAL,25,1,1,8477402,,Delaying Game - Unsucc. chlg served by Pavel Buchnevich
70,penalty,Too many men on the ice,Alexander Radulov,,[-16.  40.],1,06:16,DAL,NYR,NYR,3,DAL,25,1,2,8471228,,Too many men/ice served by Alexander Radulov
147,penalty,Hooking,Brett Howden,Miro Heiskanen,[-11.  16.],2,06:22,NYR,DAL,NYR,3,DAL,25,2,4,8479353,8480036.0,Brett Howden Hooking against Miro Heiskanen
148,penalty,Embellishment,Miro Heiskanen,Brett Howden,[-9. 21.],2,06:22,DAL,NYR,NYR,3,DAL,25,2,4,8480036,8479353.0,Miro Heiskanen Embellishment against Brett Howden
163,penalty,Hooking,Adam Fox,Denis Gurianov,[-20.   8.],2,01:46,NYR,DAL,NYR,3,DAL,25,2,4,8479323,8478495.0,Adam Fox Hooking against Denis Gurianov
167,penalty,Tripping,Mika Zibanejad,Alexander Radulov,[-60.  -1.],2,00:33,NYR,DAL,NYR,3,DAL,25,2,4,8476459,8471228.0,Mika Zibanejad Tripping against Alexander Radulov
219,penalty,Holding,Roope Hintz,Brendan Lemieux,[-76. -17.],3,07:58,DAL,NYR,NYR,3,DAL,25,2,5,8478449,8477962.0,Roope Hintz Holding against Brendan Lemieux
244,penalty,Interference,Brendan Lemieux,Jamie Benn,[-32. -17.],3,01:00,NYR,DAL,NYR,3,DAL,25,3,5,8477962,8473994.0,Brendan Lemieux Interference against Jamie Benn
245,penalty,Roughing,Jamie Benn,Brendan Lemieux,[-82.   8.],3,01:00,DAL,NYR,NYR,3,DAL,25,3,5,8473994,8477962.0,Jamie Benn Roughing against Brendan Lemieux
12,penalty,Hooking,Zach Hyman,Jacob Trouba,[ 86. -16.],1,16:49,TOR,NYR,NYR,3,TOR,10,0,0,8475786,8476885.0,Zach Hyman Hooking against Jacob Trouba
96,penalty,Cross checking,Ryan Lindgren,Mitchell Marner,[-73.   0.],2,19:01,NYR,TOR,NYR,3,TOR,10,3,1,8479324,8478483.0,Ryan Lindgren Cross checking against Mitchell Marner
116,penalty,Hi-sticking,Tyson Barrie,Mika Zibanejad,[-9. 39.],2,14:44,TOR,NYR,NYR,3,TOR,10,3,1,8475197,8476459.0,Tyson Barrie Hi-sticking against Mika Zibanejad
252,penalty,Hooking,Greg McKegg,Pierre Engvall,[81.  2.],3,04:16,NYR,TOR,NYR,3,TOR,10,4,2,8475735,8478115.0,Greg McKegg Hooking against Pierre Engvall
