,event,player_one,coords,period,period_time_remaining,player_one_team,player_two_team,home_team,home_team_id,away_team,away_team_id,home_goals,away_goals,player_one_id,description
137,takeaway,Auston Matthews,[-69.   7.],2,06:21,TOR,FLA,TOR,10,FLA,13,1,1,8479318,Takeaway by Auston Matthews
141,takeaway,Jake Muzzin,[-62.   8.],2,05:30,TOR,FLA,TOR,10,FLA,13,1,1,8474162,Takeaway by Jake Muzzin
147,takeaway,Jayce Hawryluk,[-18. -40.],2,03:49,FLA,TOR,TOR,10,FLA,13,1,1,8477963,Takeaway by Jayce Hawryluk
223,takeaway,Travis Dermott,[60. 27.],3,03:50,TOR,FLA,TOR,10,FLA,13,3,4,8478408,Takeaway by Travis Dermott
225,takeaway,Keith Yandle,[-60.  41.],3,03:01,FLA,TOR,TOR,10,FLA,13,3,4,8471735,Takeaway by Keith Yandle
230,takeaway,Mark Pysyk,[14. 15.],3,00:50,FLA,TOR,TOR,10,FLA,13,3,4,8475796,Takeaway by Mark Pysyk
233,takeaway,Noel Acciari,[-39.  34.],3,00:24,FLA,TOR,TOR,10,FLA,13,3,5,8478569,Takeaway by Noel Acciari
2,giveaway,Pavel Buchnevich,[-52.  37.],1,19:22,NYR,TOR,NYR,3,TOR,10,0,0,8477402,Giveaway by Pavel Buchnevich
17,giveaway,Adam Fox,[-29. -39.],1,15:40,NYR,TOR,NYR,3,TOR,10,0,0,8479323,Giveaway by Adam Fox
21,giveaway,Jake Muzzin,[31. 14.],1,14:22,TOR,NYR,NYR,3,TOR,10,0,0,8474162,Giveaway by Jake Muzzin
22,giveaway,Chris Kreider,[ 37. -11.],1,14:07,NYR,TOR,NYR,3,TOR,10,0,0,8475184,Giveaway by Chris Kreider
33,giveaway,Auston Matthews,[-91. -30.],1,11:58,TOR,NYR,NYR,3,TOR,10,0,1,8479318,Giveaway by Auston Matthews
40,giveaway,Andreas Johnsson,[ 49. -29.],1,11:22,TOR,NYR,NYR,3,TOR,10,0,1,8477341,Giveaway by Andreas Johnsson
45,giveaway,Justin Holl,[-2. 28.],1,10:37,TOR,NYR,NYR,3,TOR,10,1,1,8475718,Giveaway by Justin Holl
107,giveaway,Tony DeAngelo,[-89. -28.],2,16:14,NYR,TOR,NYR,3,TOR,10,3,1,8477950,Giveaway by Tony DeAngelo
128,giveaway,Tony DeAngelo,[ 52. -39.],2,11:19,NYR,TOR,NYR,3,TOR,10,3,1,8477950,Giveaway by Tony DeAngelo
143,giveaway,Adam Fox,[ 36. -37.],2,06:47,NYR,TOR,NYR,3,TOR,10,3,1,8479323,Giveaway by Adam Fox
157,giveaway,Igor Shesterkin,[-96.   1.],2,04:02,NYR,TOR,NYR,3,TOR,10,3,1,8478048,Giveaway by Igor Shesterkin
164,giveaway,Auston Matthews,[ 70. -40.],2,02:32,TOR,NYR,NYR,3,TOR,10,3,2,8479318,Giveaway by Auston Matthews
170,giveaway,Chris Kreider,[ 89. -30.],2,00:54,NYR,TOR,NYR,3,TOR,10,4,2,8475184,Giveaway by Chris Kreider
171,giveaway,Rasmus Sandin,[ 95. -24.],2,00:47,TOR,NYR,NYR,3,TOR,10,4,2,8480873,Giveaway by Rasmus Sandin
182,giveaway,Pavel Buchnevich,[80. 16.],3,19:44,NYR,TOR,NYR,3,TOR,10,4,2,8477402,Giveaway by Pavel Buchnevich
184,giveaway,Ryan Lindgren,[ 95. -19.],3,19:33,NYR,TOR,NYR,3,TOR,10,4,2,8479324,Giveaway by Ryan Lindgren
188,giveaway,William Nylander,[-69.  -9.],3,18:46,TOR,NYR,NYR,3,TOR,10,4,2,8477939,Giveaway by William Nylander
199,giveaway,Justin Holl,[-88.  31.],3,16:24,TOR,NYR,NYR,3,TOR,10,4,2,8475718,Giveaway by Justin Holl
222,giveaway,Kasperi Kapanen,[-75. -39.],3,11:31,TOR,NYR,NYR,3,TOR,10,4,2,8477953,Giveaway by Kasperi Kapanen
225,giveaway,Pierre Engvall,[ 38. -38.],3,11:08,TOR,NYR,NYR,3,TOR,10,4,2,8478115,Giveaway by Pierre Engvall
234,giveaway,Kasperi Kapanen,[-79. -24.],3,08:44,TOR,NYR,NYR,3,TOR,10,4,2,8477953,Giveaway by Kasperi Kapanen
247,giveaway,Kaapo Kakko,[ 51. -10.],3,04:37,NYR,TOR,NYR,3,TOR,10,4,2,8481554,Giveaway by Kaapo Kakko
248,giveaway,Trevor Moore,[61. 17.],3,04:30,TOR,NYR,NYR,3,TOR,10,4,2,8479675,Giveaway by Trevor Moore
256,giveaway,Brady Skjei,[ 47. -11.],3,03:23,NYR,TOR,NYR,3,TOR,10,4,3,8476869,Giveaway by Brady Skjei
260,giveaway,Jacob Trouba,[85. 35.],3,02:44,NYR,TOR,NYR,3,TOR,10,4,3,8476885,Giveaway by Jacob Trouba
261,giveaway,Mitchell Marner,[-46. -38.],3,02:22,TOR,NYR,NYR,3,TOR,10,4,3,8478483,Giveaway by Mitchell Marner
263,giveaway,Mitchell Marner,[-6. 20.],3,02:06,TOR,NYR,NYR,3,TOR,10,4,3,8478483,Giveaway by Mitchell Marner
268,giveaway,Jacob Trouba,[92. 25.],3,01:25,NYR,TOR,NYR,3,TOR,10,4,3,8476885,Giveaway by Jacob Trouba
9,takeaway,Adam Fox,[89. 34.],1,17:51,NYR,TOR,NYR,3,TOR,10,0,0,8479323,Takeaway by Adam Fox
14,takeaway,Mitchell Marner,[-63.  39.],1,16:06,TOR,NYR,NYR,3,TOR,10,0,0,8478483,Takeaway by Mitchell Marner
24,takeaway,Chris Kreider,[ 83. -10.],1,13:42,NYR,TOR,NYR,3,TOR,10,0,0,8475184,Takeaway by Chris Kreider
58,takeaway,Jesper Fast,[ 63. -17.],1,08:10,NYR,TOR,NYR,3,TOR,10,1,1,8475855,Takeaway by Jesper Fast
68,takeaway,Tyson Barrie,[-20. -16.],1,03:49,TOR,NYR,NYR,3,TOR,10,1,1,8475197,Takeaway by Tyson Barrie
81,takeaway,Adam Fox,[ 40. -24.],1,02:04,NYR,TOR,NYR,3,TOR,10,3,1,8479323,Takeaway by Adam Fox
83,takeaway,Cody Ceci,[ -9. -36.],1,01:39,TOR,NYR,NYR,3,TOR,10,3,1,8476879,Takeaway by Cody Ceci
101,takeaway,Jesper Fast,[-46.   9.],2,18:15,NYR,TOR,NYR,3,TOR,10,3,1,8475855,Takeaway by Jesper Fast
102,takeaway,Auston Matthews,[74. 20.],2,18:08,TOR,NYR,NYR,3,TOR,10,3,1,8479318,Takeaway by Auston Matthews
103,takeaway,Brett Howden,[-73.   1.],2,17:48,NYR,TOR,NYR,3,TOR,10,3,1,8479353,Takeaway by Brett Howden
104,takeaway,Brett Howden,[-83. -14.],2,17:26,NYR,TOR,NYR,3,TOR,10,3,1,8479353,Takeaway by Brett Howden
114,takeaway,Pavel Buchnevich,[-64.  40.],2,15:20,NYR,TOR,NYR,3,TOR,10,3,1,8477402,Takeaway by Pavel Buchnevich
118,takeaway,Mitchell Marner,[ 39. -39.],2,14:20,TOR,NYR,NYR,3,TOR,10,3,1,8478483,Takeaway by Mitchell Marner
136,takeaway,Phillip Di Giuseppe,[-42.  32.],2,09:17,NYR,TOR,NYR,3,TOR,10,3,1,8476858,Takeaway by Phillip Di Giuseppe
155,takeaway,Adam Fox,[ 31. -35.],2,04:44,NYR,TOR,NYR,3,TOR,10,3,1,8479323,Takeaway by Adam Fox
167,takeaway,Adam Fox,[  3. -25.],2,01:54,NYR,TOR,NYR,3,TOR,10,4,2,8479323,Takeaway by Adam Fox
219,takeaway,Pavel Buchnevich,[ 18. -11.],3,12:26,NYR,TOR,NYR,3,TOR,10,4,2,8477402,Takeaway by Pavel Buchnevich
237,takeaway,Tyson Barrie,[-71.   7.],3,07:34,TOR,NYR,NYR,3,TOR,10,4,2,8475197,Takeaway by Tyson Barrie
243,takeaway,Brady Skjei,[ 75. -23.],3,06:39,NYR,TOR,NYR,3,TOR,10,4,2,8476869,Takeaway by Brady Skjei
16,giveaway,Dmytro Timashov,[50. 40.],1,17:40,TOR,ANA,TOR,10,ANA,24,0,0,8478857,Giveaway by Dmytro Timashov
29,giveaway,Michael Del Zotto,[-99.   1.],1,15:02,ANA,TOR,TOR,10,ANA,24,1,0,8474584,Giveaway by Michael Del Zotto
53,giveaway,Josh Manson,[-17.  -9.],1,08:26,ANA,TOR,TOR,10,ANA,24,1,1,8476312,Giveaway by Josh Manson
58,giveaway,Auston Matthews,[-60.  40.],1,07:59,TOR,ANA,TOR,10,ANA,24,1,1,8479318,Giveaway by Auston Matthews
59,giveaway,Michael Del Zotto,[-70. -27.],1,07:44,ANA,TOR,TOR,10,ANA,24,1,1,8474584,Giveaway by Michael Del Zotto
79,giveaway,Frederik Gauthier,[12. 35.],1,01:50,TOR,ANA,TOR,10,ANA,24,1,1,8477512,Giveaway by Frederik Gauthier
95,giveaway,Hampus Lindholm,[83. 39.],2,17:14,ANA,TOR,TOR,10,ANA,24,1,1,8476854,Giveaway by Hampus Lindholm
105,giveaway,Justin Holl,[-57. -25.],2,15:27,TOR,ANA,TOR,10,ANA,24,2,1,8475718,Giveaway by Justin Holl
115,giveaway,Justin Holl,[-98.   7.],2,12:28,TOR,ANA,TOR,10,ANA,24,2,1,8475718,Giveaway by Justin Holl
138,giveaway,Hampus Lindholm,[24.  2.],2,08:09,ANA,TOR,TOR,10,ANA,24,2,1,8476854,Giveaway by Hampus Lindholm
142,giveaway,John Tavares,[69. 25.],2,07:07,TOR,ANA,TOR,10,ANA,24,2,1,8475166,Giveaway by John Tavares
151,giveaway,Max Jones,[-50.  36.],2,05:31,ANA,TOR,TOR,10,ANA,24,3,1,8479368,Giveaway by Max Jones
152,giveaway,Josh Manson,[-40.  35.],2,04:38,ANA,TOR,TOR,10,ANA,24,3,1,8476312,Giveaway by Josh Manson
161,giveaway,Jason Spezza,[-57.  -1.],2,02:59,TOR,ANA,TOR,10,ANA,24,3,1,8469455,Giveaway by Jason Spezza
162,giveaway,Jake Muzzin,[-91. -17.],2,02:39,TOR,ANA,TOR,10,ANA,24,3,1,8474162,Giveaway by Jake Muzzin
173,giveaway,John Tavares,[-97.  16.],2,00:47,TOR,ANA,TOR,10,ANA,24,3,1,8475166,Giveaway by John Tavares
210,giveaway,Hampus Lindholm,[-86.  26.],3,12:31,ANA,TOR,TOR,10,ANA,24,3,1,8476854,Giveaway by Hampus Lindholm
211,giveaway,Zach Hyman,[-71.  39.],3,12:15,TOR,ANA,TOR,10,ANA,24,3,1,8475786,Giveaway by Zach Hyman
219,giveaway,Ryan Miller,[-88.   6.],3,10:20,ANA,TOR,TOR,10,ANA,24,3,2,8468011,Giveaway by Ryan Miller
229,giveaway,Jack Campbell,[94. -2.],3,07:36,TOR,ANA,TOR,10,ANA,24,3,2,8475789,Giveaway by Jack Campbell
273,giveaway,Pierre Engvall,[36.  8.],4,02:56,TOR,ANA,TOR,10,ANA,24,4,4,8478115,Giveaway by Pierre Engvall
6,takeaway,Sam Steel,[79. 33.],1,18:57,ANA,TOR,TOR,10,ANA,24,0,0,8479351,Takeaway by Sam Steel
14,takeaway,Jason Spezza,[-59.  40.],1,18:04,TOR,ANA,TOR,10,ANA,24,0,0,8469455,Takeaway by Jason Spezza
23,takeaway,Jakob Silfverberg,[ 86. -35.],1,16:18,ANA,TOR,TOR,10,ANA,24,0,0,8475164,Takeaway by Jakob Silfverberg
32,takeaway,Kasperi Kapanen,[-15.   3.],1,14:24,TOR,ANA,TOR,10,ANA,24,1,0,8477953,Takeaway by Kasperi Kapanen
40,takeaway,Alexander Kerfoot,[  5. -11.],1,11:59,TOR,ANA,TOR,10,ANA,24,1,0,8477021,Takeaway by Alexander Kerfoot
158,takeaway,Frederik Gauthier,[ 65. -35.],2,03:54,TOR,ANA,TOR,10,ANA,24,3,1,8477512,Takeaway by Frederik Gauthier
168,takeaway,Ondrej Kase,[-51.  -3.],2,01:35,ANA,TOR,TOR,10,ANA,24,3,1,8478131,Takeaway by Ondrej Kase
182,takeaway,Rickard Rakell,[ 65. -33.],3,19:18,ANA,TOR,TOR,10,ANA,24,3,1,8476483,Takeaway by Rickard Rakell
204,takeaway,Pierre Engvall,[ 31. -37.],3,13:33,TOR,ANA,TOR,10,ANA,24,3,1,8478115,Takeaway by Pierre Engvall
209,takeaway,Hampus Lindholm,[-82.  27.],3,12:36,ANA,TOR,TOR,10,ANA,24,3,1,8476854,Takeaway by Hampus Lindholm
212,takeaway,Carter Rowney,[-21.  27.],3,11:29,ANA,TOR,TOR,10,ANA,24,3,1,8477240,Takeaway by Carter Rowney
218,takeaway,John Tavares,[-13.  37.],3,10:25,TOR,ANA,TOR,10,ANA,24,3,2,8475166,Takeaway by John Tavares
245,takeaway,Andreas Johnsson,[-90.  -7.],3,04:32,TOR,ANA,TOR,10,ANA,24,3,3,8477341,Takeaway by Andreas Johnsson
246,takeaway,Ondrej Kase,[ 73. -37.],3,04:16,ANA,TOR,TOR,10,ANA,24,3,3,8478131,Takeaway by Ondrej Kase
272,takeaway,Pierre Engvall,[-80.  -9.],4,03:15,TOR,ANA,TOR,10,ANA,24,4,4,8478115,Takeaway by Pierre Engvall
274,takeaway,Jake Muzzin,[ 34. -38.],4,02:33,TOR,ANA,TOR,10,ANA,24,4,4,8474162,Takeaway by Jake Muzzin
277,takeaway,John Tavares,[97. -1.],4,01:55,TOR,ANA,TOR,10,ANA,24,4,4,8475166,Takeaway by John Tavares
3,giveaway,Jake Muzzin,[-40.  -9.],1,19:30,TOR,MTL,MTL,8,TOR,10,0,0,8474162,Giveaway by Jake Muzzin
19,giveaway,Jake Muzzin,[ 5. 32.],1,15:40,TOR,MTL,MTL,8,TOR,10,0,0,8474162,Giveaway by Jake Muzzin
20,giveaway,Nick Suzuki,[ 40. -35.],1,15:26,MTL,TOR,MTL,8,TOR,10,0,0,8480018,Giveaway by Nick Suzuki
21,giveaway,Justin Holl,[-83.  37.],1,15:11,TOR,MTL,MTL,8,TOR,10,0,0,8475718,Giveaway by Justin Holl
24,giveaway,Jake Muzzin,[-77.  18.],1,15:05,TOR,MTL,MTL,8,TOR,10,0,0,8474162,Giveaway by Jake Muzzin
39,giveaway,Carey Price,[ 97. -10.],1,11:15,MTL,TOR,MTL,8,TOR,10,0,0,8471679,Giveaway by Carey Price
51,giveaway,Brett Kulak,[ 11. -35.],1,07:54,MTL,TOR,MTL,8,TOR,10,0,0,8476967,Giveaway by Brett Kulak
78,giveaway,Travis Dermott,[-69. -41.],1,00:16,TOR,MTL,MTL,8,TOR,10,0,0,8478408,Giveaway by Travis Dermott
82,giveaway,Tomas Tatar,[-33. -19.],2,19:26,MTL,TOR,MTL,8,TOR,10,0,0,8475193,Giveaway by Tomas Tatar
115,giveaway,Jack Campbell,[ 79. -38.],2,14:11,TOR,MTL,MTL,8,TOR,10,0,0,8475789,Giveaway by Jack Campbell
120,giveaway,Carey Price,[-75.   7.],2,13:22,MTL,TOR,MTL,8,TOR,10,0,0,8471679,Giveaway by Carey Price
138,giveaway,Jake Muzzin,[ 96. -27.],2,07:21,TOR,MTL,MTL,8,TOR,10,0,0,8474162,Giveaway by Jake Muzzin
144,giveaway,Timothy Liljegren,[31. 20.],2,05:56,TOR,MTL,MTL,8,TOR,10,0,0,8480043,Giveaway by Timothy Liljegren
146,giveaway,Marco Scandella,[-51. -40.],2,05:36,MTL,TOR,MTL,8,TOR,10,0,0,8474618,Giveaway by Marco Scandella
177,giveaway,Tyson Barrie,[-88.  30.],3,16:15,TOR,MTL,MTL,8,TOR,10,0,1,8475197,Giveaway by Tyson Barrie
180,giveaway,Jake Muzzin,[-86. -17.],3,15:22,TOR,MTL,MTL,8,TOR,10,0,1,8474162,Giveaway by Jake Muzzin
193,giveaway,Jake Muzzin,[-69.  -9.],3,12:39,TOR,MTL,MTL,8,TOR,10,0,1,8474162,Giveaway by Jake Muzzin
203,giveaway,Carey Price,[ 44. -37.],3,10:53,MTL,TOR,MTL,8,TOR,10,0,1,8471679,Giveaway by Carey Price
210,giveaway,Brett Kulak,[ 87. -34.],3,10:07,MTL,TOR,MTL,8,TOR,10,0,1,8476967,Giveaway by Brett Kulak
215,giveaway,Tyson Barrie,[-49. -38.],3,09:11,TOR,MTL,MTL,8,TOR,10,0,1,8475197,Giveaway by Tyson Barrie
218,giveaway,Frederik Gauthier,[-79.  39.],3,08:49,TOR,MTL,MTL,8,TOR,10,0,1,8477512,Giveaway by Frederik Gauthier
219,giveaway,Tyson Barrie,[-82.  39.],3,08:35,TOR,MTL,MTL,8,TOR,10,0,1,8475197,Giveaway by Tyson Barrie
229,giveaway,Carey Price,[ 67. -37.],3,04:43,MTL,TOR,MTL,8,TOR,10,0,1,8471679,Giveaway by Carey Price
230,giveaway,Ben Chiarot,[58. 41.],3,04:39,MTL,TOR,MTL,8,TOR,10,0,1,8475279,Giveaway by Ben Chiarot
243,giveaway,Travis Dermott,[-44.  41.],3,01:52,TOR,MTL,MTL,8,TOR,10,1,1,8478408,Giveaway by Travis Dermott
11,takeaway,Jason Spezza,[ 66. -41.],1,17:55,TOR,MTL,MTL,8,TOR,10,0,0,8469455,Takeaway by Jason Spezza
14,takeaway,Jonathan Drouin,[-25. -23.],1,17:32,MTL,TOR,MTL,8,TOR,10,0,0,8477494,Takeaway by Jonathan Drouin
49,takeaway,Andreas Johnsson,[-49.  32.],1,08:24,TOR,MTL,MTL,8,TOR,10,0,0,8477341,Takeaway by Andreas Johnsson
50,takeaway,Auston Matthews,[18. 30.],1,08:04,TOR,MTL,MTL,8,TOR,10,0,0,8479318,Takeaway by Auston Matthews
56,takeaway,Max Domi,[23. 12.],1,06:42,MTL,TOR,MTL,8,TOR,10,0,0,8477503,Takeaway by Max Domi
98,takeaway,Mitchell Marner,[-65. -40.],2,17:33,TOR,MTL,MTL,8,TOR,10,0,0,8478483,Takeaway by Mitchell Marner
100,takeaway,Nate Thompson,[41.  0.],2,17:18,MTL,TOR,MTL,8,TOR,10,0,0,8470775,Takeaway by Nate Thompson
102,takeaway,Jeff Petry,[-91. -32.],2,16:41,MTL,TOR,MTL,8,TOR,10,0,0,8473507,Takeaway by Jeff Petry
170,takeaway,Marco Scandella,[32. -1.],3,17:52,MTL,TOR,MTL,8,TOR,10,0,1,8474618,Takeaway by Marco Scandella
184,takeaway,Auston Matthews,[44. 40.],3,14:38,TOR,MTL,MTL,8,TOR,10,0,1,8479318,Takeaway by Auston Matthews
187,takeaway,Auston Matthews,[-58. -37.],3,14:10,TOR,MTL,MTL,8,TOR,10,0,1,8479318,Takeaway by Auston Matthews
204,takeaway,Jason Spezza,[ 68. -31.],3,10:43,TOR,MTL,MTL,8,TOR,10,0,1,8469455,Takeaway by Jason Spezza
244,takeaway,Tyson Barrie,[-87. -35.],3,01:37,TOR,MTL,MTL,8,TOR,10,1,1,8475197,Takeaway by Tyson Barrie
245,takeaway,Tomas Tatar,[-59. -39.],3,01:34,MTL,TOR,MTL,8,TOR,10,1,1,8475193,Takeaway by Tomas Tatar
4,giveaway,Justin Holl,[51. 25.],1,18:59,TOR,ARI,TOR,10,ARI,53,0,0,8475718,Giveaway by Justin Holl
10,giveaway,Kasperi Kapanen,[-50.  38.],1,18:18,TOR,ARI,TOR,10,ARI,53,0,1,8477953,Giveaway by Kasperi Kapanen
15,giveaway,Mitchell Marner,[-28.  -4.],1,17:01,TOR,ARI,TOR,10,ARI,53,0,1,8478483,Giveaway by Mitchell Marner
29,giveaway,Kyle Clifford,[ 31. -33.],1,13:13,TOR,ARI,TOR,10,ARI,53,0,1,8475160,Giveaway by Kyle Clifford
46,giveaway,Auston Matthews,[26.  8.],1,09:30,TOR,ARI,TOR,10,ARI,53,0,1,8479318,Giveaway by Auston Matthews
48,giveaway,John Tavares,[-31. -31.],1,09:17,TOR,ARI,TOR,10,ARI,53,0,1,8475166,Giveaway by John Tavares
50,giveaway,Rasmus Sandin,[37. 38.],1,08:00,TOR,ARI,TOR,10,ARI,53,0,1,8480873,Giveaway by Rasmus Sandin
54,giveaway,Jake Muzzin,[ 23. -36.],1,07:06,TOR,ARI,TOR,10,ARI,53,0,1,8474162,Giveaway by Jake Muzzin
55,giveaway,Niklas Hjalmarsson,[-24. -23.],1,07:02,ARI,TOR,TOR,10,ARI,53,0,1,8471769,Giveaway by Niklas Hjalmarsson
65,giveaway,Alex Goligoski,[-31.  32.],1,05:39,ARI,TOR,TOR,10,ARI,53,0,1,8471274,Giveaway by Alex Goligoski
73,giveaway,Jakob Chychrun,[-75.  38.],1,04:23,ARI,TOR,TOR,10,ARI,53,1,1,8479345,Giveaway by Jakob Chychrun
76,giveaway,Justin Holl,[56. 38.],1,04:07,TOR,ARI,TOR,10,ARI,53,1,1,8475718,Giveaway by Justin Holl
80,giveaway,William Nylander,[-50.  15.],1,03:19,TOR,ARI,TOR,10,ARI,53,1,1,8477939,Giveaway by William Nylander
99,giveaway,Conor Garland,[-81.  13.],2,18:19,ARI,TOR,TOR,10,ARI,53,1,1,8478856,Giveaway by Conor Garland
112,giveaway,Alexander Kerfoot,[-24. -16.],2,14:38,TOR,ARI,TOR,10,ARI,53,1,1,8477021,Giveaway by Alexander Kerfoot
117,giveaway,Mitchell Marner,[-75.  34.],2,13:57,TOR,ARI,TOR,10,ARI,53,1,1,8478483,Giveaway by Mitchell Marner
118,giveaway,Travis Dermott,[-71. -36.],2,13:47,TOR,ARI,TOR,10,ARI,53,1,1,8478408,Giveaway by Travis Dermott
120,giveaway,Taylor Hall,[-92. -28.],2,13:24,ARI,TOR,TOR,10,ARI,53,1,1,8475791,Giveaway by Taylor Hall
122,giveaway,Phil Kessel,[-50.  41.],2,12:44,ARI,TOR,TOR,10,ARI,53,1,1,8473548,Giveaway by Phil Kessel
126,giveaway,Tyson Barrie,[-13. -16.],2,11:57,TOR,ARI,TOR,10,ARI,53,1,1,8475197,Giveaway by Tyson Barrie
128,giveaway,Andreas Johnsson,[-37.  21.],2,10:48,TOR,ARI,TOR,10,ARI,53,1,1,8477341,Giveaway by Andreas Johnsson
144,giveaway,Jakob Chychrun,[ 47. -29.],2,07:36,ARI,TOR,TOR,10,ARI,53,1,1,8479345,Giveaway by Jakob Chychrun
170,giveaway,Tyson Barrie,[-30.  12.],2,01:49,TOR,ARI,TOR,10,ARI,53,1,1,8475197,Giveaway by Tyson Barrie
201,giveaway,Niklas Hjalmarsson,[-57.  40.],3,14:12,ARI,TOR,TOR,10,ARI,53,2,2,8471769,Giveaway by Niklas Hjalmarsson
203,giveaway,Travis Dermott,[-82.  35.],3,13:55,TOR,ARI,TOR,10,ARI,53,2,2,8478408,Giveaway by Travis Dermott
207,giveaway,Oliver Ekman-Larsson,[-41.  39.],3,12:55,ARI,TOR,TOR,10,ARI,53,2,2,8475171,Giveaway by Oliver Ekman-Larsson
