,event,penalty,penalty_on,drew_by,coords,period,period_time_remaining,penalty_team,drew_by_team,home_team,home_team_id,away_team,away_team_id,home_goals,away_goals,penalty_on_id,drew_by_id,description
35,penalty,Holding,Trevor Daley,Tyler Pitlick,[73.  2.],1,09:58,DET,PHI,DET,17,PHI,4,0,0,8470110,8475752.0,Trevor Daley Holding against Tyler Pitlick
95,penalty,Holding,Alex Biega,James van Riemsdyk,[-99.   6.],2,12:58,DET,PHI,DET,17,PHI,4,0,0,8473415,8474037.0,Alex Biega Holding against James van Riemsdyk
153,penalty,Hi-sticking,Scott Laughton,Tyler Bertuzzi,[-22.  -5.],3,17:57,PHI,DET,DET,17,PHI,4,0,1,8476872,8477479.0,Scott Laughton Hi-sticking against Tyler Bertuzzi
199,penalty,Tripping,Jakub Voracek,Dennis Cholowski,[ -9. -31.],3,03:36,PHI,DET,DET,17,PHI,4,0,2,8474161,8479395.0,Jakub Voracek Tripping against Dennis Cholowski
9,penalty,Tripping,Tyler Pitlick,Pavel Zacha,[-20.  19.],1,18:02,PHI,NJD,PHI,4,NJD,1,0,1,8475752,8478401.0,Tyler Pitlick Tripping against Pavel Zacha
58,penalty,Holding,John Hayden,Jakub Voracek,[-79.  30.],1,02:33,NJD,PHI,PHI,4,NJD,1,0,1,8477401,8474161.0,John Hayden Holding against Jakub Voracek
76,penalty,Tripping,Kevin Hayes,Jesper Bratt,[-52.  39.],2,18:41,PHI,NJD,PHI,4,NJD,1,0,1,8475763,8479407.0,Kevin Hayes Tripping against Jesper Bratt
111,penalty,Holding,P.K. Subban,Claude Giroux,[94. 27.],2,09:10,NJD,PHI,PHI,4,NJD,1,0,2,8474056,8473512.0,P.K. Subban Holding against Claude Giroux
124,penalty,Tripping,Travis Sanheim,Jack Hughes,[-81. -35.],2,05:56,PHI,NJD,PHI,4,NJD,1,0,2,8477948,8481559.0,Travis Sanheim Tripping against Jack Hughes
157,penalty,Tripping,P.K. Subban,Jakub Voracek,[-69. -37.],3,19:14,NJD,PHI,PHI,4,NJD,1,0,2,8474056,8474161.0,P.K. Subban Tripping against Jakub Voracek
206,penalty,Interference,John Hayden,Sean Couturier,[-71.   4.],3,07:31,NJD,PHI,PHI,4,NJD,1,0,5,8477401,8476461.0,John Hayden Interference against Sean Couturier
75,penalty,Hooking,Jonas Siegenthaler,Connor Bunnaman,[ 68. -13.],1,04:47,WSH,PHI,WSH,15,PHI,4,0,0,8478399,8479382.0,Jonas Siegenthaler Hooking against Connor Bunnaman
