,event,penalty,penalty_on,drew_by,coords,period,period_time_remaining,penalty_team,drew_by_team,home_team,home_team_id,away_team,away_team_id,home_goals,away_goals,penalty_on_id,drew_by_id,game_id,winning_team,date,description
243,penalty,Hi-sticking,Mikhail Sergachev,Patric Hornqvist,[-67. -20.],3,09:05,TBL,PIT,TBL,14,PIT,5,3,2,8479410,8471887.0,2019020829,,2020-02-07,Mikhail Sergachev Hi-sticking against Patric Hornqvist
245,penalty,Delaying Game - Puck over glass,Alex Killorn,,[-85. -10.],3,08:39,TBL,PIT,TBL,14,PIT,5,3,2,8473986,,2019020829,,2020-02-07,Alex Killorn Delaying Game - Puck over glass
256,penalty,Tripping,Jared McCann,Kevin Shattenkirk,[ 53. -32.],3,05:11,PIT,TBL,TBL,14,PIT,5,3,2,8477955,8474031.0,2019020829,,2020-02-07,Jared McCann Tripping against Kevin Shattenkirk
24,penalty,Holding,Kris Letang,Vincent Trocheck,[-75.  26.],1,15:38,PIT,FLA,FLA,13,PIT,5,0,0,8471724,8476389.0,2019020847,,2020-02-09,Kris Letang Holding against Vincent Trocheck
79,penalty,Hooking,Marcus Pettersson,Evgenii Dadonov,[-79.   1.],1,01:18,PIT,FLA,FLA,13,PIT,5,1,2,8477969,8474149.0,2019020847,,2020-02-09,Marcus Pettersson Hooking against Evgenii Dadonov
90,penalty,Tripping,Frank Vatrano,Jared McCann,[-59.   2.],2,17:40,FLA,PIT,FLA,13,PIT,5,1,2,8478366,8477955.0,2019020847,,2020-02-09,Frank Vatrano Tripping against Jared McCann
153,penalty,Hooking,Juuso Riikola,Jonathan Huberdeau,[68. -4.],2,03:51,PIT,FLA,FLA,13,PIT,5,2,3,8480945,8476456.0,2019020847,,2020-02-09,Juuso Riikola Hooking against Jonathan Huberdeau
20,penalty,Boarding,Jared McCann,Erik Cernak,[98. 10.],1,17:11,PIT,TBL,PIT,5,TBL,14,0,0,8477955,8478416.0,2019020870,,2020-02-12,Jared McCann Boarding against Erik Cernak
59,penalty,Hooking,Yanni Gourde,Juuso Riikola,[-53.  41.],1,09:09,TBL,PIT,PIT,5,TBL,14,0,0,8476826,8480945.0,2019020870,,2020-02-12,Yanni Gourde Hooking against Juuso Riikola
91,penalty,Interference,Braydon Coburn,Jared McCann,[ 98. -15.],1,00:15,TBL,PIT,PIT,5,TBL,14,1,0,8470601,8477955.0,2019020870,,2020-02-12,Braydon Coburn Interference against Jared McCann
101,penalty,Interference,Zach Aston-Reese,Brayden Point,[ 4. 10.],2,17:41,PIT,TBL,PIT,5,TBL,14,1,0,8479944,8478010.0,2019020870,,2020-02-12,Zach Aston-Reese Interference against Brayden Point
110,penalty,Roughing,Luke Schenn,Evgeni Malkin,[-72. -17.],2,15:12,TBL,PIT,PIT,5,TBL,14,1,1,8474568,8471215.0,2019020870,,2020-02-12,Luke Schenn Roughing against Evgeni Malkin
111,penalty,Roughing,Evgeni Malkin,Luke Schenn,[-73. -16.],2,15:12,PIT,TBL,PIT,5,TBL,14,1,1,8471215,8474568.0,2019020870,,2020-02-12,Evgeni Malkin Roughing against Luke Schenn
143,penalty,Holding,Brandon Tanev,Luke Schenn,[-77. -15.],2,06:19,PIT,TBL,PIT,5,TBL,14,1,1,8479293,8474568.0,2019020870,,2020-02-12,Brandon Tanev Holding against Luke Schenn
156,penalty,Unsportsmanlike conduct,Kris Letang,,[-16.  41.],2,03:00,PIT,TBL,PIT,5,TBL,14,1,1,8471724,,2019020870,,2020-02-12,Kris Letang Unsportsmanlike conduct
175,penalty,Interference,Mikhail Sergachev,Sidney Crosby,[86.  6.],3,19:16,TBL,PIT,PIT,5,TBL,14,1,1,8479410,8471675.0,2019020870,,2020-02-12,Mikhail Sergachev Interference against Sidney Crosby
242,penalty,Slashing,Kevin Shattenkirk,Dominik Simon,[74. -4.],3,04:37,TBL,PIT,PIT,5,TBL,14,1,1,8474031,8478866.0,2019020870,,2020-02-12,Kevin Shattenkirk Slashing against Dominik Simon
29,penalty,Hooking,Marcus Pettersson,Phillip Danault,[-68. -18.],1,12:31,PIT,MTL,PIT,5,MTL,8,0,0,8477969,8476479.0,2019020891,,2020-02-15,Marcus Pettersson Hooking against Phillip Danault
110,penalty,Slashing,Ilya Kovalchuk,Jason Zucker,[-73. -20.],2,14:25,MTL,PIT,PIT,5,MTL,8,0,0,8469454,8475722.0,2019020891,,2020-02-15,Ilya Kovalchuk Slashing against Jason Zucker
133,penalty,Slashing,Ben Chiarot,Jared McCann,[-50.  -8.],2,10:31,MTL,PIT,PIT,5,MTL,8,1,0,8475279,8477955.0,2019020891,,2020-02-15,Ben Chiarot Slashing against Jared McCann
155,penalty,Tripping,Zach Aston-Reese,Xavier Ouellet,[-97.   1.],2,04:19,PIT,MTL,PIT,5,MTL,8,1,0,8479944,8476443.0,2019020891,,2020-02-15,Zach Aston-Reese Tripping against Xavier Ouellet
166,penalty,Slashing,Patric Hornqvist,Artturi Lehkonen,[74. 28.],2,01:38,PIT,MTL,PIT,5,MTL,8,2,0,8471887,8477476.0,2019020891,,2020-02-15,Patric Hornqvist Slashing against Artturi Lehkonen
231,penalty,Tripping,Tomas Tatar,Dominik Simon,[-66. -17.],3,07:03,MTL,PIT,PIT,5,MTL,8,3,1,8475193,8478866.0,2019020891,,2020-02-15,Tomas Tatar Tripping against Dominik Simon
53,penalty,Interference,Justin Abdelkader,Andrew Agozzino,[36. 39.],1,06:06,DET,PIT,PIT,5,DET,17,1,1,8471716,8475461.0,2019020906,,2020-02-16,Justin Abdelkader Interference against Andrew Agozzino
216,penalty,Roughing,Dylan Larkin,Bryan Rust,[ 6. 12.],3,04:23,DET,PIT,PIT,5,DET,17,5,1,8477946,8475810.0,2019020906,,2020-02-16,Dylan Larkin Roughing against Bryan Rust
10,penalty,Tripping,Sam Lafferty,Travis Dermott,[95.  0.],1,17:41,PIT,TOR,PIT,5,TOR,10,0,0,8478043,8478408.0,2019020921,,2020-02-19,Sam Lafferty Tripping against Travis Dermott
51,penalty,Slashing,Dmytro Timashov,Chad Ruhwedel,[-77.   1.],1,08:33,TOR,PIT,PIT,5,TOR,10,0,0,8478857,8477244.0,2019020921,,2020-02-19,Dmytro Timashov Slashing against Chad Ruhwedel
99,penalty,Slashing,Alexander Kerfoot,Patric Hornqvist,[-45.  31.],2,18:42,TOR,PIT,PIT,5,TOR,10,2,0,8477021,8471887.0,2019020921,,2020-02-19,Alexander Kerfoot Slashing against Patric Hornqvist
119,penalty,Interference,Jason Spezza,Juuso Riikola,[96.  2.],2,13:34,TOR,PIT,PIT,5,TOR,10,3,0,8469455,8480945.0,2019020921,,2020-02-19,Jason Spezza Interference against Juuso Riikola
129,penalty,Tripping,Anthony Angello,Alexander Kerfoot,[-76.  36.],2,10:17,PIT,TOR,PIT,5,TOR,10,4,0,8478074,8477021.0,2019020921,,2020-02-19,Anthony Angello Tripping against Alexander Kerfoot
133,penalty,Delaying Game - Puck over glass,Bryan Rust,,[ 62. -21.],2,09:36,PIT,TOR,PIT,5,TOR,10,4,0,8475810,,2019020921,,2020-02-19,Bryan Rust Delaying Game - Puck over glass
147,penalty,Holding,Bryan Rust,Rasmus Sandin,[-63. -41.],2,05:55,PIT,TOR,PIT,5,TOR,10,5,0,8475810,8480873.0,2019020921,,2020-02-19,Bryan Rust Holding against Rasmus Sandin
72,penalty,Tripping,Denis Malgin,Brandon Tanev,[20. 22.],1,02:34,TOR,PIT,TOR,10,PIT,5,0,0,8478843,8479293.0,2019020933,,2020-02-21,Denis Malgin Tripping against Brandon Tanev
120,penalty,Holding,Marcus Pettersson,Tyson Barrie,[ 98. -13.],2,10:40,PIT,TOR,TOR,10,PIT,5,1,0,8477969,8475197.0,2019020933,,2020-02-21,Marcus Pettersson Holding against Tyson Barrie
123,penalty,Delaying Game - Puck over glass,Brandon Tanev,,[ 76. -30.],2,10:33,PIT,TOR,TOR,10,PIT,5,1,0,8479293,,2019020933,,2020-02-21,Brandon Tanev Delaying Game - Puck over glass
147,penalty,Fighting,Jared McCann,Kasperi Kapanen,[-31.  18.],2,03:55,PIT,TOR,TOR,10,PIT,5,3,0,8477955,8477953.0,2019020933,,2020-02-21,Jared McCann Fighting against Kasperi Kapanen
148,penalty,Fighting,Kasperi Kapanen,Jared McCann,[-37.  10.],2,03:55,TOR,PIT,TOR,10,PIT,5,3,0,8477953,8477955.0,2019020933,,2020-02-21,Kasperi Kapanen Fighting against Jared McCann
219,penalty,Holding,Chad Ruhwedel,Zach Hyman,[-78.   1.],3,09:04,PIT,TOR,TOR,10,PIT,5,4,0,8477244,8475786.0,2019020933,,2020-02-21,Chad Ruhwedel Holding against Zach Hyman
53,penalty,Slashing,Evgeni Malkin,Zemgus Girgensons,[26. 41.],1,10:16,PIT,BUF,PIT,5,BUF,7,0,2,8471215,8476878.0,2019020950,,2020-02-22,Evgeni Malkin Slashing against Zemgus Girgensons
74,penalty,Roughing,Colin Miller,Patric Hornqvist,[-39.  36.],1,04:08,BUF,PIT,PIT,5,BUF,7,0,3,8476525,8471887.0,2019020950,,2020-02-22,Colin Miller Roughing against Patric Hornqvist
147,penalty,Tripping,Justin Schultz,Victor Olofsson,[ 70. -37.],2,11:36,PIT,BUF,PIT,5,BUF,7,0,3,8474602,8478109.0,2019020950,,2020-02-22,Justin Schultz Tripping against Victor Olofsson
225,penalty,Tripping,Brandon Montour,Patric Hornqvist,[90. 25.],3,13:55,BUF,PIT,PIT,5,BUF,7,1,4,8477986,8471887.0,2019020950,,2020-02-22,Brandon Montour Tripping against Patric Hornqvist
234,penalty,Roughing,Evgeni Malkin,Curtis Lazar,[96. -7.],3,11:57,PIT,BUF,PIT,5,BUF,7,1,4,8471215,8477508.0,2019020950,,2020-02-22,Evgeni Malkin Roughing against Curtis Lazar
235,penalty,Roughing,Curtis Lazar,Evgeni Malkin,[ 94. -12.],3,11:57,BUF,PIT,PIT,5,BUF,7,1,4,8477508,8471215.0,2019020950,,2020-02-22,Curtis Lazar Roughing against Evgeni Malkin
249,penalty,Cross checking,Brandon Tanev,Jake McCabe,[ 20. -35.],3,08:34,PIT,BUF,PIT,5,BUF,7,1,4,8479293,8476931.0,2019020950,,2020-02-22,Brandon Tanev Cross checking against Jake McCabe
76,penalty,Cross checking,Tom Wilson,Patric Hornqvist,[94. -7.],1,04:33,WSH,PIT,WSH,15,PIT,5,1,0,8476880,8471887.0,2019020959,,2020-02-23,Tom Wilson Cross checking against Patric Hornqvist
91,penalty,Hooking,John Carlson,Sidney Crosby,[ 95. -22.],1,00:22,WSH,PIT,WSH,15,PIT,5,1,0,8474590,8471675.0,2019020959,,2020-02-23,John Carlson Hooking against Sidney Crosby
95,penalty,Roughing,Brenden Dillon,Evgeni Malkin,[95. -6.],1,00:00,WSH,PIT,WSH,15,PIT,5,1,0,8475455,8471215.0,2019020959,,2020-02-23,Brenden Dillon Roughing against Evgeni Malkin
96,penalty,Roughing,Brenden Dillon,Evgeni Malkin,[98. -5.],1,00:00,WSH,PIT,WSH,15,PIT,5,1,0,8475455,8471215.0,2019020959,,2020-02-23,Brenden Dillon Roughing against Evgeni Malkin
97,penalty,Roughing,Evgeni Malkin,Brenden Dillon,[95. -5.],1,00:00,PIT,WSH,WSH,15,PIT,5,1,0,8471215,8475455.0,2019020959,,2020-02-23,Evgeni Malkin Roughing against Brenden Dillon
98,penalty,Roughing,Evgeni Malkin,Brenden Dillon,[97. -7.],1,00:00,PIT,WSH,WSH,15,PIT,5,1,0,8471215,8475455.0,2019020959,,2020-02-23,Evgeni Malkin Roughing against Brenden Dillon
115,penalty,Slashing,Marcus Pettersson,Tom Wilson,[ 22. -20.],2,16:04,PIT,WSH,WSH,15,PIT,5,1,0,8477969,8476880.0,2019020959,,2020-02-23,Marcus Pettersson Slashing against Tom Wilson
144,penalty,Holding,Garnet Hathaway,Anthony Angello,[82. -9.],2,10:44,WSH,PIT,WSH,15,PIT,5,1,0,8477903,8478074.0,2019020959,,2020-02-23,Garnet Hathaway Holding against Anthony Angello
145,penalty,Interference,Anthony Angello,Garnet Hathaway,[ 82. -11.],2,10:44,PIT,WSH,WSH,15,PIT,5,1,0,8478074,8477903.0,2019020959,,2020-02-23,Anthony Angello Interference against Garnet Hathaway
184,penalty,Slashing,Alex Ovechkin,Patric Hornqvist,[-79.   3.],2,03:32,WSH,PIT,WSH,15,PIT,5,1,2,8471214,8471887.0,2019020959,,2020-02-23,Alex Ovechkin Slashing against Patric Hornqvist
205,penalty,Slashing,Kris Letang,Evgeny Kuznetsov,[-71.  30.],3,19:03,PIT,WSH,WSH,15,PIT,5,1,2,8471724,8475744.0,2019020959,,2020-02-23,Kris Letang Slashing against Evgeny Kuznetsov
206,penalty,Slashing,Evgeny Kuznetsov,Kris Letang,[-69.  28.],3,19:03,WSH,PIT,WSH,15,PIT,5,1,2,8475744,8471724.0,2019020959,,2020-02-23,Evgeny Kuznetsov Slashing against Kris Letang
5,penalty,Tripping,Kris Letang,Dustin Brown,[-70.  34.],1,19:00,PIT,LAK,LAK,26,PIT,5,0,0,8471724,8470606.0,2019020983,,2020-02-27,Kris Letang Tripping against Dustin Brown
23,penalty,Hooking,Michael Amadio,Dominik Simon,[75.  2.],1,15:58,LAK,PIT,LAK,26,PIT,5,1,0,8478020,8478866.0,2019020983,,2020-02-27,Michael Amadio Hooking against Dominik Simon
61,penalty,Holding,Jack Johnson,Alex Iafallo,[-97. -12.],1,05:01,PIT,LAK,LAK,26,PIT,5,1,0,8471677,8480113.0,2019020983,,2020-02-27,Jack Johnson Holding against Alex Iafallo
100,penalty,Interference,Blake Lizotte,Bryan Rust,[-11. -31.],2,14:47,LAK,PIT,LAK,26,PIT,5,1,0,8481481,8475810.0,2019020983,,2020-02-27,Blake Lizotte Interference against Bryan Rust
130,penalty,Tripping,Gabriel Vilardi,Patrick Marleau,[75. -6.],2,07:52,LAK,PIT,LAK,26,PIT,5,1,0,8480014,8466139.0,2019020983,,2020-02-27,Gabriel Vilardi Tripping against Patrick Marleau
39,penalty,Tripping,Evan Rodrigues,Jakob Silfverberg,[99.  9.],1,09:46,PIT,ANA,ANA,24,PIT,5,0,0,8478542,8475164.0,2019020998,,2020-02-29,Evan Rodrigues Tripping against Jakob Silfverberg
78,penalty,Hooking,Ryan Getzlaf,Sidney Crosby,[ 27. -33.],1,00:56,ANA,PIT,ANA,24,PIT,5,1,0,8470612,8471675.0,2019020998,,2020-02-29,Ryan Getzlaf Hooking against Sidney Crosby
79,penalty,Unsportsmanlike conduct,Ryan Getzlaf,,[ -2. -33.],1,00:56,ANA,PIT,ANA,24,PIT,5,1,0,8470612,,2019020998,,2020-02-29,Ryan Getzlaf Unsportsmanlike conduct
92,penalty,Delaying Game - Puck over glass,Jack Johnson,,[-77.  40.],2,17:49,PIT,ANA,ANA,24,PIT,5,1,1,8471677,,2019020998,,2020-02-29,Jack Johnson Delaying Game - Puck over glass
113,penalty,Roughing,Jacob Larsson,Sidney Crosby,[95.  1.],2,13:35,ANA,PIT,ANA,24,PIT,5,1,1,8478491,8471675.0,2019020998,,2020-02-29,Jacob Larsson Roughing against Sidney Crosby
114,penalty,Roughing,Matt Irwin,Jason Zucker,[95. -1.],2,13:35,ANA,PIT,ANA,24,PIT,5,1,1,8475625,8475722.0,2019020998,,2020-02-29,Matt Irwin Roughing against Jason Zucker
115,penalty,Roughing,Jason Zucker,Matt Irwin,[97. -3.],2,13:35,PIT,ANA,ANA,24,PIT,5,1,1,8475722,8475625.0,2019020998,,2020-02-29,Jason Zucker Roughing against Matt Irwin
130,penalty,Hi stick - double minor,Justin Schultz,Ryan Getzlaf,[-93.   9.],2,11:11,PIT,ANA,ANA,24,PIT,5,1,1,8474602,8470612.0,2019020998,,2020-02-29,Justin Schultz Hi stick - double minor against Ryan Getzlaf
141,penalty,Boarding,Max Jones,Chad Ruhwedel,[-97.  -4.],2,09:20,ANA,PIT,ANA,24,PIT,5,2,1,8479368,8477244.0,2019020998,,2020-02-29,Max Jones Boarding against Chad Ruhwedel
147,penalty,Hooking,Evgeni Malkin,Josh Manson,[95. 14.],2,07:42,PIT,ANA,ANA,24,PIT,5,2,1,8471215,8476312.0,2019020998,,2020-02-29,Evgeni Malkin Hooking against Josh Manson
148,penalty,Unsportsmanlike conduct,Evgeni Malkin,,[ -8. -37.],2,07:42,PIT,ANA,ANA,24,PIT,5,2,1,8471215,,2019020998,,2020-02-29,Evgeni Malkin Unsportsmanlike conduct
181,penalty,Cross checking,Kris Letang,Adam Henrique,[97.  2.],3,19:13,PIT,ANA,ANA,24,PIT,5,3,1,8471724,8474641.0,2019020998,,2020-02-29,Kris Letang Cross checking against Adam Henrique
182,penalty,Slashing,Adam Henrique,Kris Letang,[89. 13.],3,19:13,ANA,PIT,ANA,24,PIT,5,3,1,8474641,8471724.0,2019020998,,2020-02-29,Adam Henrique Slashing against Kris Letang
207,penalty,Too many men on the ice,Sonny Milano,,[-18.  41.],3,12:59,ANA,PIT,ANA,24,PIT,5,3,1,8477947,,2019020998,,2020-02-29,Too many men/ice served by Sonny Milano
42,penalty,Tripping,Mario Ferraro,Evgeni Malkin,[-50.   6.],1,11:39,SJS,PIT,SJS,28,PIT,5,0,0,8479983,8471215.0,2019021010,,2020-03-01,Mario Ferraro Tripping against Evgeni Malkin
105,penalty,Hi stick - double minor,Evander Kane,Chad Ruhwedel,[ 76. -42.],2,17:45,SJS,PIT,SJS,28,PIT,5,1,0,8475169,8477244.0,2019021010,,2020-03-01,Evander Kane Hi stick - double minor against Chad Ruhwedel
112,penalty,Slashing,Patrick Marleau,Mario Ferraro,[71. 27.],2,15:21,PIT,SJS,SJS,28,PIT,5,1,0,8466139,8479983.0,2019021010,,2020-03-01,Patrick Marleau Slashing against Mario Ferraro
117,penalty,Hi-sticking,Mario Ferraro,Sidney Crosby,[24. 36.],2,14:30,SJS,PIT,SJS,28,PIT,5,1,0,8479983,8471675.0,2019021010,,2020-03-01,Mario Ferraro Hi-sticking against Sidney Crosby
131,penalty,Tripping,Marcus Pettersson,Brent Burns,[-87. -14.],2,10:55,PIT,SJS,SJS,28,PIT,5,1,0,8477969,8470613.0,2019021010,,2020-03-01,Marcus Pettersson Tripping against Brent Burns
161,penalty,Roughing,Radim Simek,Patric Hornqvist,[87. -1.],2,05:04,SJS,PIT,SJS,28,PIT,5,3,0,8480160,8471887.0,2019021010,,2020-03-01,Radim Simek Roughing against Patric Hornqvist
162,penalty,Slashing,Patric Hornqvist,Radim Simek,[87. -1.],2,05:04,PIT,SJS,SJS,28,PIT,5,3,0,8471887,8480160.0,2019021010,,2020-03-01,Patric Hornqvist Slashing against Radim Simek
210,penalty,Interference,Patric Hornqvist,Jacob Middleton,[-62.  18.],3,11:59,PIT,SJS,SJS,28,PIT,5,4,0,8471887,8478136.0,2019021010,,2020-03-01,Patric Hornqvist Interference against Jacob Middleton
20,penalty,Interference,Jack Johnson,Scott Sabourin,[-71.   1.],1,15:35,PIT,OTT,PIT,5,OTT,9,2,0,8471677,8477149.0,2019021022,,2020-03-04,Jack Johnson Interference against Scott Sabourin
57,penalty,Holding the stick,Bobby Ryan,Evgeni Malkin,[99. -8.],1,06:42,OTT,PIT,PIT,5,OTT,9,2,0,8471676,8471215.0,2019021022,,2020-03-04,Bobby Ryan Holding the stick against Evgeni Malkin
76,penalty,Hooking,Nikita Zaitsev,Evan Rodrigues,[ 82. -20.],1,01:50,OTT,PIT,PIT,5,OTT,9,2,1,8479458,8478542.0,2019021022,,2020-03-04,Nikita Zaitsev Hooking against Evan Rodrigues
115,penalty,Hi stick - double minor,Chris Tierney,Sidney Crosby,[-89. -16.],2,14:04,OTT,PIT,PIT,5,OTT,9,3,1,8476919,8471675.0,2019021022,,2020-03-04,Chris Tierney Hi stick - double minor against Sidney Crosby
135,penalty,Tripping,Sam Lafferty,Colin White,[-93.  21.],2,08:44,PIT,OTT,PIT,5,OTT,9,3,1,8478043,8478400.0,2019021022,,2020-03-04,Sam Lafferty Tripping against Colin White
203,penalty,Hooking,Conor Sheary,Jayce Hawryluk,[-16.  41.],3,14:10,PIT,OTT,PIT,5,OTT,9,5,2,8477839,8477963.0,2019021022,,2020-03-04,Conor Sheary Hooking against Jayce Hawryluk
207,penalty,Tripping,Thomas Chabot,Evan Rodrigues,[71. -6.],3,13:28,OTT,PIT,PIT,5,OTT,9,5,2,8478469,8478542.0,2019021022,,2020-03-04,Thomas Chabot Tripping against Evan Rodrigues
218,penalty,Hooking,Brian Dumoulin,Brady Tkachuk,[-68.  -8.],3,10:37,PIT,OTT,PIT,5,OTT,9,5,2,8475208,8480801.0,2019021022,,2020-03-04,Brian Dumoulin Hooking against Brady Tkachuk
27,penalty,Missing key [PD_151],Jimmy Vesey,,[-12.  41.],1,12:04,BUF,PIT,BUF,7,PIT,5,0,1,8476918,,2019021033,,2020-03-06,Delaying Game - Unsucc. chlg served by Jimmy Vesey
64,penalty,Slashing,Kris Letang,Jack Eichel,[57. -3.],1,01:31,PIT,BUF,BUF,7,PIT,5,1,2,8471724,8478403.0,2019021033,,2020-03-06,Kris Letang Slashing against Jack Eichel
101,penalty,Interference - Goalkeeper,Johan Larsson,Dominik Kahun,[-89.   1.],2,07:29,BUF,PIT,BUF,7,PIT,5,1,2,8475728,8480946.0,2019021033,,2020-03-06,Johan Larsson Interference - Goalkeeper against Matt Murray served by Dominik Kahun
113,penalty,Slashing,Lawrence Pilut,Patrick Marleau,[26.  2.],2,04:37,BUF,PIT,BUF,7,PIT,5,1,3,8480935,8466139.0,2019021033,,2020-03-06,Lawrence Pilut Slashing against Patrick Marleau
116,penalty,Cross checking,Evgeni Malkin,Brandon Montour,[ 68. -17.],2,04:04,PIT,BUF,BUF,7,PIT,5,1,3,8471215,8477986.0,2019021033,,2020-03-06,Evgeni Malkin Cross checking against Brandon Montour
157,penalty,Hi-sticking,Teddy Blueger,Curtis Lazar,[ 54. -33.],3,12:29,PIT,BUF,BUF,7,PIT,5,2,4,8476927,8477508.0,2019021033,,2020-03-06,Teddy Blueger Hi-sticking against Curtis Lazar
13,penalty,Roughing,Sam Lafferty,Jonas Siegenthaler,[ 34. -23.],1,17:57,PIT,WSH,PIT,5,WSH,15,0,1,8478043,8478399.0,2019021050,,2020-03-07,Sam Lafferty Roughing against Jonas Siegenthaler
14,penalty,Roughing,Jonas Siegenthaler,Sam Lafferty,[ 41. -26.],1,17:57,WSH,PIT,PIT,5,WSH,15,0,1,8478399,8478043.0,2019021050,,2020-03-07,Jonas Siegenthaler Roughing against Sam Lafferty
32,penalty,Interference,Brenden Dillon,Sam Lafferty,[57. 42.],1,13:23,WSH,PIT,PIT,5,WSH,15,0,1,8475455,8478043.0,2019021050,,2020-03-07,Brenden Dillon Interference against Sam Lafferty
36,penalty,Too many men on the ice,Alex Ovechkin,,[14. 41.],1,12:48,WSH,PIT,PIT,5,WSH,15,0,1,8471214,,2019021050,,2020-03-07,Too many men/ice served by Alex Ovechkin
