,event,player_one,coords,period,period_time_remaining,player_one_team,player_two_team,home_team,home_team_id,away_team,away_team_id,home_goals,away_goals,player_one_id,description
145,giveaway,Devon Toews,[ 37. -10.],2,04:55,NYI,LAK,NYI,2,LAK,26,2,3,8478038,Giveaway by Devon Toews
150,giveaway,Leo Komarov,[60.  6.],2,03:19,NYI,LAK,NYI,2,LAK,26,2,3,8473463,Giveaway by Leo Komarov
152,giveaway,Jeff Carter,[90. 29.],2,02:35,LAK,NYI,NYI,2,LAK,26,2,3,8470604,Giveaway by Jeff Carter
157,giveaway,Mathew Barzal,[-65.  37.],2,01:18,NYI,LAK,NYI,2,LAK,26,2,3,8478445,Giveaway by Mathew Barzal
171,giveaway,Austin Wagner,[ 89. -23.],3,18:28,LAK,NYI,NYI,2,LAK,26,3,3,8478455,Giveaway by Austin Wagner
184,giveaway,Matt Roy,[96.  1.],3,16:08,LAK,NYI,NYI,2,LAK,26,3,3,8478911,Giveaway by Matt Roy
191,giveaway,Leo Komarov,[-92. -27.],3,14:36,NYI,LAK,NYI,2,LAK,26,3,3,8473463,Giveaway by Leo Komarov
192,giveaway,Matt Martin,[96. -1.],3,14:19,NYI,LAK,NYI,2,LAK,26,3,3,8474709,Giveaway by Matt Martin
205,giveaway,Matt Roy,[79. -2.],3,11:39,LAK,NYI,NYI,2,LAK,26,3,3,8478911,Giveaway by Matt Roy
210,giveaway,Anthony Beauvillier,[ 55. -38.],3,10:27,NYI,LAK,NYI,2,LAK,26,3,3,8478463,Giveaway by Anthony Beauvillier
211,giveaway,Jonathan Quick,[99. -1.],3,10:11,LAK,NYI,NYI,2,LAK,26,3,3,8471734,Giveaway by Jonathan Quick
222,giveaway,Jordan Eberle,[86. 24.],3,08:18,NYI,LAK,NYI,2,LAK,26,3,3,8474586,Giveaway by Jordan Eberle
230,giveaway,Scott Mayfield,[-94.  -9.],3,06:45,NYI,LAK,NYI,2,LAK,26,4,3,8476429,Giveaway by Scott Mayfield
245,giveaway,Anze Kopitar,[-60.  33.],3,03:28,LAK,NYI,NYI,2,LAK,26,4,3,8471685,Giveaway by Anze Kopitar
20,takeaway,Casey Cizikas,[-17. -26.],1,16:50,NYI,LAK,NYI,2,LAK,26,0,0,8475231,Takeaway by Casey Cizikas
24,takeaway,Jordan Eberle,[-87. -33.],1,15:08,NYI,LAK,NYI,2,LAK,26,0,0,8474586,Takeaway by Jordan Eberle
28,takeaway,Michael Amadio,[ 26. -22.],1,14:05,LAK,NYI,NYI,2,LAK,26,0,0,8478020,Takeaway by Michael Amadio
30,takeaway,Mathew Barzal,[-68.  28.],1,13:48,NYI,LAK,NYI,2,LAK,26,0,0,8478445,Takeaway by Mathew Barzal
41,takeaway,Tyler Toffoli,[-24.  37.],1,12:23,LAK,NYI,NYI,2,LAK,26,0,0,8475726,Takeaway by Tyler Toffoli
55,takeaway,Blake Lizotte,[62. 35.],1,09:45,LAK,NYI,NYI,2,LAK,26,0,0,8481481,Takeaway by Blake Lizotte
67,takeaway,Adrian Kempe,[-42.  22.],1,06:56,LAK,NYI,NYI,2,LAK,26,0,1,8477960,Takeaway by Adrian Kempe
81,takeaway,Derick Brassard,[ 50. -27.],1,02:10,NYI,LAK,NYI,2,LAK,26,0,2,8473544,Takeaway by Derick Brassard
116,takeaway,Brock Nelson,[88. 28.],2,13:03,NYI,LAK,NYI,2,LAK,26,1,2,8475754,Takeaway by Brock Nelson
254,takeaway,Anders Lee,[68.  3.],3,00:14,NYI,LAK,NYI,2,LAK,26,4,3,8475314,Takeaway by Anders Lee
27,giveaway,Drew Doughty,[97. -1.],1,12:21,LAK,NJD,NJD,1,LAK,26,0,0,8474563,Giveaway by Drew Doughty
39,giveaway,Nikita Gusev,[ 33. -33.],1,09:24,NJD,LAK,NJD,1,LAK,26,0,0,8477038,Giveaway by Nikita Gusev
58,giveaway,Kyle Palmieri,[-39.  12.],1,03:58,NJD,LAK,NJD,1,LAK,26,0,0,8475151,Giveaway by Kyle Palmieri
101,giveaway,Matt Roy,[-76.   2.],2,14:24,LAK,NJD,NJD,1,LAK,26,0,0,8478911,Giveaway by Matt Roy
122,giveaway,Nikita Gusev,[-14. -13.],2,09:59,NJD,LAK,NJD,1,LAK,26,2,0,8477038,Giveaway by Nikita Gusev
163,giveaway,Nikita Gusev,[ 39. -34.],3,19:37,NJD,LAK,NJD,1,LAK,26,3,0,8477038,Giveaway by Nikita Gusev
1,takeaway,Dustin Brown,[ 9. 38.],1,19:51,LAK,NJD,NJD,1,LAK,26,0,0,8470606,Takeaway by Dustin Brown
2,takeaway,Damon Severson,[-97.  14.],1,19:20,NJD,LAK,NJD,1,LAK,26,0,0,8476923,Takeaway by Damon Severson
29,takeaway,Jesper Bratt,[96. -9.],1,11:51,NJD,LAK,NJD,1,LAK,26,0,0,8479407,Takeaway by Jesper Bratt
33,takeaway,Tyler Toffoli,[-64. -25.],1,10:24,LAK,NJD,NJD,1,LAK,26,0,0,8475726,Takeaway by Tyler Toffoli
77,takeaway,Blake Coleman,[-36.  19.],1,00:47,NJD,LAK,NJD,1,LAK,26,0,0,8476399,Takeaway by Blake Coleman
111,takeaway,Jack Hughes,[-25. -32.],2,12:29,NJD,LAK,NJD,1,LAK,26,1,0,8481559,Takeaway by Jack Hughes
152,takeaway,Blake Coleman,[-37.  33.],2,01:51,NJD,LAK,NJD,1,LAK,26,3,0,8476399,Takeaway by Blake Coleman
167,takeaway,Connor Carrick,[-66.  37.],3,18:32,NJD,LAK,NJD,1,LAK,26,3,0,8476941,Takeaway by Connor Carrick
211,takeaway,Joakim Ryan,[-80.  36.],3,08:22,LAK,NJD,NJD,1,LAK,26,3,0,8477046,Takeaway by Joakim Ryan
11,giveaway,Trevor Moore,[ 66. -29.],1,18:18,LAK,NYR,NYR,3,LAK,26,0,0,8479675,Giveaway by Trevor Moore
12,giveaway,Filip Chytil,[ 55. -15.],1,18:14,NYR,LAK,NYR,3,LAK,26,0,0,8480078,Giveaway by Filip Chytil
23,giveaway,Mika Zibanejad,[-72.  32.],1,16:34,NYR,LAK,NYR,3,LAK,26,1,0,8476459,Giveaway by Mika Zibanejad
34,giveaway,Alec Martinez,[46. 33.],1,14:11,LAK,NYR,NYR,3,LAK,26,1,0,8474166,Giveaway by Alec Martinez
39,giveaway,Mika Zibanejad,[-68.  -5.],1,12:52,NYR,LAK,NYR,3,LAK,26,1,0,8476459,Giveaway by Mika Zibanejad
52,giveaway,Alex Iafallo,[76. 40.],1,10:02,LAK,NYR,NYR,3,LAK,26,1,0,8480113,Giveaway by Alex Iafallo
64,giveaway,Carl Grundstrom,[ 35. -12.],1,07:57,LAK,NYR,NYR,3,LAK,26,1,0,8479336,Giveaway by Carl Grundstrom
74,giveaway,Jesper Fast,[-79. -19.],1,04:09,NYR,LAK,NYR,3,LAK,26,1,0,8475855,Giveaway by Jesper Fast
75,giveaway,Dustin Brown,[-54. -11.],1,03:48,LAK,NYR,NYR,3,LAK,26,1,0,8470606,Giveaway by Dustin Brown
86,giveaway,Chris Kreider,[35. 30.],1,01:49,NYR,LAK,NYR,3,LAK,26,1,0,8475184,Giveaway by Chris Kreider
103,giveaway,Artemi Panarin,[-10.  -6.],2,18:32,NYR,LAK,NYR,3,LAK,26,1,0,8478550,Giveaway by Artemi Panarin
142,giveaway,Marc Staal,[-14.  38.],2,12:06,NYR,LAK,NYR,3,LAK,26,1,0,8471686,Giveaway by Marc Staal
184,giveaway,Matt Roy,[-11.  14.],2,01:40,LAK,NYR,NYR,3,LAK,26,1,0,8478911,Giveaway by Matt Roy
201,giveaway,Ryan Lindgren,[96. -6.],3,18:35,NYR,LAK,NYR,3,LAK,26,1,0,8479324,Giveaway by Ryan Lindgren
229,giveaway,Chris Kreider,[ 78. -39.],3,12:01,NYR,LAK,NYR,3,LAK,26,1,0,8475184,Giveaway by Chris Kreider
239,giveaway,Ryan Strome,[-67.  41.],3,09:42,NYR,LAK,NYR,3,LAK,26,2,0,8476458,Giveaway by Ryan Strome
243,giveaway,Pavel Buchnevich,[ 11. -29.],3,09:00,NYR,LAK,NYR,3,LAK,26,2,1,8477402,Giveaway by Pavel Buchnevich
268,giveaway,Brendan Lemieux,[ 65. -21.],3,04:08,NYR,LAK,NYR,3,LAK,26,2,1,8477962,Giveaway by Brendan Lemieux
281,giveaway,Nikolai Prokhorkin,[-82.  -9.],3,01:41,LAK,NYR,NYR,3,LAK,26,4,1,8476947,Giveaway by Nikolai Prokhorkin
299,giveaway,Joakim Ryan,[54. 30.],3,00:02,LAK,NYR,NYR,3,LAK,26,4,1,8477046,Giveaway by Joakim Ryan
5,takeaway,Ryan Strome,[61. 30.],1,19:12,NYR,LAK,NYR,3,LAK,26,0,0,8476458,Takeaway by Ryan Strome
32,takeaway,Adam Fox,[-44.  29.],1,14:54,NYR,LAK,NYR,3,LAK,26,1,0,8479323,Takeaway by Adam Fox
41,takeaway,Austin Wagner,[ 95. -18.],1,12:43,LAK,NYR,NYR,3,LAK,26,1,0,8478455,Takeaway by Austin Wagner
79,takeaway,Kaapo Kakko,[-45.  39.],1,03:20,NYR,LAK,NYR,3,LAK,26,1,0,8481554,Takeaway by Kaapo Kakko
85,takeaway,Chris Kreider,[34. 31.],1,01:50,NYR,LAK,NYR,3,LAK,26,1,0,8475184,Takeaway by Chris Kreider
97,takeaway,Anze Kopitar,[ 17. -21.],2,19:18,LAK,NYR,NYR,3,LAK,26,1,0,8471685,Takeaway by Anze Kopitar
127,takeaway,Chris Kreider,[93. -3.],2,14:31,NYR,LAK,NYR,3,LAK,26,1,0,8475184,Takeaway by Chris Kreider
131,takeaway,Dustin Brown,[-98. -18.],2,14:04,LAK,NYR,NYR,3,LAK,26,1,0,8470606,Takeaway by Dustin Brown
206,takeaway,Brett Howden,[33. 34.],3,17:07,NYR,LAK,NYR,3,LAK,26,1,0,8479353,Takeaway by Brett Howden
210,takeaway,Tony DeAngelo,[-50.  -7.],3,15:47,NYR,LAK,NYR,3,LAK,26,1,0,8477950,Takeaway by Tony DeAngelo
213,takeaway,Kaapo Kakko,[-36.  17.],3,14:58,NYR,LAK,NYR,3,LAK,26,1,0,8481554,Takeaway by Kaapo Kakko
236,takeaway,Adam Fox,[-31.  40.],3,10:21,NYR,LAK,NYR,3,LAK,26,2,0,8479323,Takeaway by Adam Fox
269,takeaway,Michael Amadio,[ 72. -16.],3,04:06,LAK,NYR,NYR,3,LAK,26,2,1,8478020,Takeaway by Michael Amadio
1,giveaway,Martin Frk,[96. 19.],1,19:34,LAK,CGY,LAK,26,CGY,20,0,0,8476924,Giveaway by Martin Frk
6,giveaway,Drew Doughty,[97. -7.],1,18:23,LAK,CGY,LAK,26,CGY,20,0,0,8474563,Giveaway by Drew Doughty
7,giveaway,Anze Kopitar,[ 72. -32.],1,18:10,LAK,CGY,LAK,26,CGY,20,0,0,8471685,Giveaway by Anze Kopitar
15,giveaway,Mikael Backlund,[-64.  -8.],1,15:57,CGY,LAK,LAK,26,CGY,20,0,0,8474150,Giveaway by Mikael Backlund
36,giveaway,Johnny Gaudreau,[-16.  -8.],1,11:36,CGY,LAK,LAK,26,CGY,20,0,0,8476346,Giveaway by Johnny Gaudreau
61,giveaway,Milan Lucic,[-92.  31.],1,07:08,CGY,LAK,LAK,26,CGY,20,0,0,8473473,Giveaway by Milan Lucic
63,giveaway,Alexander Yelesin,[-97.  -5.],1,06:47,CGY,LAK,LAK,26,CGY,20,0,0,8481630,Giveaway by Alexander Yelesin
67,giveaway,Noah Hanifin,[-61.  14.],1,05:49,CGY,LAK,LAK,26,CGY,20,0,0,8478396,Giveaway by Noah Hanifin
81,giveaway,Oliver Kylington,[-46. -39.],1,02:44,CGY,LAK,LAK,26,CGY,20,0,0,8478430,Giveaway by Oliver Kylington
90,giveaway,Alec Martinez,[-95.  19.],2,19:44,LAK,CGY,LAK,26,CGY,20,0,0,8474166,Giveaway by Alec Martinez
143,giveaway,Calvin Petersen,[-95.   0.],2,08:26,LAK,CGY,LAK,26,CGY,20,0,0,8477361,Giveaway by Calvin Petersen
159,giveaway,Drew Doughty,[-96.   0.],2,05:16,LAK,CGY,LAK,26,CGY,20,2,1,8474563,Giveaway by Drew Doughty
176,giveaway,Sean Monahan,[69.  0.],2,01:13,CGY,LAK,LAK,26,CGY,20,2,1,8477497,Giveaway by Sean Monahan
203,giveaway,Drew Doughty,[48. 36.],3,14:29,LAK,CGY,LAK,26,CGY,20,3,2,8474563,Giveaway by Drew Doughty
217,giveaway,Alec Martinez,[ 81. -27.],3,11:24,LAK,CGY,LAK,26,CGY,20,3,2,8474166,Giveaway by Alec Martinez
228,giveaway,Andrew Mangiapane,[-22. -13.],3,07:51,CGY,LAK,LAK,26,CGY,20,3,2,8478233,Giveaway by Andrew Mangiapane
240,giveaway,Milan Lucic,[-86.  21.],3,04:53,CGY,LAK,LAK,26,CGY,20,3,2,8473473,Giveaway by Milan Lucic
14,takeaway,Michael Stone,[-35. -40.],1,16:25,CGY,LAK,LAK,26,CGY,20,0,0,8474628,Takeaway by Michael Stone
24,takeaway,Tyler Toffoli,[ 51. -16.],1,14:20,LAK,CGY,LAK,26,CGY,20,0,0,8475726,Takeaway by Tyler Toffoli
26,takeaway,Anze Kopitar,[41. 22.],1,14:03,LAK,CGY,LAK,26,CGY,20,0,0,8471685,Takeaway by Anze Kopitar
38,takeaway,Adrian Kempe,[-86. -15.],1,11:23,LAK,CGY,LAK,26,CGY,20,0,0,8477960,Takeaway by Adrian Kempe
182,takeaway,Milan Lucic,[68. 36.],3,19:30,CGY,LAK,LAK,26,CGY,20,2,1,8473473,Takeaway by Milan Lucic
21,giveaway,Kurtis MacDermid,[97. -2.],1,14:05,LAK,COL,COL,21,LAK,26,0,0,8477073,Giveaway by Kurtis MacDermid
51,giveaway,Mikko Rantanen,[69. 36.],1,08:37,COL,LAK,COL,21,LAK,26,0,0,8478420,Giveaway by Mikko Rantanen
101,giveaway,Matt Nieto,[-93.  27.],2,16:13,COL,LAK,COL,21,LAK,26,0,1,8476442,Giveaway by Matt Nieto
127,giveaway,Matt Calvert,[-43.  38.],2,11:00,COL,LAK,COL,21,LAK,26,0,1,8474685,Giveaway by Matt Calvert
128,giveaway,Joakim Ryan,[-73. -31.],2,10:56,LAK,COL,COL,21,LAK,26,0,1,8477046,Giveaway by Joakim Ryan
137,giveaway,Jonathan Quick,[-98.   0.],2,06:59,LAK,COL,COL,21,LAK,26,0,1,8471734,Giveaway by Jonathan Quick
139,giveaway,Matt Calvert,[-83. -32.],2,06:49,COL,LAK,COL,21,LAK,26,0,1,8474685,Giveaway by Matt Calvert
144,giveaway,Trevor Moore,[ 58. -40.],2,04:36,LAK,COL,COL,21,LAK,26,0,1,8479675,Giveaway by Trevor Moore
149,giveaway,Erik Johnson,[65. 40.],2,03:53,COL,LAK,COL,21,LAK,26,0,1,8473446,Giveaway by Erik Johnson
164,giveaway,Martin Frk,[-66.   4.],2,00:43,LAK,COL,COL,21,LAK,26,0,1,8476924,Giveaway by Martin Frk
227,giveaway,Ryan Graves,[-31.  42.],3,04:08,COL,LAK,COL,21,LAK,26,1,1,8477435,Giveaway by Ryan Graves
12,takeaway,Vladislav Kamenev,[ 94. -29.],1,17:24,COL,LAK,COL,21,LAK,26,0,0,8477973,Takeaway by Vladislav Kamenev
