,event,secondary_type,player_one,player_one_role,player_two,player_two_role,coords,period,period_time_remaining,player_one_team,player_two_team,home_team,home_team_id,away_team,away_team_id,home_goals,away_goals,game_winning,empty_net,player_one_id,player_two_id,game_id,winning_team,date,description
204,shot,Slap Shot,Mattias Ekholm,Shooter,Cam Talbot,Goalie,[ 38. -27.],3,16:43,NSH,CGY,CGY,20,NSH,18,2,3,,,8475218,8475660.0,2019020836,,2020-02-08,Mattias Ekholm Slap Shot saved by Cam Talbot
216,shot,Wrist Shot,Yakov Trenin,Shooter,Cam Talbot,Goalie,[70. 28.],3,14:28,NSH,CGY,CGY,20,NSH,18,2,3,,,8478508,8475660.0,2019020836,,2020-02-08,Yakov Trenin Wrist Shot saved by Cam Talbot
222,shot,Slap Shot,Roman Josi,Shooter,Cam Talbot,Goalie,[40.  7.],3,13:55,NSH,CGY,CGY,20,NSH,18,2,3,,,8474600,8475660.0,2019020836,,2020-02-08,Roman Josi Slap Shot saved by Cam Talbot
224,shot,Wrist Shot,Roman Josi,Shooter,Cam Talbot,Goalie,[54. 28.],3,13:32,NSH,CGY,CGY,20,NSH,18,2,3,,,8474600,8475660.0,2019020836,,2020-02-08,Roman Josi Wrist Shot saved by Cam Talbot
233,shot,Slap Shot,Jarred Tinordi,Shooter,Cam Talbot,Goalie,[34. 30.],3,10:07,NSH,CGY,CGY,20,NSH,18,2,3,,,8475797,8475660.0,2019020836,,2020-02-08,Jarred Tinordi Slap Shot saved by Cam Talbot
236,shot,Slap Shot,Matt Duchene,Shooter,Cam Talbot,Goalie,[61.  4.],3,09:28,NSH,CGY,CGY,20,NSH,18,2,3,,,8475168,8475660.0,2019020836,,2020-02-08,Matt Duchene Slap Shot saved by Cam Talbot
240,shot,Wrist Shot,Dante Fabbro,Shooter,Cam Talbot,Goalie,[ 34. -33.],3,08:37,NSH,CGY,CGY,20,NSH,18,2,3,,,8479371,8475660.0,2019020836,,2020-02-08,Dante Fabbro Wrist Shot saved by Cam Talbot
242,shot,Wrist Shot,Derek Ryan,Shooter,Juuse Saros,Goalie,[-69.  28.],3,07:53,CGY,NSH,CGY,20,NSH,18,2,3,,,8478585,8477424.0,2019020836,,2020-02-08,Derek Ryan Wrist Shot saved by Juuse Saros
244,shot,Wrist Shot,Derek Ryan,Shooter,Juuse Saros,Goalie,[-39.  14.],3,07:31,CGY,NSH,CGY,20,NSH,18,2,3,,,8478585,8477424.0,2019020836,,2020-02-08,Derek Ryan Wrist Shot saved by Juuse Saros
246,shot,Wrist Shot,Brandon Davidson,Shooter,Juuse Saros,Goalie,[-40. -11.],3,07:24,CGY,NSH,CGY,20,NSH,18,2,3,,,8475869,8477424.0,2019020836,,2020-02-08,Brandon Davidson Wrist Shot saved by Juuse Saros
249,shot,Slap Shot,Elias Lindholm,Shooter,Juuse Saros,Goalie,[-65.  27.],3,06:04,CGY,NSH,CGY,20,NSH,18,2,3,,,8477496,8477424.0,2019020836,,2020-02-08,Elias Lindholm Slap Shot saved by Juuse Saros
252,shot,Backhand,Travis Hamonic,Shooter,Juuse Saros,Goalie,[-81.  -7.],3,05:17,CGY,NSH,CGY,20,NSH,18,2,3,,,8474612,8477424.0,2019020836,,2020-02-08,Travis Hamonic Backhand saved by Juuse Saros
254,shot,Wrist Shot,Mattias Ekholm,Shooter,Cam Talbot,Goalie,[ 37. -25.],3,04:51,NSH,CGY,CGY,20,NSH,18,2,3,,,8475218,8475660.0,2019020836,,2020-02-08,Mattias Ekholm Wrist Shot saved by Cam Talbot
257,shot,Tip-In,Mikael Backlund,Shooter,Juuse Saros,Goalie,[-78.   3.],3,04:13,CGY,NSH,CGY,20,NSH,18,2,3,,,8474150,8477424.0,2019020836,,2020-02-08,Mikael Backlund Tip-In saved by Juuse Saros
258,shot,Wrist Shot,Noah Hanifin,Shooter,Juuse Saros,Goalie,[-41.  -6.],3,03:56,CGY,NSH,CGY,20,NSH,18,2,3,,,8478396,8477424.0,2019020836,,2020-02-08,Noah Hanifin Wrist Shot saved by Juuse Saros
259,shot,Wrist Shot,Mikael Backlund,Shooter,Juuse Saros,Goalie,[-53.   0.],3,03:45,CGY,NSH,CGY,20,NSH,18,2,3,,,8474150,8477424.0,2019020836,,2020-02-08,Mikael Backlund Wrist Shot saved by Juuse Saros
263,shot,Wrist Shot,Matthew Tkachuk,Shooter,Juuse Saros,Goalie,[-53.  16.],3,00:57,CGY,NSH,CGY,20,NSH,18,2,3,,,8479314,8477424.0,2019020836,,2020-02-08,Matthew Tkachuk Wrist Shot saved by Juuse Saros
24,missed_shot,,TJ Brodie,Shooter,,,[-49. -36.],1,15:45,CGY,NSH,CGY,20,NSH,18,1,1,,,8474673,,2019020836,,2020-02-08,TJ Brodie Wide of Net
29,missed_shot,,Jarred Tinordi,Shooter,,,[60. 20.],1,14:30,NSH,CGY,CGY,20,NSH,18,1,1,,,8475797,,2019020836,,2020-02-08,Jarred Tinordi Wide of Net
49,missed_shot,,Colton Sissons,Shooter,,,[74. 16.],1,10:10,NSH,CGY,CGY,20,NSH,18,1,1,,,8476925,,2019020836,,2020-02-08,Colton Sissons Wide of Net
65,missed_shot,,Mikael Backlund,Shooter,,,[-83.  13.],1,07:06,CGY,NSH,CGY,20,NSH,18,1,2,,,8474150,,2019020836,,2020-02-08,Mikael Backlund Wide of Net
67,missed_shot,,Michael Stone,Shooter,,,[-35.  26.],1,06:54,CGY,NSH,CGY,20,NSH,18,1,2,,,8474628,,2019020836,,2020-02-08,Michael Stone Wide of Net
118,missed_shot,,TJ Brodie,Shooter,,,[47. 10.],2,15:26,CGY,NSH,CGY,20,NSH,18,1,2,,,8474673,,2019020836,,2020-02-08,TJ Brodie Wide of Net
124,missed_shot,,Michael Stone,Shooter,,,[ 36. -22.],2,14:10,CGY,NSH,CGY,20,NSH,18,1,2,,,8474628,,2019020836,,2020-02-08,Michael Stone Over Net
155,missed_shot,,Rasmus Andersson,Shooter,,,[52. 14.],2,07:14,CGY,NSH,CGY,20,NSH,18,2,3,,,8478397,,2019020836,,2020-02-08,Rasmus Andersson Wide of Net
156,missed_shot,,Sean Monahan,Shooter,,,[75. 12.],2,07:09,CGY,NSH,CGY,20,NSH,18,2,3,,,8477497,,2019020836,,2020-02-08,Sean Monahan Over Net
165,missed_shot,,Roman Josi,Shooter,,,[-58. -37.],2,04:25,NSH,CGY,CGY,20,NSH,18,2,3,,,8474600,,2019020836,,2020-02-08,Roman Josi Wide of Net
176,missed_shot,,Roman Josi,Shooter,,,[-63.   2.],2,01:46,NSH,CGY,CGY,20,NSH,18,2,3,,,8474600,,2019020836,,2020-02-08,Roman Josi Wide of Net
197,missed_shot,,Yakov Trenin,Shooter,,,[ 54. -17.],3,17:07,NSH,CGY,CGY,20,NSH,18,2,3,,,8478508,,2019020836,,2020-02-08,Yakov Trenin Wide of Net
198,missed_shot,,Dan Hamhuis,Shooter,,,[37. 33.],3,17:02,NSH,CGY,CGY,20,NSH,18,2,3,,,8469465,,2019020836,,2020-02-08,Dan Hamhuis Wide of Net
208,missed_shot,,Rocco Grimaldi,Shooter,,,[64. 11.],3,16:10,NSH,CGY,CGY,20,NSH,18,2,3,,,8476428,,2019020836,,2020-02-08,Rocco Grimaldi Wide of Net
211,missed_shot,,Matthew Tkachuk,Shooter,,,[-66. -41.],3,15:32,CGY,NSH,CGY,20,NSH,18,2,3,,,8479314,,2019020836,,2020-02-08,Matthew Tkachuk Wide of Net
215,missed_shot,,Viktor Arvidsson,Shooter,,,[ 40. -33.],3,14:31,NSH,CGY,CGY,20,NSH,18,2,3,,,8478042,,2019020836,,2020-02-08,Viktor Arvidsson Wide of Net
218,missed_shot,,Michael Stone,Shooter,,,[-33.   0.],3,14:09,CGY,NSH,CGY,20,NSH,18,2,3,,,8474628,,2019020836,,2020-02-08,Michael Stone Wide of Net
235,missed_shot,,Matt Duchene,Shooter,,,[ 60. -15.],3,09:46,NSH,CGY,CGY,20,NSH,18,2,3,,,8475168,,2019020836,,2020-02-08,Matt Duchene Over Net
238,missed_shot,,Jarred Tinordi,Shooter,,,[37. 32.],3,09:23,NSH,CGY,CGY,20,NSH,18,2,3,,,8475797,,2019020836,,2020-02-08,Jarred Tinordi Wide of Net
239,missed_shot,,Matt Duchene,Shooter,,,[74. 26.],3,08:42,NSH,CGY,CGY,20,NSH,18,2,3,,,8475168,,2019020836,,2020-02-08,Matt Duchene Wide of Net
265,missed_shot,,Andrew Mangiapane,Shooter,,,[-77.  13.],3,00:21,CGY,NSH,CGY,20,NSH,18,2,3,,,8478233,,2019020836,,2020-02-08,Andrew Mangiapane Wide of Net
5,blocked_shot,,Filip Forsberg,Blocker,Rasmus Andersson,Shooter,[-53.  12.],1,19:06,NSH,CGY,CGY,20,NSH,18,1,0,,,8476887,8478397.0,2019020836,,2020-02-08,Rasmus Andersson shot blocked shot by Filip Forsberg
19,blocked_shot,,Colin Blackwell,Blocker,Noah Hanifin,Shooter,[-49.  -2.],1,17:07,NSH,CGY,CGY,20,NSH,18,1,1,,,8476278,8478396.0,2019020836,,2020-02-08,Noah Hanifin shot blocked shot by Colin Blackwell
31,blocked_shot,,Brandon Davidson,Blocker,Yannick Weber,Shooter,[ 74. -19.],1,14:09,CGY,NSH,CGY,20,NSH,18,1,1,,,8475869,8474134.0,2019020836,,2020-02-08,Yannick Weber shot blocked shot by Brandon Davidson
35,blocked_shot,,Ryan Johansen,Blocker,Travis Hamonic,Shooter,[-65.  -1.],1,13:04,NSH,CGY,CGY,20,NSH,18,1,1,,,8475793,8474612.0,2019020836,,2020-02-08,Travis Hamonic shot blocked shot by Ryan Johansen
57,blocked_shot,,Travis Hamonic,Blocker,Kyle Turris,Shooter,[69.  7.],1,08:19,CGY,NSH,CGY,20,NSH,18,1,1,,,8474612,8474068.0,2019020836,,2020-02-08,Kyle Turris shot blocked shot by Travis Hamonic
66,blocked_shot,,Nick Bonino,Blocker,Sam Bennett,Shooter,[-64. -15.],1,06:59,NSH,CGY,CGY,20,NSH,18,1,2,,,8474009,8477935.0,2019020836,,2020-02-08,Sam Bennett shot blocked shot by Nick Bonino
71,blocked_shot,,Dante Fabbro,Blocker,Brandon Davidson,Shooter,[-72.  -4.],1,06:24,NSH,CGY,CGY,20,NSH,18,1,2,,,8479371,8475869.0,2019020836,,2020-02-08,Brandon Davidson shot blocked shot by Dante Fabbro
74,blocked_shot,,Travis Hamonic,Blocker,Filip Forsberg,Shooter,[66.  0.],1,05:18,CGY,NSH,CGY,20,NSH,18,1,2,,,8474612,8476887.0,2019020836,,2020-02-08,Filip Forsberg shot blocked shot by Travis Hamonic
81,blocked_shot,,Colin Blackwell,Blocker,Brandon Davidson,Shooter,[-45.   4.],1,03:01,NSH,CGY,CGY,20,NSH,18,1,2,,,8476278,8475869.0,2019020836,,2020-02-08,Brandon Davidson shot blocked shot by Colin Blackwell
95,blocked_shot,,Matt Duchene,Blocker,Travis Hamonic,Shooter,[-44.   6.],1,00:56,NSH,CGY,CGY,20,NSH,18,1,2,,,8475168,8474612.0,2019020836,,2020-02-08,Travis Hamonic shot blocked shot by Matt Duchene
98,blocked_shot,,Derek Ryan,Blocker,Dante Fabbro,Shooter,[64.  2.],1,00:34,CGY,NSH,CGY,20,NSH,18,1,2,,,8478585,8479371.0,2019020836,,2020-02-08,Dante Fabbro shot blocked shot by Derek Ryan
113,blocked_shot,,TJ Brodie,Blocker,Mikael Granlund,Shooter,[-53.  17.],2,17:28,CGY,NSH,CGY,20,NSH,18,1,2,,,8474673,8475798.0,2019020836,,2020-02-08,Mikael Granlund shot blocked shot by TJ Brodie
119,blocked_shot,,Dante Fabbro,Blocker,TJ Brodie,Shooter,[66.  6.],2,15:18,NSH,CGY,CGY,20,NSH,18,1,2,,,8479371,8474673.0,2019020836,,2020-02-08,TJ Brodie shot blocked shot by Dante Fabbro
128,blocked_shot,,Andrew Mangiapane,Blocker,Mattias Ekholm,Shooter,[-45.  11.],2,13:29,CGY,NSH,CGY,20,NSH,18,1,2,,,8478233,8475218.0,2019020836,,2020-02-08,Mattias Ekholm shot blocked shot by Andrew Mangiapane
142,blocked_shot,,Jarred Tinordi,Blocker,Michael Stone,Shooter,[64. -3.],2,10:37,NSH,CGY,CGY,20,NSH,18,1,3,,,8475797,8474628.0,2019020836,,2020-02-08,Michael Stone shot blocked shot by Jarred Tinordi
147,blocked_shot,,Nick Bonino,Blocker,Matthew Tkachuk,Shooter,[45. -4.],2,09:16,NSH,CGY,CGY,20,NSH,18,1,3,,,8474009,8479314.0,2019020836,,2020-02-08,Matthew Tkachuk shot blocked shot by Nick Bonino
157,blocked_shot,,Jarred Tinordi,Blocker,Travis Hamonic,Shooter,[ 48. -21.],2,06:28,NSH,CGY,CGY,20,NSH,18,2,3,,,8475797,8474612.0,2019020836,,2020-02-08,Travis Hamonic shot blocked shot by Jarred Tinordi
158,blocked_shot,,Jarred Tinordi,Blocker,Travis Hamonic,Shooter,[ 58. -11.],2,06:17,NSH,CGY,CGY,20,NSH,18,2,3,,,8475797,8474612.0,2019020836,,2020-02-08,Travis Hamonic shot blocked shot by Jarred Tinordi
160,blocked_shot,,Mattias Ekholm,Blocker,Brandon Davidson,Shooter,[72.  4.],2,06:04,NSH,CGY,CGY,20,NSH,18,2,3,,,8475218,8475869.0,2019020836,,2020-02-08,Brandon Davidson shot blocked shot by Mattias Ekholm
172,blocked_shot,,Brandon Davidson,Blocker,Colin Blackwell,Shooter,[-74.  -7.],2,02:48,CGY,NSH,CGY,20,NSH,18,2,3,,,8475869,8476278.0,2019020836,,2020-02-08,Colin Blackwell shot blocked shot by Brandon Davidson
174,blocked_shot,,Brandon Davidson,Blocker,Dan Hamhuis,Shooter,[-64.  -9.],2,02:19,CGY,NSH,CGY,20,NSH,18,2,3,,,8475869,8469465.0,2019020836,,2020-02-08,Dan Hamhuis shot blocked shot by Brandon Davidson
177,blocked_shot,,Brandon Davidson,Blocker,Filip Forsberg,Shooter,[-72.  -8.],2,01:39,CGY,NSH,CGY,20,NSH,18,2,3,,,8475869,8476887.0,2019020836,,2020-02-08,Filip Forsberg shot blocked shot by Brandon Davidson
182,blocked_shot,,Mattias Ekholm,Blocker,Dillon Dube,Shooter,[83. -1.],2,00:39,NSH,CGY,CGY,20,NSH,18,2,3,,,8475218,8479346.0,2019020836,,2020-02-08,Dillon Dube shot blocked shot by Mattias Ekholm
183,blocked_shot,,Mattias Ekholm,Blocker,Mikael Backlund,Shooter,[82. -1.],2,00:38,NSH,CGY,CGY,20,NSH,18,2,3,,,8475218,8474150.0,2019020836,,2020-02-08,Mikael Backlund shot blocked shot by Mattias Ekholm
184,blocked_shot,,Travis Hamonic,Blocker,Mikael Granlund,Shooter,[-60.  -4.],2,00:01,CGY,NSH,CGY,20,NSH,18,2,3,,,8474612,8475798.0,2019020836,,2020-02-08,Mikael Granlund shot blocked shot by Travis Hamonic
187,blocked_shot,,Craig Smith,Blocker,Sam Bennett,Shooter,[-43. -31.],3,19:29,NSH,CGY,CGY,20,NSH,18,2,3,,,8475225,8477935.0,2019020836,,2020-02-08,Sam Bennett shot blocked shot by Craig Smith
190,blocked_shot,,Travis Hamonic,Blocker,Filip Forsberg,Shooter,[78.  0.],3,17:58,CGY,NSH,CGY,20,NSH,18,2,3,,,8474612,8476887.0,2019020836,,2020-02-08,Filip Forsberg shot blocked shot by Travis Hamonic
193,blocked_shot,,Roman Josi,Blocker,Johnny Gaudreau,Shooter,[-49.   3.],3,17:35,NSH,CGY,CGY,20,NSH,18,2,3,,,8474600,8476346.0,2019020836,,2020-02-08,Johnny Gaudreau shot blocked shot by Roman Josi
199,blocked_shot,,Michael Stone,Blocker,Yakov Trenin,Shooter,[67. -2.],3,16:59,CGY,NSH,CGY,20,NSH,18,2,3,,,8474628,8478508.0,2019020836,,2020-02-08,Yakov Trenin shot blocked shot by Michael Stone
212,blocked_shot,,Roman Josi,Blocker,Travis Hamonic,Shooter,[-68.  10.],3,15:31,NSH,CGY,CGY,20,NSH,18,2,3,,,8474600,8474612.0,2019020836,,2020-02-08,Travis Hamonic shot blocked shot by Roman Josi
219,blocked_shot,,Brandon Davidson,Blocker,Colin Blackwell,Shooter,[76. 11.],3,14:02,CGY,NSH,CGY,20,NSH,18,2,3,,,8475869,8476278.0,2019020836,,2020-02-08,Colin Blackwell shot blocked shot by Brandon Davidson
220,blocked_shot,,Buddy Robinson,Blocker,Colton Sissons,Shooter,[77.  2.],3,14:01,CGY,NSH,CGY,20,NSH,18,2,3,,,8477210,8476925.0,2019020836,,2020-02-08,Colton Sissons shot blocked shot by Buddy Robinson
228,blocked_shot,,Colin Blackwell,Blocker,TJ Brodie,Shooter,[-47.  -8.],3,11:23,NSH,CGY,CGY,20,NSH,18,2,3,,,8476278,8474673.0,2019020836,,2020-02-08,TJ Brodie shot blocked shot by Colin Blackwell
229,blocked_shot,,Dante Fabbro,Blocker,Buddy Robinson,Shooter,[-72.  18.],3,11:19,NSH,CGY,CGY,20,NSH,18,2,3,,,8479371,8477210.0,2019020836,,2020-02-08,Buddy Robinson shot blocked shot by Dante Fabbro
230,blocked_shot,,Dante Fabbro,Blocker,Buddy Robinson,Shooter,[-72.  12.],3,11:17,NSH,CGY,CGY,20,NSH,18,2,3,,,8479371,8477210.0,2019020836,,2020-02-08,Buddy Robinson shot blocked shot by Dante Fabbro
232,blocked_shot,,Craig Smith,Blocker,Mikael Backlund,Shooter,[-62.  -2.],3,10:17,NSH,CGY,CGY,20,NSH,18,2,3,,,8475225,8474150.0,2019020836,,2020-02-08,Mikael Backlund shot blocked shot by Craig Smith
243,blocked_shot,,Nick Bonino,Blocker,Michael Stone,Shooter,[-40.  17.],3,07:34,NSH,CGY,CGY,20,NSH,18,2,3,,,8474009,8474628.0,2019020836,,2020-02-08,Michael Stone shot blocked shot by Nick Bonino
261,blocked_shot,,Mikael Granlund,Blocker,Rasmus Andersson,Shooter,[-70.  12.],3,01:43,NSH,CGY,CGY,20,NSH,18,2,3,,,8475798,8478397.0,2019020836,,2020-02-08,Rasmus Andersson shot blocked shot by Mikael Granlund
262,blocked_shot,,Matthew Tkachuk,Blocker,Roman Josi,Shooter,[61.  3.],3,01:36,CGY,NSH,CGY,20,NSH,18,2,3,,,8479314,8474600.0,2019020836,,2020-02-08,Roman Josi shot blocked shot by Matthew Tkachuk
264,blocked_shot,,Matthew Tkachuk,Blocker,Mikael Granlund,Shooter,[ 74. -11.],3,00:37,CGY,NSH,CGY,20,NSH,18,2,3,,,8479314,8475798.0,2019020836,,2020-02-08,Mikael Granlund shot blocked shot by Matthew Tkachuk
266,blocked_shot,,Mattias Ekholm,Blocker,Andrew Mangiapane,Shooter,[-65.   9.],3,00:14,NSH,CGY,CGY,20,NSH,18,2,3,,,8475218,8478233.0,2019020836,,2020-02-08,Andrew Mangiapane shot blocked shot by Mattias Ekholm
2,goal,Tip-In,Sam Bennett,Scorer,Juuse Saros,Goalie,[-80.   0.],1,19:27,CGY,NSH,CGY,20,NSH,18,1,0,False,False,8477935,8477424.0,2019020836,,2020-02-08,"Sam Bennett (5) Tip-In, assists: Travis Hamonic (9), Mikael Backlund (18)"
13,goal,Wrist Shot,Dante Fabbro,Scorer,Cam Talbot,Goalie,[57. -1.],1,18:11,NSH,CGY,CGY,20,NSH,18,1,1,False,False,8479371,8475660.0,2019020836,,2020-02-08,"Dante Fabbro (5) Wrist Shot, assists: Roman Josi (38), Mikael Granlund (9)"
59,goal,Deflected,Kyle Turris,Scorer,Cam Talbot,Goalie,[85.  3.],1,08:17,NSH,CGY,CGY,20,NSH,18,1,2,False,False,8474068,8475660.0,2019020836,,2020-02-08,"Kyle Turris (7) Deflected, assists: Mattias Ekholm (24), Filip Forsberg (20)"
140,goal,Wrist Shot,Mikael Granlund,Scorer,Cam Talbot,Goalie,[-83.  -3.],2,10:54,NSH,CGY,CGY,20,NSH,18,1,3,True,False,8475798,8475660.0,2019020836,,2020-02-08,"Mikael Granlund (12) Wrist Shot, assists: Roman Josi (39), Kyle Turris (17)"
149,goal,Wrist Shot,Rasmus Andersson,Scorer,Juuse Saros,Goalie,[ 37. -23.],2,08:54,CGY,NSH,CGY,20,NSH,18,2,3,False,False,8478397,8477424.0,2019020836,,2020-02-08,"Rasmus Andersson (4) Wrist Shot, assists: Matthew Tkachuk (26), Elias Lindholm (19)"
3,shot,Backhand,Ryan Johansen,Shooter,Mike Smith,Goalie,[-72.   3.],1,18:59,NSH,EDM,EDM,22,NSH,18,0,0,,,8475793,8469608.0,2019020851,,2020-02-09,Ryan Johansen Backhand saved by Mike Smith
4,shot,Snap Shot,Mikael Granlund,Shooter,Mike Smith,Goalie,[-79. -10.],1,18:56,NSH,EDM,EDM,22,NSH,18,0,0,,,8475798,8469608.0,2019020851,,2020-02-09,Mikael Granlund Snap Shot saved by Mike Smith
6,shot,Wrist Shot,Ryan Johansen,Shooter,Mike Smith,Goalie,[-84.  -1.],1,18:55,NSH,EDM,EDM,22,NSH,18,0,0,,,8475793,8469608.0,2019020851,,2020-02-09,Ryan Johansen Wrist Shot saved by Mike Smith
7,shot,Wrist Shot,Ryan Johansen,Shooter,Mike Smith,Goalie,[-88.  -2.],1,18:54,NSH,EDM,EDM,22,NSH,18,0,0,,,8475793,8469608.0,2019020851,,2020-02-09,Ryan Johansen Wrist Shot saved by Mike Smith
8,shot,Wrist Shot,Ryan Johansen,Shooter,Mike Smith,Goalie,[-85.  -2.],1,18:53,NSH,EDM,EDM,22,NSH,18,0,0,,,8475793,8469608.0,2019020851,,2020-02-09,Ryan Johansen Wrist Shot saved by Mike Smith
17,shot,Snap Shot,Kailer Yamamoto,Shooter,Juuse Saros,Goalie,[54. 28.],1,16:11,EDM,NSH,EDM,22,NSH,18,0,0,,,8479977,8477424.0,2019020851,,2020-02-09,Kailer Yamamoto Snap Shot saved by Juuse Saros
21,shot,Slap Shot,Dan Hamhuis,Shooter,Mike Smith,Goalie,[-60. -32.],1,14:56,NSH,EDM,EDM,22,NSH,18,0,0,,,8469465,8469608.0,2019020851,,2020-02-09,Dan Hamhuis Slap Shot saved by Mike Smith
22,shot,Deflected,Jujhar Khaira,Shooter,Juuse Saros,Goalie,[76.  0.],1,14:34,EDM,NSH,EDM,22,NSH,18,0,0,,,8476915,8477424.0,2019020851,,2020-02-09,Jujhar Khaira Deflected saved by Juuse Saros
28,shot,Snap Shot,Ryan Nugent-Hopkins,Shooter,Juuse Saros,Goalie,[74. 18.],1,13:04,EDM,NSH,EDM,22,NSH,18,0,0,,,8476454,8477424.0,2019020851,,2020-02-09,Ryan Nugent-Hopkins Snap Shot saved by Juuse Saros
40,shot,Snap Shot,Connor McDavid,Shooter,Juuse Saros,Goalie,[ 49. -25.],1,11:16,EDM,NSH,EDM,22,NSH,18,0,0,,,8478402,8477424.0,2019020851,,2020-02-09,Connor McDavid Snap Shot saved by Juuse Saros
43,shot,Tip-In,Nick Bonino,Shooter,Mike Smith,Goalie,[-72.  -9.],1,10:53,NSH,EDM,EDM,22,NSH,18,0,0,,,8474009,8469608.0,2019020851,,2020-02-09,Nick Bonino Tip-In saved by Mike Smith
60,shot,Snap Shot,Josh Archibald,Shooter,Juuse Saros,Goalie,[ 58. -39.],1,07:03,EDM,NSH,EDM,22,NSH,18,0,1,,,8476326,8477424.0,2019020851,,2020-02-09,Josh Archibald Snap Shot saved by Juuse Saros
79,shot,Snap Shot,Matt Duchene,Shooter,Mike Smith,Goalie,[-80.   4.],1,03:26,NSH,EDM,EDM,22,NSH,18,0,1,,,8475168,8469608.0,2019020851,,2020-02-09,Matt Duchene Snap Shot saved by Mike Smith
86,shot,Snap Shot,Oscar Klefbom,Shooter,Juuse Saros,Goalie,[68. 31.],1,02:09,EDM,NSH,EDM,22,NSH,18,0,1,,,8476472,8477424.0,2019020851,,2020-02-09,Oscar Klefbom Snap Shot saved by Juuse Saros
89,shot,Wrist Shot,Josh Archibald,Shooter,Juuse Saros,Goalie,[ 53. -23.],1,01:57,EDM,NSH,EDM,22,NSH,18,0,1,,,8476326,8477424.0,2019020851,,2020-02-09,Josh Archibald Wrist Shot saved by Juuse Saros
95,shot,Snap Shot,Mattias Ekholm,Shooter,Mike Smith,Goalie,[-40.   2.],1,00:22,NSH,EDM,EDM,22,NSH,18,0,1,,,8475218,8469608.0,2019020851,,2020-02-09,Mattias Ekholm Snap Shot saved by Mike Smith
104,shot,Snap Shot,Leon Draisaitl,Shooter,Juuse Saros,Goalie,[-55.  21.],2,18:46,EDM,NSH,EDM,22,NSH,18,0,1,,,8477934,8477424.0,2019020851,,2020-02-09,Leon Draisaitl Snap Shot saved by Juuse Saros
109,shot,Snap Shot,Mikael Granlund,Shooter,Mike Smith,Goalie,[81.  5.],2,17:47,NSH,EDM,EDM,22,NSH,18,0,1,,,8475798,8469608.0,2019020851,,2020-02-09,Mikael Granlund Snap Shot saved by Mike Smith
110,shot,Slap Shot,Roman Josi,Shooter,Mike Smith,Goalie,[45. -3.],2,17:36,NSH,EDM,EDM,22,NSH,18,0,1,,,8474600,8469608.0,2019020851,,2020-02-09,Roman Josi Slap Shot saved by Mike Smith
113,shot,Slap Shot,Dante Fabbro,Shooter,Mike Smith,Goalie,[38. 31.],2,17:13,NSH,EDM,EDM,22,NSH,18,0,1,,,8479371,8469608.0,2019020851,,2020-02-09,Dante Fabbro Slap Shot saved by Mike Smith
115,shot,Snap Shot,Matt Duchene,Shooter,Mike Smith,Goalie,[ 75. -14.],2,16:53,NSH,EDM,EDM,22,NSH,18,0,1,,,8475168,8469608.0,2019020851,,2020-02-09,Matt Duchene Snap Shot saved by Mike Smith
117,shot,Snap Shot,Ryan Nugent-Hopkins,Shooter,Juuse Saros,Goalie,[-56.  18.],2,16:26,EDM,NSH,EDM,22,NSH,18,0,1,,,8476454,8477424.0,2019020851,,2020-02-09,Ryan Nugent-Hopkins Snap Shot saved by Juuse Saros
118,shot,Snap Shot,Rocco Grimaldi,Shooter,Mike Smith,Goalie,[ 86. -15.],2,15:39,NSH,EDM,EDM,22,NSH,18,0,1,,,8476428,8469608.0,2019020851,,2020-02-09,Rocco Grimaldi Snap Shot saved by Mike Smith
119,shot,Snap Shot,Leon Draisaitl,Shooter,Juuse Saros,Goalie,[-59.   0.],2,15:28,EDM,NSH,EDM,22,NSH,18,0,1,,,8477934,8477424.0,2019020851,,2020-02-09,Leon Draisaitl Snap Shot saved by Juuse Saros
120,shot,Wrist Shot,Kailer Yamamoto,Shooter,Juuse Saros,Goalie,[-84.   5.],2,15:23,EDM,NSH,EDM,22,NSH,18,0,1,,,8479977,8477424.0,2019020851,,2020-02-09,Kailer Yamamoto Wrist Shot saved by Juuse Saros
123,shot,Wrist Shot,Darnell Nurse,Shooter,Juuse Saros,Goalie,[-80. -34.],2,14:26,EDM,NSH,EDM,22,NSH,18,0,1,,,8477498,8477424.0,2019020851,,2020-02-09,Darnell Nurse Wrist Shot saved by Juuse Saros
128,shot,Snap Shot,Josh Archibald,Shooter,Juuse Saros,Goalie,[-64.  25.],2,13:12,EDM,NSH,EDM,22,NSH,18,0,1,,,8476326,8477424.0,2019020851,,2020-02-09,Josh Archibald Snap Shot saved by Juuse Saros
129,shot,Wrap-around,Oscar Klefbom,Shooter,Juuse Saros,Goalie,[-88.   5.],2,12:54,EDM,NSH,EDM,22,NSH,18,0,1,,,8476472,8477424.0,2019020851,,2020-02-09,Oscar Klefbom Wrap-around saved by Juuse Saros
138,shot,Snap Shot,Yannick Weber,Shooter,Mike Smith,Goalie,[ 61. -35.],2,11:11,NSH,EDM,EDM,22,NSH,18,0,1,,,8474134,8469608.0,2019020851,,2020-02-09,Yannick Weber Snap Shot saved by Mike Smith
