,event,player_one,coords,period,period_time_remaining,player_one_team,player_two_team,home_team,home_team_id,away_team,away_team_id,home_goals,away_goals,player_one_id,game_id,winning_team,date,description
147,giveaway,Elvis Merzlikins,[ 70. -42.],2,08:05,CBJ,MTL,MTL,8,CBJ,29,1,2,8478007,2019020807,,2020-02-02,Giveaway by Elvis Merzlikins
192,giveaway,Dale Weise,[43. 31.],3,17:41,MTL,CBJ,MTL,8,CBJ,29,1,3,8474668,2019020807,,2020-02-02,Giveaway by Dale Weise
197,giveaway,David Savard,[-67.  42.],3,16:16,CBJ,MTL,MTL,8,CBJ,29,1,3,8475233,2019020807,,2020-02-02,Giveaway by David Savard
224,giveaway,Nick Foligno,[ 31. -25.],3,08:40,CBJ,MTL,MTL,8,CBJ,29,1,3,8473422,2019020807,,2020-02-02,Giveaway by Nick Foligno
229,giveaway,Marco Scandella,[32. 42.],3,07:27,MTL,CBJ,MTL,8,CBJ,29,1,3,8474618,2019020807,,2020-02-02,Giveaway by Marco Scandella
235,giveaway,Nick Foligno,[-30. -37.],3,06:19,CBJ,MTL,MTL,8,CBJ,29,1,3,8473422,2019020807,,2020-02-02,Giveaway by Nick Foligno
248,giveaway,David Savard,[-30. -40.],3,03:03,CBJ,MTL,MTL,8,CBJ,29,2,3,8475233,2019020807,,2020-02-02,Giveaway by David Savard
249,giveaway,Zach Werenski,[-31.  23.],3,02:05,CBJ,MTL,MTL,8,CBJ,29,2,3,8478460,2019020807,,2020-02-02,Giveaway by Zach Werenski
250,giveaway,Tomas Tatar,[-71.  23.],3,02:02,MTL,CBJ,MTL,8,CBJ,29,2,3,8475193,2019020807,,2020-02-02,Giveaway by Tomas Tatar
251,giveaway,Shea Weber,[-21.  -7.],3,01:57,MTL,CBJ,MTL,8,CBJ,29,2,3,8470642,2019020807,,2020-02-02,Giveaway by Shea Weber
258,giveaway,Zach Werenski,[-28.   1.],3,00:43,CBJ,MTL,MTL,8,CBJ,29,3,4,8478460,2019020807,,2020-02-02,Giveaway by Zach Werenski
60,takeaway,Pierre-Luc Dubois,[ 71. -42.],1,07:19,CBJ,MTL,MTL,8,CBJ,29,0,0,8479400,2019020807,,2020-02-02,Takeaway by Pierre-Luc Dubois
86,takeaway,Sonny Milano,[62. 38.],1,01:32,CBJ,MTL,MTL,8,CBJ,29,0,1,8477947,2019020807,,2020-02-02,Takeaway by Sonny Milano
128,takeaway,Tomas Tatar,[-40.  38.],2,13:05,MTL,CBJ,MTL,8,CBJ,29,0,2,8475193,2019020807,,2020-02-02,Takeaway by Tomas Tatar
136,takeaway,Nick Suzuki,[31. 17.],2,10:43,MTL,CBJ,MTL,8,CBJ,29,0,2,8480018,2019020807,,2020-02-02,Takeaway by Nick Suzuki
162,takeaway,Boone Jenner,[76.  0.],2,05:06,CBJ,MTL,MTL,8,CBJ,29,1,2,8476432,2019020807,,2020-02-02,Takeaway by Boone Jenner
207,takeaway,Phillip Danault,[ 46. -38.],3,13:12,MTL,CBJ,MTL,8,CBJ,29,1,3,8476479,2019020807,,2020-02-02,Takeaway by Phillip Danault
226,takeaway,Marco Scandella,[ 24. -27.],3,07:59,MTL,CBJ,MTL,8,CBJ,29,1,3,8474618,2019020807,,2020-02-02,Takeaway by Marco Scandella
227,takeaway,Riley Nash,[ 16. -37.],3,07:55,CBJ,MTL,MTL,8,CBJ,29,1,3,8474062,2019020807,,2020-02-02,Takeaway by Riley Nash
244,takeaway,Zach Werenski,[-65.  13.],3,03:43,CBJ,MTL,MTL,8,CBJ,29,2,3,8478460,2019020807,,2020-02-02,Takeaway by Zach Werenski
27,giveaway,Damon Severson,[-56.  -1.],1,12:28,NJD,MTL,NJD,1,MTL,8,0,0,8476923,2019020815,,2020-02-05,Giveaway by Damon Severson
38,giveaway,Colton White,[27. 31.],1,10:23,NJD,MTL,NJD,1,MTL,8,1,0,8478841,2019020815,,2020-02-05,Giveaway by Colton White
42,giveaway,Wayne Simmonds,[37. 14.],1,09:16,NJD,MTL,NJD,1,MTL,8,1,0,8474190,2019020815,,2020-02-05,Giveaway by Wayne Simmonds
61,giveaway,Nikita Gusev,[  5. -19.],1,04:31,NJD,MTL,NJD,1,MTL,8,1,0,8477038,2019020815,,2020-02-05,Giveaway by Nikita Gusev
72,giveaway,Ilya Kovalchuk,[-30. -26.],1,00:22,MTL,NJD,NJD,1,MTL,8,1,0,8469454,2019020815,,2020-02-05,Giveaway by Ilya Kovalchuk
81,giveaway,Miles Wood,[ -3. -19.],2,18:26,NJD,MTL,NJD,1,MTL,8,1,0,8477425,2019020815,,2020-02-05,Giveaway by Miles Wood
94,giveaway,Blake Coleman,[-31.  -2.],2,16:23,NJD,MTL,NJD,1,MTL,8,2,0,8476399,2019020815,,2020-02-05,Giveaway by Blake Coleman
116,giveaway,Max Domi,[ 63. -31.],2,11:51,MTL,NJD,NJD,1,MTL,8,3,0,8477503,2019020815,,2020-02-05,Giveaway by Max Domi
139,giveaway,Kyle Palmieri,[-8.  5.],2,06:56,NJD,MTL,NJD,1,MTL,8,3,0,8475151,2019020815,,2020-02-05,Giveaway by Kyle Palmieri
153,giveaway,Jeff Petry,[21. 14.],2,03:15,MTL,NJD,NJD,1,MTL,8,3,1,8473507,2019020815,,2020-02-05,Giveaway by Jeff Petry
184,giveaway,Andy Greene,[-31.  38.],3,16:08,NJD,MTL,NJD,1,MTL,8,3,2,8472382,2019020815,,2020-02-05,Giveaway by Andy Greene
189,giveaway,Jack Hughes,[-8. 17.],3,15:11,NJD,MTL,NJD,1,MTL,8,3,2,8481559,2019020815,,2020-02-05,Giveaway by Jack Hughes
1,takeaway,Brendan Gallagher,[-6. -1.],1,19:58,MTL,NJD,NJD,1,MTL,8,0,0,8475848,2019020815,,2020-02-05,Takeaway by Brendan Gallagher
29,takeaway,Joel Armia,[  5. -38.],1,12:15,MTL,NJD,NJD,1,MTL,8,0,0,8476469,2019020815,,2020-02-05,Takeaway by Joel Armia
58,takeaway,Travis Zajac,[-31. -39.],1,05:01,NJD,MTL,NJD,1,MTL,8,1,0,8471233,2019020815,,2020-02-05,Takeaway by Travis Zajac
98,takeaway,Wayne Simmonds,[-22.  12.],2,15:38,NJD,MTL,NJD,1,MTL,8,2,0,8474190,2019020815,,2020-02-05,Takeaway by Wayne Simmonds
105,takeaway,Joel Armia,[31.  5.],2,13:40,MTL,NJD,NJD,1,MTL,8,2,0,8476469,2019020815,,2020-02-05,Takeaway by Joel Armia
123,takeaway,Jack Hughes,[-94.  21.],2,10:17,NJD,MTL,NJD,1,MTL,8,3,0,8481559,2019020815,,2020-02-05,Takeaway by Jack Hughes
142,takeaway,Joel Armia,[ 22. -17.],2,06:19,MTL,NJD,NJD,1,MTL,8,3,1,8476469,2019020815,,2020-02-05,Takeaway by Joel Armia
170,takeaway,Kevin Rooney,[94. -6.],3,17:57,NJD,MTL,NJD,1,MTL,8,3,2,8479291,2019020815,,2020-02-05,Takeaway by Kevin Rooney
177,takeaway,Blake Coleman,[-22.  39.],3,17:28,NJD,MTL,NJD,1,MTL,8,3,2,8476399,2019020815,,2020-02-05,Takeaway by Blake Coleman
198,takeaway,Dale Weise,[47. 40.],3,11:39,MTL,NJD,NJD,1,MTL,8,3,3,8474668,2019020815,,2020-02-05,Takeaway by Dale Weise
215,takeaway,Joel Armia,[ 30. -40.],3,07:21,MTL,NJD,NJD,1,MTL,8,3,4,8476469,2019020815,,2020-02-05,Takeaway by Joel Armia
229,takeaway,Wayne Simmonds,[70. 39.],3,03:04,NJD,MTL,NJD,1,MTL,8,3,4,8474190,2019020815,,2020-02-05,Takeaway by Wayne Simmonds
230,takeaway,Jack Hughes,[49. 35.],3,02:43,NJD,MTL,NJD,1,MTL,8,3,4,8481559,2019020815,,2020-02-05,Takeaway by Jack Hughes
253,takeaway,Travis Zajac,[45. 41.],4,00:34,NJD,MTL,NJD,1,MTL,8,4,4,8471233,2019020815,,2020-02-05,Takeaway by Travis Zajac
2,giveaway,Carey Price,[ 98. -10.],1,19:05,MTL,ANA,MTL,8,ANA,24,0,0,8471679,2019020828,,2020-02-07,Giveaway by Carey Price
10,giveaway,Marco Scandella,[ 33. -40.],1,17:31,MTL,ANA,MTL,8,ANA,24,0,0,8474618,2019020828,,2020-02-07,Giveaway by Marco Scandella
28,giveaway,Adam Henrique,[-93. -22.],1,14:38,ANA,MTL,MTL,8,ANA,24,0,0,8474641,2019020828,,2020-02-07,Giveaway by Adam Henrique
30,giveaway,Ben Chiarot,[36. 42.],1,13:31,MTL,ANA,MTL,8,ANA,24,0,0,8475279,2019020828,,2020-02-07,Giveaway by Ben Chiarot
37,giveaway,Dale Weise,[28. 38.],1,12:32,MTL,ANA,MTL,8,ANA,24,0,0,8474668,2019020828,,2020-02-07,Giveaway by Dale Weise
53,giveaway,Jeff Petry,[28. 41.],1,07:15,MTL,ANA,MTL,8,ANA,24,0,0,8473507,2019020828,,2020-02-07,Giveaway by Jeff Petry
54,giveaway,Carey Price,[ 31. -30.],1,06:30,MTL,ANA,MTL,8,ANA,24,0,0,8471679,2019020828,,2020-02-07,Giveaway by Carey Price
62,giveaway,Jeff Petry,[61. 42.],1,05:22,MTL,ANA,MTL,8,ANA,24,0,0,8473507,2019020828,,2020-02-07,Giveaway by Jeff Petry
65,giveaway,Dale Weise,[ 9. 40.],1,04:48,MTL,ANA,MTL,8,ANA,24,0,0,8474668,2019020828,,2020-02-07,Giveaway by Dale Weise
67,giveaway,Dale Weise,[98. 15.],1,04:42,MTL,ANA,MTL,8,ANA,24,0,0,8474668,2019020828,,2020-02-07,Giveaway by Dale Weise
72,giveaway,Hampus Lindholm,[-28.  39.],1,02:48,ANA,MTL,MTL,8,ANA,24,0,0,8476854,2019020828,,2020-02-07,Giveaway by Hampus Lindholm
85,giveaway,Marco Scandella,[ 57. -28.],1,01:12,MTL,ANA,MTL,8,ANA,24,1,0,8474618,2019020828,,2020-02-07,Giveaway by Marco Scandella
107,giveaway,Ben Chiarot,[-67.  42.],2,17:00,MTL,ANA,MTL,8,ANA,24,1,0,8475279,2019020828,,2020-02-07,Giveaway by Ben Chiarot
109,giveaway,Ilya Kovalchuk,[-31. -40.],2,16:43,MTL,ANA,MTL,8,ANA,24,1,0,8469454,2019020828,,2020-02-07,Giveaway by Ilya Kovalchuk
114,giveaway,Erik Gudbranson,[58. 37.],2,15:29,ANA,MTL,MTL,8,ANA,24,1,0,8475790,2019020828,,2020-02-07,Giveaway by Erik Gudbranson
126,giveaway,Josh Manson,[32. 40.],2,13:16,ANA,MTL,MTL,8,ANA,24,1,0,8476312,2019020828,,2020-02-07,Giveaway by Josh Manson
134,giveaway,Phillip Danault,[-30.   7.],2,11:52,MTL,ANA,MTL,8,ANA,24,1,0,8476479,2019020828,,2020-02-07,Giveaway by Phillip Danault
142,giveaway,Ben Chiarot,[-32.  21.],2,10:43,MTL,ANA,MTL,8,ANA,24,1,0,8475279,2019020828,,2020-02-07,Giveaway by Ben Chiarot
147,giveaway,Tomas Tatar,[-24. -28.],2,09:31,MTL,ANA,MTL,8,ANA,24,1,1,8475193,2019020828,,2020-02-07,Giveaway by Tomas Tatar
157,giveaway,Christian Folin,[-98.   0.],2,07:46,MTL,ANA,MTL,8,ANA,24,1,1,8477850,2019020828,,2020-02-07,Giveaway by Christian Folin
160,giveaway,Jacob Larsson,[56. 41.],2,06:50,ANA,MTL,MTL,8,ANA,24,1,1,8478491,2019020828,,2020-02-07,Giveaway by Jacob Larsson
165,giveaway,Jeff Petry,[-48. -40.],2,05:25,MTL,ANA,MTL,8,ANA,24,2,1,8473507,2019020828,,2020-02-07,Giveaway by Jeff Petry
167,giveaway,Max Domi,[-31. -29.],2,04:52,MTL,ANA,MTL,8,ANA,24,2,1,8477503,2019020828,,2020-02-07,Giveaway by Max Domi
183,giveaway,Jeff Petry,[-33.  32.],2,01:08,MTL,ANA,MTL,8,ANA,24,2,1,8473507,2019020828,,2020-02-07,Giveaway by Jeff Petry
196,giveaway,Carey Price,[ 68. -40.],3,18:32,MTL,ANA,MTL,8,ANA,24,2,1,8471679,2019020828,,2020-02-07,Giveaway by Carey Price
198,giveaway,Jacob Larsson,[-98.   0.],3,18:10,ANA,MTL,MTL,8,ANA,24,2,1,8478491,2019020828,,2020-02-07,Giveaway by Jacob Larsson
199,giveaway,Dale Weise,[48.  7.],3,17:50,MTL,ANA,MTL,8,ANA,24,2,1,8474668,2019020828,,2020-02-07,Giveaway by Dale Weise
206,giveaway,Erik Gudbranson,[-48. -39.],3,16:32,ANA,MTL,MTL,8,ANA,24,2,2,8475790,2019020828,,2020-02-07,Giveaway by Erik Gudbranson
209,giveaway,Nick Suzuki,[91. 23.],3,16:14,MTL,ANA,MTL,8,ANA,24,2,2,8480018,2019020828,,2020-02-07,Giveaway by Nick Suzuki
213,giveaway,Josh Manson,[-74.  34.],3,14:35,ANA,MTL,MTL,8,ANA,24,2,2,8476312,2019020828,,2020-02-07,Giveaway by Josh Manson
215,giveaway,Jeff Petry,[ 77. -36.],3,14:04,MTL,ANA,MTL,8,ANA,24,2,2,8473507,2019020828,,2020-02-07,Giveaway by Jeff Petry
218,giveaway,Brett Kulak,[28. 21.],3,13:43,MTL,ANA,MTL,8,ANA,24,2,2,8476967,2019020828,,2020-02-07,Giveaway by Brett Kulak
224,giveaway,Josh Manson,[-33.  -8.],3,12:23,ANA,MTL,MTL,8,ANA,24,2,2,8476312,2019020828,,2020-02-07,Giveaway by Josh Manson
229,giveaway,Carter Rowney,[-11. -20.],3,11:37,ANA,MTL,MTL,8,ANA,24,2,2,8477240,2019020828,,2020-02-07,Giveaway by Carter Rowney
236,giveaway,Korbinian Holzer,[-31. -38.],3,09:24,ANA,MTL,MTL,8,ANA,24,2,2,8473560,2019020828,,2020-02-07,Giveaway by Korbinian Holzer
237,giveaway,Ryan Getzlaf,[-30. -15.],3,09:16,ANA,MTL,MTL,8,ANA,24,2,2,8470612,2019020828,,2020-02-07,Giveaway by Ryan Getzlaf
240,giveaway,Nick Ritchie,[-96.  -1.],3,08:30,ANA,MTL,MTL,8,ANA,24,2,2,8477941,2019020828,,2020-02-07,Giveaway by Nick Ritchie
244,giveaway,Erik Gudbranson,[-29.  39.],3,07:50,ANA,MTL,MTL,8,ANA,24,2,2,8475790,2019020828,,2020-02-07,Giveaway by Erik Gudbranson
252,giveaway,Brett Kulak,[ 94. -27.],3,04:30,MTL,ANA,MTL,8,ANA,24,2,2,8476967,2019020828,,2020-02-07,Giveaway by Brett Kulak
255,giveaway,Christian Folin,[35. 42.],3,03:49,MTL,ANA,MTL,8,ANA,24,2,2,8477850,2019020828,,2020-02-07,Giveaway by Christian Folin
268,giveaway,Jeff Petry,[32. 34.],3,00:22,MTL,ANA,MTL,8,ANA,24,2,2,8473507,2019020828,,2020-02-07,Giveaway by Jeff Petry
34,takeaway,Max Domi,[-69. -40.],1,13:06,MTL,ANA,MTL,8,ANA,24,0,0,8477503,2019020828,,2020-02-07,Takeaway by Max Domi
100,takeaway,Jake Evans,[ 91. -17.],2,18:09,MTL,ANA,MTL,8,ANA,24,1,0,8478133,2019020828,,2020-02-07,Takeaway by Jake Evans
127,takeaway,Derek Grant,[ 36. -26.],2,13:14,ANA,MTL,MTL,8,ANA,24,1,0,8474683,2019020828,,2020-02-07,Takeaway by Derek Grant
133,takeaway,Sam Steel,[-11.   9.],2,11:53,ANA,MTL,MTL,8,ANA,24,1,0,8479351,2019020828,,2020-02-07,Takeaway by Sam Steel
140,takeaway,Nick Ritchie,[-83. -39.],2,11:03,ANA,MTL,MTL,8,ANA,24,1,0,8477941,2019020828,,2020-02-07,Takeaway by Nick Ritchie
223,takeaway,Josh Manson,[-67. -37.],3,12:24,ANA,MTL,MTL,8,ANA,24,2,2,8476312,2019020828,,2020-02-07,Takeaway by Josh Manson
235,takeaway,Derek Grant,[-35.  14.],3,09:52,ANA,MTL,MTL,8,ANA,24,2,2,8474683,2019020828,,2020-02-07,Takeaway by Derek Grant
260,takeaway,Joel Armia,[-74. -38.],3,02:01,MTL,ANA,MTL,8,ANA,24,2,2,8476469,2019020828,,2020-02-07,Takeaway by Joel Armia
3,giveaway,Jake Muzzin,[-40.  -9.],1,19:30,TOR,MTL,MTL,8,TOR,10,0,0,8474162,2019020845,,2020-02-09,Giveaway by Jake Muzzin
19,giveaway,Jake Muzzin,[ 5. 32.],1,15:40,TOR,MTL,MTL,8,TOR,10,0,0,8474162,2019020845,,2020-02-09,Giveaway by Jake Muzzin
20,giveaway,Nick Suzuki,[ 40. -35.],1,15:26,MTL,TOR,MTL,8,TOR,10,0,0,8480018,2019020845,,2020-02-09,Giveaway by Nick Suzuki
21,giveaway,Justin Holl,[-83.  37.],1,15:11,TOR,MTL,MTL,8,TOR,10,0,0,8475718,2019020845,,2020-02-09,Giveaway by Justin Holl
24,giveaway,Jake Muzzin,[-77.  18.],1,15:05,TOR,MTL,MTL,8,TOR,10,0,0,8474162,2019020845,,2020-02-09,Giveaway by Jake Muzzin
39,giveaway,Carey Price,[ 97. -10.],1,11:15,MTL,TOR,MTL,8,TOR,10,0,0,8471679,2019020845,,2020-02-09,Giveaway by Carey Price
51,giveaway,Brett Kulak,[ 11. -35.],1,07:54,MTL,TOR,MTL,8,TOR,10,0,0,8476967,2019020845,,2020-02-09,Giveaway by Brett Kulak
78,giveaway,Travis Dermott,[-69. -41.],1,00:16,TOR,MTL,MTL,8,TOR,10,0,0,8478408,2019020845,,2020-02-09,Giveaway by Travis Dermott
82,giveaway,Tomas Tatar,[-33. -19.],2,19:26,MTL,TOR,MTL,8,TOR,10,0,0,8475193,2019020845,,2020-02-09,Giveaway by Tomas Tatar
115,giveaway,Jack Campbell,[ 79. -38.],2,14:11,TOR,MTL,MTL,8,TOR,10,0,0,8475789,2019020845,,2020-02-09,Giveaway by Jack Campbell
120,giveaway,Carey Price,[-75.   7.],2,13:22,MTL,TOR,MTL,8,TOR,10,0,0,8471679,2019020845,,2020-02-09,Giveaway by Carey Price
138,giveaway,Jake Muzzin,[ 96. -27.],2,07:21,TOR,MTL,MTL,8,TOR,10,0,0,8474162,2019020845,,2020-02-09,Giveaway by Jake Muzzin
144,giveaway,Timothy Liljegren,[31. 20.],2,05:56,TOR,MTL,MTL,8,TOR,10,0,0,8480043,2019020845,,2020-02-09,Giveaway by Timothy Liljegren
146,giveaway,Marco Scandella,[-51. -40.],2,05:36,MTL,TOR,MTL,8,TOR,10,0,0,8474618,2019020845,,2020-02-09,Giveaway by Marco Scandella
177,giveaway,Tyson Barrie,[-88.  30.],3,16:15,TOR,MTL,MTL,8,TOR,10,0,1,8475197,2019020845,,2020-02-09,Giveaway by Tyson Barrie
180,giveaway,Jake Muzzin,[-86. -17.],3,15:22,TOR,MTL,MTL,8,TOR,10,0,1,8474162,2019020845,,2020-02-09,Giveaway by Jake Muzzin
193,giveaway,Jake Muzzin,[-69.  -9.],3,12:39,TOR,MTL,MTL,8,TOR,10,0,1,8474162,2019020845,,2020-02-09,Giveaway by Jake Muzzin
203,giveaway,Carey Price,[ 44. -37.],3,10:53,MTL,TOR,MTL,8,TOR,10,0,1,8471679,2019020845,,2020-02-09,Giveaway by Carey Price
210,giveaway,Brett Kulak,[ 87. -34.],3,10:07,MTL,TOR,MTL,8,TOR,10,0,1,8476967,2019020845,,2020-02-09,Giveaway by Brett Kulak
215,giveaway,Tyson Barrie,[-49. -38.],3,09:11,TOR,MTL,MTL,8,TOR,10,0,1,8475197,2019020845,,2020-02-09,Giveaway by Tyson Barrie
218,giveaway,Frederik Gauthier,[-79.  39.],3,08:49,TOR,MTL,MTL,8,TOR,10,0,1,8477512,2019020845,,2020-02-09,Giveaway by Frederik Gauthier
219,giveaway,Tyson Barrie,[-82.  39.],3,08:35,TOR,MTL,MTL,8,TOR,10,0,1,8475197,2019020845,,2020-02-09,Giveaway by Tyson Barrie
229,giveaway,Carey Price,[ 67. -37.],3,04:43,MTL,TOR,MTL,8,TOR,10,0,1,8471679,2019020845,,2020-02-09,Giveaway by Carey Price
230,giveaway,Ben Chiarot,[58. 41.],3,04:39,MTL,TOR,MTL,8,TOR,10,0,1,8475279,2019020845,,2020-02-09,Giveaway by Ben Chiarot
243,giveaway,Travis Dermott,[-44.  41.],3,01:52,TOR,MTL,MTL,8,TOR,10,1,1,8478408,2019020845,,2020-02-09,Giveaway by Travis Dermott
11,takeaway,Jason Spezza,[ 66. -41.],1,17:55,TOR,MTL,MTL,8,TOR,10,0,0,8469455,2019020845,,2020-02-09,Takeaway by Jason Spezza
14,takeaway,Jonathan Drouin,[-25. -23.],1,17:32,MTL,TOR,MTL,8,TOR,10,0,0,8477494,2019020845,,2020-02-09,Takeaway by Jonathan Drouin
49,takeaway,Andreas Johnsson,[-49.  32.],1,08:24,TOR,MTL,MTL,8,TOR,10,0,0,8477341,2019020845,,2020-02-09,Takeaway by Andreas Johnsson
50,takeaway,Auston Matthews,[18. 30.],1,08:04,TOR,MTL,MTL,8,TOR,10,0,0,8479318,2019020845,,2020-02-09,Takeaway by Auston Matthews
56,takeaway,Max Domi,[23. 12.],1,06:42,MTL,TOR,MTL,8,TOR,10,0,0,8477503,2019020845,,2020-02-09,Takeaway by Max Domi
98,takeaway,Mitchell Marner,[-65. -40.],2,17:33,TOR,MTL,MTL,8,TOR,10,0,0,8478483,2019020845,,2020-02-09,Takeaway by Mitchell Marner
100,takeaway,Nate Thompson,[41.  0.],2,17:18,MTL,TOR,MTL,8,TOR,10,0,0,8470775,2019020845,,2020-02-09,Takeaway by Nate Thompson
102,takeaway,Jeff Petry,[-91. -32.],2,16:41,MTL,TOR,MTL,8,TOR,10,0,0,8473507,2019020845,,2020-02-09,Takeaway by Jeff Petry
170,takeaway,Marco Scandella,[32. -1.],3,17:52,MTL,TOR,MTL,8,TOR,10,0,1,8474618,2019020845,,2020-02-09,Takeaway by Marco Scandella
184,takeaway,Auston Matthews,[44. 40.],3,14:38,TOR,MTL,MTL,8,TOR,10,0,1,8479318,2019020845,,2020-02-09,Takeaway by Auston Matthews
187,takeaway,Auston Matthews,[-58. -37.],3,14:10,TOR,MTL,MTL,8,TOR,10,0,1,8479318,2019020845,,2020-02-09,Takeaway by Auston Matthews
204,takeaway,Jason Spezza,[ 68. -31.],3,10:43,TOR,MTL,MTL,8,TOR,10,0,1,8469455,2019020845,,2020-02-09,Takeaway by Jason Spezza
244,takeaway,Tyson Barrie,[-87. -35.],3,01:37,TOR,MTL,MTL,8,TOR,10,1,1,8475197,2019020845,,2020-02-09,Takeaway by Tyson Barrie
245,takeaway,Tomas Tatar,[-59. -39.],3,01:34,MTL,TOR,MTL,8,TOR,10,1,1,8475193,2019020845,,2020-02-09,Takeaway by Tomas Tatar
21,giveaway,Marco Scandella,[37. 40.],1,17:05,MTL,ARI,MTL,8,ARI,53,2,0,8474618,2019020860,,2020-02-11,Giveaway by Marco Scandella
24,giveaway,Ben Chiarot,[ 59. -41.],1,16:35,MTL,ARI,MTL,8,ARI,53,2,0,8475279,2019020860,,2020-02-11,Giveaway by Ben Chiarot
35,giveaway,Antti Raanta,[-92. -26.],1,14:41,ARI,MTL,MTL,8,ARI,53,2,1,8477293,2019020860,,2020-02-11,Giveaway by Antti Raanta
42,giveaway,Carey Price,[72. 42.],1,13:01,MTL,ARI,MTL,8,ARI,53,2,1,8471679,2019020860,,2020-02-11,Giveaway by Carey Price
48,giveaway,Xavier Ouellet,[ 79. -40.],1,11:55,MTL,ARI,MTL,8,ARI,53,2,1,8476443,2019020860,,2020-02-11,Giveaway by Xavier Ouellet
54,giveaway,Brendan Gallagher,[32. 41.],1,10:17,MTL,ARI,MTL,8,ARI,53,2,1,8475848,2019020860,,2020-02-11,Giveaway by Brendan Gallagher
68,giveaway,Ben Chiarot,[32. -5.],1,07:55,MTL,ARI,MTL,8,ARI,53,2,1,8475279,2019020860,,2020-02-11,Giveaway by Ben Chiarot
77,giveaway,Antti Raanta,[-70. -42.],1,05:10,ARI,MTL,MTL,8,ARI,53,2,1,8477293,2019020860,,2020-02-11,Giveaway by Antti Raanta
79,giveaway,Jordan Oesterle,[-59.  42.],1,04:22,ARI,MTL,MTL,8,ARI,53,2,1,8477851,2019020860,,2020-02-11,Giveaway by Jordan Oesterle
87,giveaway,Jeff Petry,[37. 41.],1,02:55,MTL,ARI,MTL,8,ARI,53,2,1,8473507,2019020860,,2020-02-11,Giveaway by Jeff Petry
89,giveaway,Ben Chiarot,[ 58. -41.],1,02:09,MTL,ARI,MTL,8,ARI,53,2,1,8475279,2019020860,,2020-02-11,Giveaway by Ben Chiarot
95,giveaway,Alex Goligoski,[-29.  41.],1,00:57,ARI,MTL,MTL,8,ARI,53,2,1,8471274,2019020860,,2020-02-11,Giveaway by Alex Goligoski
98,giveaway,Alex Goligoski,[-56.  40.],1,00:02,ARI,MTL,MTL,8,ARI,53,2,1,8471274,2019020860,,2020-02-11,Giveaway by Alex Goligoski
