,event,hitter,hittee,coords,period,period_time_remaining,hitter_team,hittee_team,home_team,home_team_id,away_team,away_team_id,home_goals,away_goals,hitter_id,hittee_id,description
192,hit,Victor Hedman,Phillip Danault,[-85.  33.],3,04:49,TBL,MTL,TBL,14,MTL,8,3,0,8475167,8476479.0,Victor Hedman hit Phillip Danault
198,hit,Erik Cernak,Jeff Petry,[-91. -26.],3,02:52,TBL,MTL,TBL,14,MTL,8,3,0,8478416,8473507.0,Erik Cernak hit Jeff Petry
5,hit,Barclay Goodrow,Sean Kuraly,[94.  8.],1,18:29,TBL,BOS,BOS,6,TBL,14,0,0,8476624,8476374.0,Barclay Goodrow hit Sean Kuraly
7,hit,Ondrej Palat,Matt Grzelcyk,[-72. -22.],1,17:43,TBL,BOS,BOS,6,TBL,14,0,0,8476292,8476891.0,Ondrej Palat hit Matt Grzelcyk
11,hit,Victor Hedman,David Krejci,[63. 37.],1,16:55,TBL,BOS,BOS,6,TBL,14,0,0,8475167,8471276.0,Victor Hedman hit David Krejci
13,hit,Anthony Cirelli,Patrice Bergeron,[-69. -34.],1,16:25,TBL,BOS,BOS,6,TBL,14,0,0,8478519,8470638.0,Anthony Cirelli hit Patrice Bergeron
23,hit,Yanni Gourde,Torey Krug,[33. 40.],1,14:05,TBL,BOS,BOS,6,TBL,14,0,1,8476826,8476792.0,Yanni Gourde hit Torey Krug
24,hit,Cedric Paquette,Torey Krug,[-7. 38.],1,13:54,TBL,BOS,BOS,6,TBL,14,0,1,8476975,8476792.0,Cedric Paquette hit Torey Krug
30,hit,Charlie Coyle,Kevin Shattenkirk,[93. 12.],1,12:21,BOS,TBL,BOS,6,TBL,14,0,2,8475745,8474031.0,Charlie Coyle hit Kevin Shattenkirk
31,hit,Barclay Goodrow,Jeremy Lauzon,[-93. -21.],1,11:32,TBL,BOS,BOS,6,TBL,14,0,2,8476624,8478468.0,Barclay Goodrow hit Jeremy Lauzon
32,hit,Chris Wagner,Mikhail Sergachev,[89. 24.],1,11:22,BOS,TBL,BOS,6,TBL,14,0,2,8475780,8479410.0,Chris Wagner hit Mikhail Sergachev
44,hit,Blake Coleman,Ondrej Kase,[ 68. -36.],1,08:49,TBL,BOS,BOS,6,TBL,14,0,2,8476399,8478131.0,Blake Coleman hit Ondrej Kase
45,hit,Mitchell Stephens,David Krejci,[ 6. 39.],1,08:43,TBL,BOS,BOS,6,TBL,14,0,2,8478477,8471276.0,Mitchell Stephens hit David Krejci
46,hit,Sean Kuraly,Braydon Coburn,[ 65. -36.],1,08:23,BOS,TBL,BOS,6,TBL,14,0,2,8476374,8470601.0,Sean Kuraly hit Braydon Coburn
58,hit,Ondrej Palat,Joakim Nordstrom,[ 9. 37.],1,04:45,TBL,BOS,BOS,6,TBL,14,0,2,8476292,8475807.0,Ondrej Palat hit Joakim Nordstrom
59,hit,Erik Cernak,Charlie Coyle,[ 59. -37.],1,04:18,TBL,BOS,BOS,6,TBL,14,0,2,8478416,8475745.0,Erik Cernak hit Charlie Coyle
63,hit,Patrice Bergeron,Erik Cernak,[62. 39.],1,03:28,BOS,TBL,BOS,6,TBL,14,0,2,8470638,8478416.0,Patrice Bergeron hit Erik Cernak
66,hit,Alex Killorn,Brad Marchand,[62. 39.],1,02:51,TBL,BOS,BOS,6,TBL,14,0,2,8473986,8473419.0,Alex Killorn hit Brad Marchand
72,hit,Zdeno Chara,Brayden Point,[-82. -37.],1,01:17,BOS,TBL,BOS,6,TBL,14,0,2,8465009,8478010.0,Zdeno Chara hit Brayden Point
83,hit,Zdeno Chara,Alex Killorn,[ 72. -37.],2,18:45,BOS,TBL,BOS,6,TBL,14,0,2,8465009,8473986.0,Zdeno Chara hit Alex Killorn
84,hit,Tyler Johnson,Charlie McAvoy,[ 92. -22.],2,18:39,TBL,BOS,BOS,6,TBL,14,0,2,8474870,8479325.0,Tyler Johnson hit Charlie McAvoy
85,hit,Chris Wagner,Mikhail Sergachev,[-6. 36.],2,18:25,BOS,TBL,BOS,6,TBL,14,0,2,8475780,8479410.0,Chris Wagner hit Mikhail Sergachev
86,hit,John Moore,Blake Coleman,[ 97. -10.],2,17:46,BOS,TBL,BOS,6,TBL,14,0,2,8475186,8476399.0,John Moore hit Blake Coleman
90,hit,Kevin Shattenkirk,Patrice Bergeron,[-96.  -5.],2,16:40,TBL,BOS,BOS,6,TBL,14,0,2,8474031,8470638.0,Kevin Shattenkirk hit Patrice Bergeron
91,hit,Cedric Paquette,David Pastrnak,[  2. -37.],2,16:34,TBL,BOS,BOS,6,TBL,14,0,2,8476975,8477956.0,Cedric Paquette hit David Pastrnak
94,hit,Nick Ritchie,Braydon Coburn,[-60. -35.],2,15:53,BOS,TBL,BOS,6,TBL,14,0,2,8477941,8470601.0,Nick Ritchie hit Braydon Coburn
99,hit,Matt Grzelcyk,Alex Killorn,[97. -8.],2,14:00,BOS,TBL,BOS,6,TBL,14,0,2,8476891,8473986.0,Matt Grzelcyk hit Alex Killorn
105,hit,Barclay Goodrow,David Krejci,[-62. -30.],2,12:48,TBL,BOS,BOS,6,TBL,14,0,3,8476624,8471276.0,Barclay Goodrow hit David Krejci
109,hit,Sean Kuraly,Erik Cernak,[-95.  14.],2,11:33,BOS,TBL,BOS,6,TBL,14,0,3,8476374,8478416.0,Sean Kuraly hit Erik Cernak
120,hit,Nick Ritchie,Brayden Point,[-70.  36.],2,09:49,BOS,TBL,BOS,6,TBL,14,0,3,8477941,8478010.0,Nick Ritchie hit Brayden Point
123,hit,John Moore,Brayden Point,[98. -8.],2,09:32,BOS,TBL,BOS,6,TBL,14,0,3,8475186,8478010.0,John Moore hit Brayden Point
125,hit,Yanni Gourde,John Moore,[96. -9.],2,08:23,TBL,BOS,BOS,6,TBL,14,0,3,8476826,8475186.0,Yanni Gourde hit John Moore
127,hit,Matt Grzelcyk,Tyler Johnson,[ 12. -39.],2,08:07,BOS,TBL,BOS,6,TBL,14,0,3,8476891,8474870.0,Matt Grzelcyk hit Tyler Johnson
131,hit,Braydon Coburn,Chris Wagner,[-85.  33.],2,07:30,TBL,BOS,BOS,6,TBL,14,0,3,8470601,8475780.0,Braydon Coburn hit Chris Wagner
132,hit,Chris Wagner,Braydon Coburn,[-70.  37.],2,07:22,BOS,TBL,BOS,6,TBL,14,0,3,8475780,8470601.0,Chris Wagner hit Braydon Coburn
133,hit,Par Lindholm,Barclay Goodrow,[-36.  36.],2,07:11,BOS,TBL,BOS,6,TBL,14,0,3,8480944,8476624.0,Par Lindholm hit Barclay Goodrow
134,hit,David Krejci,Brayden Point,[-50. -36.],2,06:37,BOS,TBL,BOS,6,TBL,14,0,3,8471276,8478010.0,David Krejci hit Brayden Point
150,hit,Blake Coleman,Matt Grzelcyk,[-69. -36.],2,04:24,TBL,BOS,BOS,6,TBL,14,1,3,8476399,8476891.0,Blake Coleman hit Matt Grzelcyk
153,hit,Blake Coleman,Brad Marchand,[-18. -29.],2,03:30,TBL,BOS,BOS,6,TBL,14,1,3,8476399,8473419.0,Blake Coleman hit Brad Marchand
154,hit,Mitchell Stephens,John Moore,[97. -7.],2,03:10,TBL,BOS,BOS,6,TBL,14,1,3,8478477,8475186.0,Mitchell Stephens hit John Moore
155,hit,Zach Bogosian,John Moore,[-10. -37.],2,02:51,TBL,BOS,BOS,6,TBL,14,1,3,8474567,8475186.0,Zach Bogosian hit John Moore
156,hit,Joakim Nordstrom,Zach Bogosian,[-97. -10.],2,02:34,BOS,TBL,BOS,6,TBL,14,1,3,8475807,8474567.0,Joakim Nordstrom hit Zach Bogosian
157,hit,Zach Bogosian,Joakim Nordstrom,[-94.  13.],2,02:29,TBL,BOS,BOS,6,TBL,14,1,3,8474567,8475807.0,Zach Bogosian hit Joakim Nordstrom
158,hit,Charlie McAvoy,Mitchell Stephens,[49. 37.],2,02:22,BOS,TBL,BOS,6,TBL,14,1,3,8479325,8478477.0,Charlie McAvoy hit Mitchell Stephens
159,hit,Joakim Nordstrom,Mikhail Sergachev,[-77.  34.],2,02:13,BOS,TBL,BOS,6,TBL,14,1,3,8475807,8479410.0,Joakim Nordstrom hit Mikhail Sergachev
161,hit,Nikita Kucherov,Zdeno Chara,[-92. -24.],2,01:54,TBL,BOS,BOS,6,TBL,14,1,3,8476453,8465009.0,Nikita Kucherov hit Zdeno Chara
176,hit,Braydon Coburn,David Pastrnak,[-66. -37.],2,00:26,TBL,BOS,BOS,6,TBL,14,2,3,8470601,8477956.0,Braydon Coburn hit David Pastrnak
186,hit,Charlie McAvoy,Anthony Cirelli,[-95.  20.],3,19:27,BOS,TBL,BOS,6,TBL,14,2,3,8479325,8478519.0,Charlie McAvoy hit Anthony Cirelli
195,hit,David Pastrnak,Yanni Gourde,[-47. -36.],3,17:24,BOS,TBL,BOS,6,TBL,14,2,4,8477956,8476826.0,David Pastrnak hit Yanni Gourde
197,hit,Joakim Nordstrom,Zach Bogosian,[65. 34.],3,17:01,BOS,TBL,BOS,6,TBL,14,2,4,8475807,8474567.0,Joakim Nordstrom hit Zach Bogosian
210,hit,Jeremy Lauzon,Alex Killorn,[-74.  34.],3,14:28,BOS,TBL,BOS,6,TBL,14,2,4,8478468,8473986.0,Jeremy Lauzon hit Alex Killorn
211,hit,Anthony Cirelli,Ondrej Kase,[-73. -38.],3,14:23,TBL,BOS,BOS,6,TBL,14,2,4,8478519,8478131.0,Anthony Cirelli hit Ondrej Kase
216,hit,Mikhail Sergachev,Brad Marchand,[ 60. -34.],3,13:53,TBL,BOS,BOS,6,TBL,14,2,4,8479410,8473419.0,Mikhail Sergachev hit Brad Marchand
217,hit,Mikhail Sergachev,Brad Marchand,[ 73. -36.],3,13:44,TBL,BOS,BOS,6,TBL,14,2,4,8479410,8473419.0,Mikhail Sergachev hit Brad Marchand
239,hit,Mitchell Stephens,Torey Krug,[-72. -39.],3,11:17,TBL,BOS,BOS,6,TBL,14,3,4,8478477,8476792.0,Mitchell Stephens hit Torey Krug
244,hit,Charlie McAvoy,Mikhail Sergachev,[-95.  -2.],3,10:14,BOS,TBL,BOS,6,TBL,14,3,4,8479325,8479410.0,Charlie McAvoy hit Mikhail Sergachev
261,hit,Ondrej Palat,Ondrej Kase,[35. 31.],3,04:25,TBL,BOS,BOS,6,TBL,14,3,4,8476292,8478131.0,Ondrej Palat hit Ondrej Kase
267,hit,Charlie McAvoy,Yanni Gourde,[-49. -35.],3,02:36,BOS,TBL,BOS,6,TBL,14,3,4,8479325,8476826.0,Charlie McAvoy hit Yanni Gourde
1,hit,Tyler Bertuzzi,Kevin Shattenkirk,[60. 42.],1,19:53,DET,TBL,DET,17,TBL,14,0,0,8477479,8474031.0,Tyler Bertuzzi hit Kevin Shattenkirk
2,hit,Dylan Larkin,Cedric Paquette,[-48.  39.],1,19:38,DET,TBL,DET,17,TBL,14,0,0,8477946,8476975.0,Dylan Larkin hit Cedric Paquette
12,hit,Patrik Nemeth,Brayden Point,[ 59. -37.],1,17:15,DET,TBL,DET,17,TBL,14,0,0,8475747,8478010.0,Patrik Nemeth hit Brayden Point
19,hit,Blake Coleman,Gustav Lindstrom,[-8. 41.],1,16:00,TBL,DET,DET,17,TBL,14,0,0,8476399,8480184.0,Blake Coleman hit Gustav Lindstrom
24,hit,Kevin Shattenkirk,Dmytro Timashov,[ 33. -37.],1,14:15,TBL,DET,DET,17,TBL,14,0,0,8474031,8478857.0,Kevin Shattenkirk hit Dmytro Timashov
28,hit,Alex Biega,Nikita Kucherov,[97. 12.],1,13:33,DET,TBL,DET,17,TBL,14,0,0,8473415,8476453.0,Alex Biega hit Nikita Kucherov
33,hit,Jonathan Ericsson,Carter Verhaeghe,[43. 38.],1,12:08,DET,TBL,DET,17,TBL,14,0,0,8470318,8477409.0,Jonathan Ericsson hit Carter Verhaeghe
35,hit,Ryan McDonagh,Sam Gagner,[-51.  37.],1,11:17,TBL,DET,DET,17,TBL,14,0,0,8474151,8474040.0,Ryan McDonagh hit Sam Gagner
41,hit,Mikhail Sergachev,Darren Helm,[76. 38.],1,09:18,TBL,DET,DET,17,TBL,14,1,0,8479410,8471794.0,Mikhail Sergachev hit Darren Helm
57,hit,Erik Cernak,Tyler Bertuzzi,[-98.  22.],1,05:11,TBL,DET,DET,17,TBL,14,1,0,8478416,8477479.0,Erik Cernak hit Tyler Bertuzzi
60,hit,Madison Bowey,Cedric Paquette,[ 96. -20.],1,03:58,DET,TBL,DET,17,TBL,14,1,0,8477474,8476975.0,Madison Bowey hit Cedric Paquette
62,hit,Filip Hronek,Kevin Shattenkirk,[-92.  30.],1,03:24,DET,TBL,DET,17,TBL,14,1,0,8479425,8474031.0,Filip Hronek hit Kevin Shattenkirk
64,hit,Blake Coleman,Dylan Larkin,[-53. -41.],1,02:48,TBL,DET,DET,17,TBL,14,1,0,8476399,8477946.0,Blake Coleman hit Dylan Larkin
66,hit,Luke Schenn,Luke Glendening,[-83. -10.],1,01:54,TBL,DET,DET,17,TBL,14,1,0,8474568,8476822.0,Luke Schenn hit Luke Glendening
77,hit,Robby Fabbri,Alex Killorn,[-79.  36.],2,19:31,DET,TBL,DET,17,TBL,14,1,0,8477952,8473986.0,Robby Fabbri hit Alex Killorn
91,hit,Madison Bowey,Carter Verhaeghe,[-89.  32.],2,15:34,DET,TBL,DET,17,TBL,14,1,0,8477474,8477409.0,Madison Bowey hit Carter Verhaeghe
96,hit,Gustav Lindstrom,Yanni Gourde,[-96.  22.],2,14:13,DET,TBL,DET,17,TBL,14,1,0,8480184,8476826.0,Gustav Lindstrom hit Yanni Gourde
98,hit,Filip Hronek,Ondrej Palat,[-95. -27.],2,13:31,DET,TBL,DET,17,TBL,14,1,0,8479425,8476292.0,Filip Hronek hit Ondrej Palat
105,hit,Filip Hronek,Brayden Point,[-94. -23.],2,11:21,DET,TBL,DET,17,TBL,14,1,0,8479425,8478010.0,Filip Hronek hit Brayden Point
107,hit,Darren Helm,Ondrej Palat,[-12. -41.],2,11:04,DET,TBL,DET,17,TBL,14,1,0,8471794,8476292.0,Darren Helm hit Ondrej Palat
110,hit,Luke Schenn,Frans Nielsen,[85. 37.],2,10:18,TBL,DET,DET,17,TBL,14,1,0,8474568,8470144.0,Luke Schenn hit Frans Nielsen
114,hit,Carter Verhaeghe,Tyler Bertuzzi,[-58.  37.],2,09:59,TBL,DET,DET,17,TBL,14,1,0,8477409,8477479.0,Carter Verhaeghe hit Tyler Bertuzzi
117,hit,Nikita Kucherov,Dylan Larkin,[-63.  40.],2,09:35,TBL,DET,DET,17,TBL,14,1,0,8476453,8477946.0,Nikita Kucherov hit Dylan Larkin
127,hit,Anthony Mantha,Mikhail Sergachev,[-34.  -3.],2,07:19,DET,TBL,DET,17,TBL,14,1,1,8477511,8479410.0,Anthony Mantha hit Mikhail Sergachev
149,hit,Alex Biega,Anthony Cirelli,[-98.  14.],2,01:06,DET,TBL,DET,17,TBL,14,1,2,8473415,8478519.0,Alex Biega hit Anthony Cirelli
182,hit,Ondrej Palat,Darren Helm,[-23. -38.],3,14:48,TBL,DET,DET,17,TBL,14,4,2,8476292,8471794.0,Ondrej Palat hit Darren Helm
190,hit,Jonathan Ericsson,Yanni Gourde,[ 94. -26.],3,13:13,DET,TBL,DET,17,TBL,14,4,3,8470318,8476826.0,Jonathan Ericsson hit Yanni Gourde
191,hit,Luke Schenn,Tyler Bertuzzi,[-53. -39.],3,12:58,TBL,DET,DET,17,TBL,14,4,3,8474568,8477479.0,Luke Schenn hit Tyler Bertuzzi
203,hit,Blake Coleman,Madison Bowey,[-82. -32.],3,10:15,TBL,DET,DET,17,TBL,14,4,3,8476399,8477474.0,Blake Coleman hit Madison Bowey
204,hit,Ondrej Palat,Patrik Nemeth,[79. 39.],3,09:40,TBL,DET,DET,17,TBL,14,4,3,8476292,8475747.0,Ondrej Palat hit Patrik Nemeth
212,hit,Alex Killorn,Alex Biega,[91. 32.],3,08:30,TBL,DET,DET,17,TBL,14,4,4,8473986,8473415.0,Alex Killorn hit Alex Biega
213,hit,Robby Fabbri,Nikita Kucherov,[73. 42.],3,08:19,DET,TBL,DET,17,TBL,14,4,4,8477952,8476453.0,Robby Fabbri hit Nikita Kucherov
222,hit,Luke Schenn,Anthony Mantha,[-96.  20.],3,03:38,TBL,DET,DET,17,TBL,14,4,4,8474568,8477511.0,Luke Schenn hit Anthony Mantha
229,hit,Darren Helm,Kevin Shattenkirk,[-98.  -9.],3,02:08,DET,TBL,DET,17,TBL,14,4,4,8471794,8474031.0,Darren Helm hit Kevin Shattenkirk
230,hit,Madison Bowey,Yanni Gourde,[ 99. -15.],3,01:59,DET,TBL,DET,17,TBL,14,4,4,8477474,8476826.0,Madison Bowey hit Yanni Gourde
244,hit,Madison Bowey,Anthony Cirelli,[-82. -38.],4,01:40,DET,TBL,DET,17,TBL,14,4,4,8477474,8478519.0,Madison Bowey hit Anthony Cirelli
248,hit,Sam Gagner,Nikita Kucherov,[-88. -31.],4,00:14,DET,TBL,DET,17,TBL,14,4,4,8474040,8476453.0,Sam Gagner hit Nikita Kucherov
249,hit,Alex Killorn,Gustav Lindstrom,[-90.  29.],4,00:08,TBL,DET,DET,17,TBL,14,4,4,8473986,8480184.0,Alex Killorn hit Gustav Lindstrom
2,hit,Anthony Cirelli,Travis Dermott,[ 94. -25.],1,19:25,TBL,TOR,TOR,10,TBL,14,0,0,8478519,8478408.0,Anthony Cirelli hit Travis Dermott
3,hit,Justin Holl,Anthony Cirelli,[-63. -29.],1,19:10,TOR,TBL,TOR,10,TBL,14,0,0,8475718,8478519.0,Justin Holl hit Anthony Cirelli
6,hit,Rasmus Sandin,Blake Coleman,[-64. -40.],1,18:36,TOR,TBL,TOR,10,TBL,14,0,0,8480873,8476399.0,Rasmus Sandin hit Blake Coleman
7,hit,Ondrej Palat,Tyson Barrie,[80. 33.],1,18:27,TBL,TOR,TOR,10,TBL,14,0,0,8476292,8475197.0,Ondrej Palat hit Tyson Barrie
11,hit,Kevin Shattenkirk,Kyle Clifford,[-50. -40.],1,17:24,TBL,TOR,TOR,10,TBL,14,0,0,8474031,8475160.0,Kevin Shattenkirk hit Kyle Clifford
16,hit,Anthony Cirelli,Zach Hyman,[ 48. -38.],1,16:57,TBL,TOR,TOR,10,TBL,14,0,0,8478519,8475786.0,Anthony Cirelli hit Zach Hyman
25,hit,Ryan McDonagh,Zach Hyman,[-51. -39.],1,14:38,TBL,TOR,TOR,10,TBL,14,0,0,8474151,8475786.0,Ryan McDonagh hit Zach Hyman
36,hit,Blake Coleman,Jason Spezza,[-11. -16.],1,12:10,TBL,TOR,TOR,10,TBL,14,0,0,8476399,8469455.0,Blake Coleman hit Jason Spezza
39,hit,Alexander Kerfoot,Alex Killorn,[-67.   0.],1,10:52,TOR,TBL,TOR,10,TBL,14,0,0,8477021,8473986.0,Alexander Kerfoot hit Alex Killorn
44,hit,Zach Hyman,Brayden Point,[35. 41.],1,10:03,TOR,TBL,TOR,10,TBL,14,0,0,8475786,8478010.0,Zach Hyman hit Brayden Point
45,hit,Alex Killorn,Travis Dermott,[92. 32.],1,09:59,TBL,TOR,TOR,10,TBL,14,0,0,8473986,8478408.0,Alex Killorn hit Travis Dermott
47,hit,Justin Holl,Brayden Point,[ 91. -29.],1,09:19,TOR,TBL,TOR,10,TBL,14,0,0,8475718,8478010.0,Justin Holl hit Brayden Point
54,hit,John Tavares,Erik Cernak,[-96.   1.],1,07:38,TOR,TBL,TOR,10,TBL,14,0,0,8475166,8478416.0,John Tavares hit Erik Cernak
62,hit,Cedric Paquette,Zach Hyman,[-44. -37.],1,06:29,TBL,TOR,TOR,10,TBL,14,1,0,8476975,8475786.0,Cedric Paquette hit Zach Hyman
64,hit,Pierre Engvall,Carter Verhaeghe,[ 58. -42.],1,05:53,TOR,TBL,TOR,10,TBL,14,1,0,8478115,8477409.0,Pierre Engvall hit Carter Verhaeghe
71,hit,Justin Holl,Ondrej Palat,[ 98. -14.],1,04:24,TOR,TBL,TOR,10,TBL,14,1,0,8475718,8476292.0,Justin Holl hit Ondrej Palat
76,hit,Alex Killorn,Cody Ceci,[90. 31.],1,03:37,TBL,TOR,TOR,10,TBL,14,1,0,8473986,8476879.0,Alex Killorn hit Cody Ceci
82,hit,Mitchell Marner,Kevin Shattenkirk,[-86.  28.],1,02:51,TOR,TBL,TOR,10,TBL,14,1,0,8478483,8474031.0,Mitchell Marner hit Kevin Shattenkirk
86,hit,Barclay Goodrow,Cody Ceci,[96. 18.],1,01:44,TBL,TOR,TOR,10,TBL,14,1,0,8476624,8476879.0,Barclay Goodrow hit Cody Ceci
92,hit,Kevin Shattenkirk,Kyle Clifford,[ -5. -38.],1,00:24,TBL,TOR,TOR,10,TBL,14,1,0,8474031,8475160.0,Kevin Shattenkirk hit Kyle Clifford
101,hit,Braydon Coburn,Alexander Kerfoot,[96. -5.],2,18:25,TBL,TOR,TOR,10,TBL,14,1,0,8470601,8477021.0,Braydon Coburn hit Alexander Kerfoot
106,hit,Frederik Gauthier,Zach Bogosian,[96.  0.],2,17:54,TOR,TBL,TOR,10,TBL,14,1,0,8477512,8474567.0,Frederik Gauthier hit Zach Bogosian
118,hit,Anthony Cirelli,Cody Ceci,[-98. -18.],2,16:11,TBL,TOR,TOR,10,TBL,14,1,0,8478519,8476879.0,Anthony Cirelli hit Cody Ceci
124,hit,Pat Maroon,Justin Holl,[-95.  25.],2,14:55,TBL,TOR,TOR,10,TBL,14,1,0,8474034,8475718.0,Pat Maroon hit Justin Holl
132,hit,Zach Bogosian,Morgan Rielly,[95. 26.],2,13:48,TBL,TOR,TOR,10,TBL,14,1,0,8474567,8476853.0,Zach Bogosian hit Morgan Rielly
152,hit,Erik Cernak,Kasperi Kapanen,[54. 40.],2,08:39,TBL,TOR,TOR,10,TBL,14,1,0,8478416,8477953.0,Erik Cernak hit Kasperi Kapanen
155,hit,Kevin Shattenkirk,Frederik Gauthier,[ 94. -18.],2,07:48,TBL,TOR,TOR,10,TBL,14,1,0,8474031,8477512.0,Kevin Shattenkirk hit Frederik Gauthier
158,hit,Denis Malgin,Yanni Gourde,[-29. -22.],2,07:28,TOR,TBL,TOR,10,TBL,14,1,0,8478843,8476826.0,Denis Malgin hit Yanni Gourde
161,hit,Auston Matthews,Cedric Paquette,[-98.  -4.],2,07:10,TOR,TBL,TOR,10,TBL,14,1,0,8479318,8476975.0,Auston Matthews hit Cedric Paquette
164,hit,Cody Ceci,Blake Coleman,[-21.  39.],2,06:05,TOR,TBL,TOR,10,TBL,14,1,0,8476879,8476399.0,Cody Ceci hit Blake Coleman
165,hit,Erik Cernak,John Tavares,[-43.  31.],2,05:53,TBL,TOR,TOR,10,TBL,14,1,0,8478416,8475166.0,Erik Cernak hit John Tavares
167,hit,Blake Coleman,Morgan Rielly,[-88.  33.],2,05:39,TBL,TOR,TOR,10,TBL,14,1,0,8476399,8476853.0,Blake Coleman hit Morgan Rielly
176,hit,Tyler Johnson,Morgan Rielly,[-98.  -7.],2,03:53,TBL,TOR,TOR,10,TBL,14,1,1,8474870,8476853.0,Tyler Johnson hit Morgan Rielly
180,hit,Tyson Barrie,Alex Killorn,[-94.  26.],2,02:46,TOR,TBL,TOR,10,TBL,14,1,1,8475197,8473986.0,Tyson Barrie hit Alex Killorn
187,hit,Travis Dermott,Nikita Kucherov,[-35. -14.],2,01:34,TOR,TBL,TOR,10,TBL,14,1,1,8478408,8476453.0,Travis Dermott hit Nikita Kucherov
192,hit,Erik Cernak,Morgan Rielly,[-96. -11.],2,00:27,TBL,TOR,TOR,10,TBL,14,1,1,8478416,8476853.0,Erik Cernak hit Morgan Rielly
196,hit,Erik Cernak,Auston Matthews,[-42. -25.],3,19:31,TBL,TOR,TOR,10,TBL,14,1,1,8478416,8479318.0,Erik Cernak hit Auston Matthews
197,hit,Erik Cernak,William Nylander,[-95. -22.],3,19:25,TBL,TOR,TOR,10,TBL,14,1,1,8478416,8477939.0,Erik Cernak hit William Nylander
207,hit,Erik Cernak,John Tavares,[-51. -39.],3,16:26,TBL,TOR,TOR,10,TBL,14,1,1,8478416,8475166.0,Erik Cernak hit John Tavares
210,hit,Ondrej Palat,Travis Dermott,[ 22. -38.],3,16:11,TBL,TOR,TOR,10,TBL,14,2,1,8476292,8478408.0,Ondrej Palat hit Travis Dermott
213,hit,Zach Hyman,Mikhail Sergachev,[-97.  -7.],3,15:47,TOR,TBL,TOR,10,TBL,14,2,1,8475786,8479410.0,Zach Hyman hit Mikhail Sergachev
225,hit,Cody Ceci,Anthony Cirelli,[95. 26.],3,13:02,TOR,TBL,TOR,10,TBL,14,2,1,8476879,8478519.0,Cody Ceci hit Anthony Cirelli
238,hit,Ryan McDonagh,Frederik Gauthier,[-84.  38.],3,10:34,TBL,TOR,TOR,10,TBL,14,2,1,8474151,8477512.0,Ryan McDonagh hit Frederik Gauthier
243,hit,Travis Dermott,Yanni Gourde,[ 92. -31.],3,09:44,TOR,TBL,TOR,10,TBL,14,2,1,8478408,8476826.0,Travis Dermott hit Yanni Gourde
267,hit,Cedric Paquette,Jason Spezza,[74. 41.],3,03:39,TBL,TOR,TOR,10,TBL,14,2,1,8476975,8469455.0,Cedric Paquette hit Jason Spezza
273,hit,Morgan Rielly,Ondrej Palat,[97.  0.],3,02:20,TOR,TBL,TOR,10,TBL,14,2,1,8476853,8476292.0,Morgan Rielly hit Ondrej Palat
280,hit,Anthony Cirelli,Cody Ceci,[ 68. -40.],3,00:56,TBL,TOR,TOR,10,TBL,14,2,1,8478519,8476879.0,Anthony Cirelli hit Cody Ceci
284,hit,Alex Killorn,Travis Dermott,[98. -7.],3,00:10,TBL,TOR,TOR,10,TBL,14,2,1,8473986,8478408.0,Alex Killorn hit Travis Dermott
2,hit,Noel Acciari,Nikita Kucherov,[ 15. -32.],1,19:08,FLA,TBL,TBL,14,FLA,13,0,0,8478569,8476453.0,Noel Acciari hit Nikita Kucherov
3,hit,Mike Matheson,Tyler Johnson,[ 58. -37.],1,18:49,FLA,TBL,TBL,14,FLA,13,0,0,8476875,8474870.0,Mike Matheson hit Tyler Johnson
9,hit,Ondrej Palat,Keith Yandle,[85. 23.],1,17:23,TBL,FLA,TBL,14,FLA,13,0,0,8476292,8471735.0,Ondrej Palat hit Keith Yandle
15,hit,Tyler Johnson,Mike Matheson,[87. 25.],1,15:46,TBL,FLA,TBL,14,FLA,13,0,0,8474870,8476875.0,Tyler Johnson hit Mike Matheson
29,hit,Aleksander Barkov,Erik Cernak,[-36. -27.],1,12:45,FLA,TBL,TBL,14,FLA,13,1,0,8477493,8478416.0,Aleksander Barkov hit Erik Cernak
40,hit,Josh Brown,Luke Witkowski,[ 40. -35.],1,09:56,FLA,TBL,TBL,14,FLA,13,1,0,8477384,8474722.0,Josh Brown hit Luke Witkowski
43,hit,Ondrej Palat,MacKenzie Weegar,[49.  2.],1,09:16,TBL,FLA,TBL,14,FLA,13,1,0,8476292,8477346.0,Ondrej Palat hit MacKenzie Weegar
44,hit,Victor Hedman,Noel Acciari,[-91.  21.],1,09:07,TBL,FLA,TBL,14,FLA,13,1,0,8475167,8478569.0,Victor Hedman hit Noel Acciari
51,hit,Denis Malgin,Braydon Coburn,[-89.  28.],1,07:27,FLA,TBL,TBL,14,FLA,13,1,0,8478843,8470601.0,Denis Malgin hit Braydon Coburn
55,hit,Ryan McDonagh,Vincent Trocheck,[-81. -31.],1,06:15,TBL,FLA,TBL,14,FLA,13,1,0,8474151,8476389.0,Ryan McDonagh hit Vincent Trocheck
56,hit,Vincent Trocheck,Pat Maroon,[93. 11.],1,05:55,FLA,TBL,TBL,14,FLA,13,1,0,8476389,8474034.0,Vincent Trocheck hit Pat Maroon
65,hit,Mikhail Sergachev,Colton Sceviour,[-36. -32.],1,01:14,TBL,FLA,TBL,14,FLA,13,1,0,8479410,8474098.0,Mikhail Sergachev hit Colton Sceviour
