,event,secondary_type,player_one,player_one_role,player_two,player_two_role,coords,period,period_time_remaining,player_one_team,player_two_team,home_team,home_team_id,away_team,away_team_id,home_goals,away_goals,game_winning,empty_net,player_one_id,player_two_id,game_id,winning_team,date,description
12,missed_shot,,Evander Kane,Shooter,,,[73. 19.],1,15:55,SJS,NYR,NYR,3,SJS,28,0,0,,,8475169,,2019020953,,2020-02-23,Evander Kane Wide of Net
47,missed_shot,,Filip Chytil,Shooter,,,[-86.  -9.],1,07:36,NYR,SJS,NYR,3,SJS,28,1,0,,,8480078,,2019020953,,2020-02-23,Filip Chytil Wide of Net
53,missed_shot,,Evander Kane,Shooter,,,[86. -6.],1,05:48,SJS,NYR,NYR,3,SJS,28,1,0,,,8475169,,2019020953,,2020-02-23,Evander Kane Wide of Net
82,missed_shot,,Stefan Noesen,Shooter,,,[-66.  14.],2,18:57,SJS,NYR,NYR,3,SJS,28,1,1,,,8476474,,2019020953,,2020-02-23,Stefan Noesen Over Net
107,missed_shot,,Mika Zibanejad,Shooter,,,[78. 13.],2,12:16,NYR,SJS,NYR,3,SJS,28,1,1,,,8476459,,2019020953,,2020-02-23,Mika Zibanejad Wide of Net
110,missed_shot,,Patrick Marleau,Shooter,,,[-86. -18.],2,11:24,SJS,NYR,NYR,3,SJS,28,1,1,,,8466139,,2019020953,,2020-02-23,Patrick Marleau Wide of Net
111,missed_shot,,Joel Kellman,Shooter,,,[-82.  -5.],2,11:18,SJS,NYR,NYR,3,SJS,28,1,1,,,8481516,,2019020953,,2020-02-23,Joel Kellman Wide of Net
116,missed_shot,,Marc-Edouard Vlasic,Shooter,,,[-34.  29.],2,10:40,SJS,NYR,NYR,3,SJS,28,1,1,,,8471709,,2019020953,,2020-02-23,Marc-Edouard Vlasic Wide of Net
117,missed_shot,,Marcus Sorensen,Shooter,,,[-75.   3.],2,10:11,SJS,NYR,NYR,3,SJS,28,1,1,,,8475834,,2019020953,,2020-02-23,Marcus Sorensen Wide of Net
128,missed_shot,,Kevin Labanc,Shooter,,,[-65.  29.],2,06:57,SJS,NYR,NYR,3,SJS,28,1,1,,,8478099,,2019020953,,2020-02-23,Kevin Labanc Wide of Net
137,missed_shot,,Artemi Panarin,Shooter,,,[50. 30.],2,04:33,NYR,SJS,NYR,3,SJS,28,1,2,,,8478550,,2019020953,,2020-02-23,Artemi Panarin Wide of Net
139,missed_shot,,Chris Kreider,Shooter,,,[78. -1.],2,03:37,NYR,SJS,NYR,3,SJS,28,1,2,,,8475184,,2019020953,,2020-02-23,Chris Kreider Wide of Net
150,missed_shot,,Chris Kreider,Shooter,,,[54. -7.],2,02:39,NYR,SJS,NYR,3,SJS,28,1,2,,,8475184,,2019020953,,2020-02-23,Chris Kreider Wide of Net
166,missed_shot,,Chris Kreider,Shooter,,,[ 78. -16.],2,00:16,NYR,SJS,NYR,3,SJS,28,2,2,,,8475184,,2019020953,,2020-02-23,Chris Kreider Wide of Net
215,missed_shot,,Noah Gregor,Shooter,,,[ 67. -23.],3,09:50,SJS,NYR,NYR,3,SJS,28,3,2,,,8479393,,2019020953,,2020-02-23,Noah Gregor Wide of Net
225,missed_shot,,Barclay Goodrow,Shooter,,,[74. -7.],3,08:56,SJS,NYR,NYR,3,SJS,28,3,2,,,8476624,,2019020953,,2020-02-23,Barclay Goodrow Wide of Net
239,missed_shot,,Chris Kreider,Shooter,,,[-85.   6.],3,05:50,NYR,SJS,NYR,3,SJS,28,3,2,,,8475184,,2019020953,,2020-02-23,Chris Kreider Over Net
241,missed_shot,,Ryan Strome,Shooter,,,[-88. -15.],3,05:17,NYR,SJS,NYR,3,SJS,28,3,2,,,8476458,,2019020953,,2020-02-23,Ryan Strome Wide of Net
247,missed_shot,,Tim Heed,Shooter,,,[41. 31.],3,00:50,SJS,NYR,NYR,3,SJS,28,3,2,,,8475841,,2019020953,,2020-02-23,Tim Heed Wide of Net
250,missed_shot,,Kevin Labanc,Shooter,,,[83. 22.],3,00:01,SJS,NYR,NYR,3,SJS,28,3,2,,,8478099,,2019020953,,2020-02-23,Kevin Labanc Wide of Net
251,missed_shot,,Joe Thornton,Shooter,,,[ 71. -27.],3,00:01,SJS,NYR,NYR,3,SJS,28,3,2,,,8466138,,2019020953,,2020-02-23,Joe Thornton Wide of Net
5,blocked_shot,,Jacob Trouba,Blocker,Patrick Marleau,Shooter,[77. -3.],1,19:08,NYR,SJS,NYR,3,SJS,28,0,0,,,8476885,8466139.0,2019020953,,2020-02-23,Patrick Marleau shot blocked shot by Jacob Trouba
9,blocked_shot,,Brendan Lemieux,Blocker,Tim Heed,Shooter,[ 46. -22.],1,18:05,NYR,SJS,NYR,3,SJS,28,0,0,,,8477962,8475841.0,2019020953,,2020-02-23,Tim Heed shot blocked shot by Brendan Lemieux
11,blocked_shot,,Brady Skjei,Blocker,Barclay Goodrow,Shooter,[80.  0.],1,16:22,NYR,SJS,NYR,3,SJS,28,0,0,,,8476869,8476624.0,2019020953,,2020-02-23,Barclay Goodrow shot blocked shot by Brady Skjei
28,blocked_shot,,Radim Simek,Blocker,Tony DeAngelo,Shooter,[-62.   8.],1,12:18,SJS,NYR,NYR,3,SJS,28,0,0,,,8480160,8477950.0,2019020953,,2020-02-23,Tony DeAngelo shot blocked shot by Radim Simek
29,blocked_shot,,Radim Simek,Blocker,Pavel Buchnevich,Shooter,[-61.  16.],1,12:14,SJS,NYR,NYR,3,SJS,28,0,0,,,8480160,8477402.0,2019020953,,2020-02-23,Pavel Buchnevich shot blocked shot by Radim Simek
45,blocked_shot,,Mika Zibanejad,Blocker,Dylan Gambrell,Shooter,[68.  0.],1,08:17,NYR,SJS,NYR,3,SJS,28,1,0,,,8476459,8479580.0,2019020953,,2020-02-23,Dylan Gambrell shot blocked shot by Mika Zibanejad
57,blocked_shot,,Stefan Noesen,Blocker,Brady Skjei,Shooter,[-83.  -9.],1,04:31,SJS,NYR,NYR,3,SJS,28,1,0,,,8476474,8476869.0,2019020953,,2020-02-23,Brady Skjei shot blocked shot by Stefan Noesen
62,blocked_shot,,Marc-Edouard Vlasic,Blocker,Artemi Panarin,Shooter,[-82.  -5.],1,02:35,SJS,NYR,NYR,3,SJS,28,1,0,,,8471709,8478550.0,2019020953,,2020-02-23,Artemi Panarin shot blocked shot by Marc-Edouard Vlasic
70,blocked_shot,,Julien Gauthier,Blocker,Mario Ferraro,Shooter,[54. 18.],1,01:09,NYR,SJS,NYR,3,SJS,28,1,1,,,8479328,8479983.0,2019020953,,2020-02-23,Mario Ferraro shot blocked shot by Julien Gauthier
76,blocked_shot,,Radim Simek,Blocker,Adam Fox,Shooter,[-76.  10.],1,00:22,SJS,NYR,NYR,3,SJS,28,1,1,,,8480160,8479323.0,2019020953,,2020-02-23,Adam Fox shot blocked shot by Radim Simek
91,blocked_shot,,Brett Howden,Blocker,Radim Simek,Shooter,[-55. -15.],2,17:25,NYR,SJS,NYR,3,SJS,28,1,1,,,8479353,8480160.0,2019020953,,2020-02-23,Radim Simek shot blocked shot by Brett Howden
98,blocked_shot,,Marc Staal,Blocker,Evander Kane,Shooter,[-76.  -8.],2,15:05,NYR,SJS,NYR,3,SJS,28,1,1,,,8471686,8475169.0,2019020953,,2020-02-23,Evander Kane shot blocked shot by Marc Staal
108,blocked_shot,,Timo Meier,Blocker,Jacob Trouba,Shooter,[56. 23.],2,12:02,SJS,NYR,NYR,3,SJS,28,1,1,,,8478414,8476885.0,2019020953,,2020-02-23,Jacob Trouba shot blocked shot by Timo Meier
118,blocked_shot,,Jesper Fast,Blocker,Brent Burns,Shooter,[-62.  21.],2,10:06,NYR,SJS,NYR,3,SJS,28,1,1,,,8475855,8470613.0,2019020953,,2020-02-23,Brent Burns shot blocked shot by Jesper Fast
144,blocked_shot,,Brent Burns,Blocker,Pavel Buchnevich,Shooter,[76.  4.],2,03:01,SJS,NYR,NYR,3,SJS,28,1,2,,,8470613,8477402.0,2019020953,,2020-02-23,Pavel Buchnevich shot blocked shot by Brent Burns
169,blocked_shot,,Brent Burns,Blocker,Artemi Panarin,Shooter,[-84.  -9.],3,19:20,SJS,NYR,NYR,3,SJS,28,2,2,,,8470613,8478550.0,2019020953,,2020-02-23,Artemi Panarin shot blocked shot by Brent Burns
181,blocked_shot,,Marc Staal,Blocker,Brent Burns,Shooter,[72. -3.],3,15:58,NYR,SJS,NYR,3,SJS,28,2,2,,,8471686,8470613.0,2019020953,,2020-02-23,Brent Burns shot blocked shot by Marc Staal
184,blocked_shot,,Marc Staal,Blocker,Timo Meier,Shooter,[86. -5.],3,15:09,NYR,SJS,NYR,3,SJS,28,2,2,,,8471686,8478414.0,2019020953,,2020-02-23,Timo Meier shot blocked shot by Marc Staal
189,blocked_shot,,Tim Heed,Blocker,Mika Zibanejad,Shooter,[-78.   1.],3,13:39,SJS,NYR,NYR,3,SJS,28,2,2,,,8475841,8476459.0,2019020953,,2020-02-23,Mika Zibanejad shot blocked shot by Tim Heed
203,blocked_shot,,Jacob Trouba,Blocker,Kevin Labanc,Shooter,[83. -4.],3,12:14,NYR,SJS,NYR,3,SJS,28,3,2,,,8476885,8478099.0,2019020953,,2020-02-23,Kevin Labanc shot blocked shot by Jacob Trouba
216,blocked_shot,,Brady Skjei,Blocker,Brent Burns,Shooter,[78. -4.],3,09:45,NYR,SJS,NYR,3,SJS,28,3,2,,,8476869,8470613.0,2019020953,,2020-02-23,Brent Burns shot blocked shot by Brady Skjei
217,blocked_shot,,Brady Skjei,Blocker,Joel Kellman,Shooter,[80.  4.],3,09:43,NYR,SJS,NYR,3,SJS,28,3,2,,,8476869,8481516.0,2019020953,,2020-02-23,Joel Kellman shot blocked shot by Brady Skjei
218,blocked_shot,,Phillip Di Giuseppe,Blocker,Brent Burns,Shooter,[56. 16.],3,09:42,NYR,SJS,NYR,3,SJS,28,3,2,,,8476858,8470613.0,2019020953,,2020-02-23,Brent Burns shot blocked shot by Phillip Di Giuseppe
226,blocked_shot,,Adam Fox,Blocker,Timo Meier,Shooter,[73. -8.],3,08:50,NYR,SJS,NYR,3,SJS,28,3,2,,,8479323,8478414.0,2019020953,,2020-02-23,Timo Meier shot blocked shot by Adam Fox
230,blocked_shot,,Brady Skjei,Blocker,Marcus Sorensen,Shooter,[69. -4.],3,07:53,NYR,SJS,NYR,3,SJS,28,3,2,,,8476869,8475834.0,2019020953,,2020-02-23,Marcus Sorensen shot blocked shot by Brady Skjei
36,goal,Snap Shot,Jesper Fast,Scorer,Aaron Dell,Goalie,[-80.  -1.],1,10:25,NYR,SJS,NYR,3,SJS,28,1,0,False,False,8475855,8477180.0,2019020953,,2020-02-23,"Jesper Fast (10) Snap Shot, assists: Artemi Panarin (51), Ryan Strome (38)"
65,goal,Slap Shot,Joe Thornton,Scorer,Igor Shesterkin,Goalie,[58. 27.],1,02:05,SJS,NYR,NYR,3,SJS,28,1,1,False,False,8466138,8478048.0,2019020953,,2020-02-23,"Joe Thornton (3) Slap Shot, assists: Timo Meier (20), Mario Ferraro (7)"
132,goal,Wrist Shot,Joe Thornton,Scorer,Igor Shesterkin,Goalie,[-86.   7.],2,06:13,SJS,NYR,NYR,3,SJS,28,1,2,False,False,8466138,8478048.0,2019020953,,2020-02-23,"Joe Thornton (4) Wrist Shot, assists: Brent Burns (30), Kevin Labanc (18)"
153,goal,Snap Shot,Mika Zibanejad,Scorer,Aaron Dell,Goalie,[78.  7.],2,02:33,NYR,SJS,NYR,3,SJS,28,2,2,False,False,8476459,8477180.0,2019020953,,2020-02-23,"Mika Zibanejad (28) Snap Shot, assists: Artemi Panarin (52)"
197,goal,Slap Shot,Jesper Fast,Scorer,Aaron Dell,Goalie,[-85.   2.],3,13:06,NYR,SJS,NYR,3,SJS,28,3,2,True,False,8475855,8477180.0,2019020953,,2020-02-23,"Jesper Fast (11) Slap Shot, assists: Jacob Trouba (20), Ryan Strome (39)"
12,shot,Wrist Shot,Brent Burns,Shooter,Semyon Varlamov,Goalie,[-53.  25.],1,17:42,SJS,NYI,NYI,2,SJS,28,0,0,,,8470613,8473575.0,2019020962,,2020-02-24,Brent Burns Wrist Shot saved by Semyon Varlamov
18,shot,Slap Shot,Timo Meier,Shooter,Semyon Varlamov,Goalie,[-74.  31.],1,16:42,SJS,NYI,NYI,2,SJS,28,0,0,,,8478414,8473575.0,2019020962,,2020-02-24,Timo Meier Slap Shot saved by Semyon Varlamov
21,shot,Wrist Shot,Anders Lee,Shooter,Martin Jones,Goalie,[ 76. -14.],1,16:26,NYI,SJS,NYI,2,SJS,28,0,0,,,8475314,8474889.0,2019020962,,2020-02-24,Anders Lee Wrist Shot saved by Martin Jones
26,shot,Wrist Shot,Michael Dal Colle,Shooter,Martin Jones,Goalie,[71.  5.],1,15:30,NYI,SJS,NYI,2,SJS,28,0,0,,,8477936,8474889.0,2019020962,,2020-02-24,Michael Dal Colle Wrist Shot saved by Martin Jones
28,shot,Backhand,Matt Martin,Shooter,Martin Jones,Goalie,[ 85. -11.],1,14:27,NYI,SJS,NYI,2,SJS,28,0,0,,,8474709,8474889.0,2019020962,,2020-02-24,Matt Martin Backhand saved by Martin Jones
32,shot,Wrist Shot,Brent Burns,Shooter,Semyon Varlamov,Goalie,[-83.  25.],1,13:53,SJS,NYI,NYI,2,SJS,28,0,0,,,8470613,8473575.0,2019020962,,2020-02-24,Brent Burns Wrist Shot saved by Semyon Varlamov
37,shot,Slap Shot,Nick Leddy,Shooter,Martin Jones,Goalie,[40. 17.],1,12:53,NYI,SJS,NYI,2,SJS,28,1,0,,,8475181,8474889.0,2019020962,,2020-02-24,Nick Leddy Slap Shot saved by Martin Jones
39,shot,Slap Shot,Jacob Middleton,Shooter,Semyon Varlamov,Goalie,[-54. -23.],1,12:37,SJS,NYI,NYI,2,SJS,28,1,0,,,8478136,8473575.0,2019020962,,2020-02-24,Jacob Middleton Slap Shot saved by Semyon Varlamov
45,shot,Wrist Shot,Mathew Barzal,Shooter,Martin Jones,Goalie,[68. -1.],1,10:55,NYI,SJS,NYI,2,SJS,28,1,0,,,8478445,8474889.0,2019020962,,2020-02-24,Mathew Barzal Wrist Shot saved by Martin Jones
57,shot,Snap Shot,Evander Kane,Shooter,Semyon Varlamov,Goalie,[-80.  23.],1,08:34,SJS,NYI,NYI,2,SJS,28,1,1,,,8475169,8473575.0,2019020962,,2020-02-24,Evander Kane Snap Shot saved by Semyon Varlamov
61,shot,Wrist Shot,Dylan Gambrell,Shooter,Semyon Varlamov,Goalie,[-72.   9.],1,06:19,SJS,NYI,NYI,2,SJS,28,1,1,,,8479580,8473575.0,2019020962,,2020-02-24,Dylan Gambrell Wrist Shot saved by Semyon Varlamov
64,shot,Wrist Shot,Radim Simek,Shooter,Semyon Varlamov,Goalie,[-71.  -6.],1,05:50,SJS,NYI,NYI,2,SJS,28,1,1,,,8480160,8473575.0,2019020962,,2020-02-24,Radim Simek Wrist Shot saved by Semyon Varlamov
65,shot,Tip-In,Jordan Eberle,Shooter,Martin Jones,Goalie,[82. -4.],1,05:43,NYI,SJS,NYI,2,SJS,28,1,1,,,8474586,8474889.0,2019020962,,2020-02-24,Jordan Eberle Tip-In saved by Martin Jones
74,shot,Slap Shot,Brock Nelson,Shooter,Martin Jones,Goalie,[ 57. -26.],1,03:40,NYI,SJS,NYI,2,SJS,28,1,1,,,8475754,8474889.0,2019020962,,2020-02-24,Brock Nelson Slap Shot saved by Martin Jones
77,shot,Wrist Shot,Timo Meier,Shooter,Semyon Varlamov,Goalie,[ 64. -37.],1,02:26,SJS,NYI,NYI,2,SJS,28,1,1,,,8478414,8473575.0,2019020962,,2020-02-24,Timo Meier Wrist Shot saved by Semyon Varlamov
88,shot,Slap Shot,Brent Burns,Shooter,Semyon Varlamov,Goalie,[-35.  32.],1,00:15,SJS,NYI,NYI,2,SJS,28,1,1,,,8470613,8473575.0,2019020962,,2020-02-24,Brent Burns Slap Shot saved by Semyon Varlamov
103,shot,Wrist Shot,Kevin Labanc,Shooter,Semyon Varlamov,Goalie,[ 22. -36.],2,15:57,SJS,NYI,NYI,2,SJS,28,2,1,,,8478099,8473575.0,2019020962,,2020-02-24,Kevin Labanc Wrist Shot saved by Semyon Varlamov
106,shot,Slap Shot,Tim Heed,Shooter,Semyon Varlamov,Goalie,[ 56. -24.],2,15:54,SJS,NYI,NYI,2,SJS,28,2,1,,,8475841,8473575.0,2019020962,,2020-02-24,Tim Heed Slap Shot saved by Semyon Varlamov
108,shot,Wrist Shot,Leo Komarov,Shooter,Martin Jones,Goalie,[-66.  19.],2,15:32,NYI,SJS,NYI,2,SJS,28,2,1,,,8473463,8474889.0,2019020962,,2020-02-24,Leo Komarov Wrist Shot saved by Martin Jones
111,shot,Tip-In,Alexander True,Shooter,Semyon Varlamov,Goalie,[ 10. -11.],2,14:48,SJS,NYI,NYI,2,SJS,28,2,1,,,8480384,8473575.0,2019020962,,2020-02-24,Alexander True Tip-In saved by Semyon Varlamov
120,shot,Wrist Shot,Barclay Goodrow,Shooter,Semyon Varlamov,Goalie,[79. -9.],2,12:18,SJS,NYI,NYI,2,SJS,28,2,1,,,8476624,8473575.0,2019020962,,2020-02-24,Barclay Goodrow Wrist Shot saved by Semyon Varlamov
122,shot,Wrist Shot,Kevin Labanc,Shooter,Semyon Varlamov,Goalie,[ 34. -31.],2,12:05,SJS,NYI,NYI,2,SJS,28,2,1,,,8478099,8473575.0,2019020962,,2020-02-24,Kevin Labanc Wrist Shot saved by Semyon Varlamov
130,shot,Wrist Shot,Evander Kane,Shooter,Semyon Varlamov,Goalie,[51. 19.],2,11:19,SJS,NYI,NYI,2,SJS,28,2,1,,,8475169,8473575.0,2019020962,,2020-02-24,Evander Kane Wrist Shot saved by Semyon Varlamov
131,shot,Tip-In,Stefan Noesen,Shooter,Semyon Varlamov,Goalie,[68.  0.],2,11:15,SJS,NYI,NYI,2,SJS,28,2,1,,,8476474,8473575.0,2019020962,,2020-02-24,Stefan Noesen Tip-In saved by Semyon Varlamov
139,shot,Wrist Shot,Anthony Beauvillier,Shooter,Martin Jones,Goalie,[-64.   3.],2,09:43,NYI,SJS,NYI,2,SJS,28,2,1,,,8478463,8474889.0,2019020962,,2020-02-24,Anthony Beauvillier Wrist Shot saved by Martin Jones
147,shot,Wrist Shot,Tom Kuhnhackl,Shooter,Martin Jones,Goalie,[-82. -29.],2,07:25,NYI,SJS,NYI,2,SJS,28,2,1,,,8475832,8474889.0,2019020962,,2020-02-24,Tom Kuhnhackl Wrist Shot saved by Martin Jones
153,shot,Wrist Shot,Patrick Marleau,Shooter,Semyon Varlamov,Goalie,[66. 11.],2,06:25,SJS,NYI,NYI,2,SJS,28,2,1,,,8466139,8473575.0,2019020962,,2020-02-24,Patrick Marleau Wrist Shot saved by Semyon Varlamov
167,shot,Wrist Shot,Brent Burns,Shooter,Semyon Varlamov,Goalie,[ 35. -25.],2,03:25,SJS,NYI,NYI,2,SJS,28,2,1,,,8470613,8473575.0,2019020962,,2020-02-24,Brent Burns Wrist Shot saved by Semyon Varlamov
169,shot,Wrist Shot,Jordan Eberle,Shooter,Martin Jones,Goalie,[-72.  25.],2,02:46,NYI,SJS,NYI,2,SJS,28,2,1,,,8474586,8474889.0,2019020962,,2020-02-24,Jordan Eberle Wrist Shot saved by Martin Jones
175,shot,Wrist Shot,Evander Kane,Shooter,Semyon Varlamov,Goalie,[ 43. -26.],2,02:01,SJS,NYI,NYI,2,SJS,28,3,1,,,8475169,8473575.0,2019020962,,2020-02-24,Evander Kane Wrist Shot saved by Semyon Varlamov
195,shot,Wrist Shot,Kieffer Bellows,Shooter,Martin Jones,Goalie,[ 52. -21.],3,17:55,NYI,SJS,NYI,2,SJS,28,3,1,,,8479356,8474889.0,2019020962,,2020-02-24,Kieffer Bellows Wrist Shot saved by Martin Jones
197,shot,Tip-In,Stefan Noesen,Shooter,Semyon Varlamov,Goalie,[-76.   7.],3,17:27,SJS,NYI,NYI,2,SJS,28,3,1,,,8476474,8473575.0,2019020962,,2020-02-24,Stefan Noesen Tip-In saved by Semyon Varlamov
198,shot,Wrist Shot,Evander Kane,Shooter,Semyon Varlamov,Goalie,[-86. -17.],3,17:14,SJS,NYI,NYI,2,SJS,28,3,1,,,8475169,8473575.0,2019020962,,2020-02-24,Evander Kane Wrist Shot saved by Semyon Varlamov
199,shot,Wrist Shot,Marc-Edouard Vlasic,Shooter,Semyon Varlamov,Goalie,[-30. -36.],3,17:03,SJS,NYI,NYI,2,SJS,28,3,1,,,8471709,8473575.0,2019020962,,2020-02-24,Marc-Edouard Vlasic Wrist Shot saved by Semyon Varlamov
201,shot,Wrist Shot,Ryan Pulock,Shooter,Martin Jones,Goalie,[ 50. -40.],3,16:54,NYI,SJS,NYI,2,SJS,28,3,1,,,8477506,8474889.0,2019020962,,2020-02-24,Ryan Pulock Wrist Shot saved by Martin Jones
209,shot,Wrist Shot,Brent Burns,Shooter,Semyon Varlamov,Goalie,[-36. -27.],3,15:25,SJS,NYI,NYI,2,SJS,28,3,1,,,8470613,8473575.0,2019020962,,2020-02-24,Brent Burns Wrist Shot saved by Semyon Varlamov
211,shot,Snap Shot,Anthony Beauvillier,Shooter,Martin Jones,Goalie,[76.  4.],3,15:05,NYI,SJS,NYI,2,SJS,28,3,1,,,8478463,8474889.0,2019020962,,2020-02-24,Anthony Beauvillier Snap Shot saved by Martin Jones
213,shot,Wrist Shot,Evander Kane,Shooter,Semyon Varlamov,Goalie,[-54.  -4.],3,14:46,SJS,NYI,NYI,2,SJS,28,3,1,,,8475169,8473575.0,2019020962,,2020-02-24,Evander Kane Wrist Shot saved by Semyon Varlamov
215,shot,Wrist Shot,Stefan Noesen,Shooter,Semyon Varlamov,Goalie,[-78.  -4.],3,14:36,SJS,NYI,NYI,2,SJS,28,3,1,,,8476474,8473575.0,2019020962,,2020-02-24,Stefan Noesen Wrist Shot saved by Semyon Varlamov
220,shot,Tip-In,Joe Thornton,Shooter,Semyon Varlamov,Goalie,[-68.   4.],3,13:16,SJS,NYI,NYI,2,SJS,28,3,1,,,8466138,8473575.0,2019020962,,2020-02-24,Joe Thornton Tip-In saved by Semyon Varlamov
222,shot,Wrist Shot,Anders Lee,Shooter,Martin Jones,Goalie,[39. 25.],3,12:47,NYI,SJS,NYI,2,SJS,28,3,1,,,8475314,8474889.0,2019020962,,2020-02-24,Anders Lee Wrist Shot saved by Martin Jones
226,shot,Wrist Shot,Johnny Boychuk,Shooter,Martin Jones,Goalie,[ 43. -33.],3,12:19,NYI,SJS,NYI,2,SJS,28,3,1,,,8470187,8474889.0,2019020962,,2020-02-24,Johnny Boychuk Wrist Shot saved by Martin Jones
228,shot,Wrist Shot,Kieffer Bellows,Shooter,Martin Jones,Goalie,[76.  8.],3,11:51,NYI,SJS,NYI,2,SJS,28,3,1,,,8479356,8474889.0,2019020962,,2020-02-24,Kieffer Bellows Wrist Shot saved by Martin Jones
240,shot,Wrist Shot,Ryan Pulock,Shooter,Martin Jones,Goalie,[ 69. -22.],3,08:29,NYI,SJS,NYI,2,SJS,28,3,1,,,8477506,8474889.0,2019020962,,2020-02-24,Ryan Pulock Wrist Shot saved by Martin Jones
245,shot,Wrist Shot,Mathew Barzal,Shooter,Martin Jones,Goalie,[ 76. -10.],3,07:22,NYI,SJS,NYI,2,SJS,28,3,1,,,8478445,8474889.0,2019020962,,2020-02-24,Mathew Barzal Wrist Shot saved by Martin Jones
247,shot,Wrist Shot,Devon Toews,Shooter,Martin Jones,Goalie,[41. 23.],3,07:14,NYI,SJS,NYI,2,SJS,28,3,1,,,8478038,8474889.0,2019020962,,2020-02-24,Devon Toews Wrist Shot saved by Martin Jones
250,shot,Wrist Shot,Michael Dal Colle,Shooter,Martin Jones,Goalie,[62. -1.],3,06:25,NYI,SJS,NYI,2,SJS,28,3,1,,,8477936,8474889.0,2019020962,,2020-02-24,Michael Dal Colle Wrist Shot saved by Martin Jones
252,shot,Slap Shot,Nick Leddy,Shooter,Martin Jones,Goalie,[37.  6.],3,06:04,NYI,SJS,NYI,2,SJS,28,3,1,,,8475181,8474889.0,2019020962,,2020-02-24,Nick Leddy Slap Shot saved by Martin Jones
253,shot,Wrist Shot,Timo Meier,Shooter,Semyon Varlamov,Goalie,[-70.   6.],3,05:47,SJS,NYI,NYI,2,SJS,28,3,1,,,8478414,8473575.0,2019020962,,2020-02-24,Timo Meier Wrist Shot saved by Semyon Varlamov
264,shot,Wrist Shot,Mario Ferraro,Shooter,Semyon Varlamov,Goalie,[-38. -22.],3,03:00,SJS,NYI,NYI,2,SJS,28,3,1,,,8479983,8473575.0,2019020962,,2020-02-24,Mario Ferraro Wrist Shot saved by Semyon Varlamov
266,shot,Wrist Shot,Patrick Marleau,Shooter,Semyon Varlamov,Goalie,[-75.  20.],3,02:49,SJS,NYI,NYI,2,SJS,28,3,1,,,8466139,8473575.0,2019020962,,2020-02-24,Patrick Marleau Wrist Shot saved by Semyon Varlamov
8,missed_shot,,Kieffer Bellows,Shooter,,,[ 82. -13.],1,18:05,NYI,SJS,NYI,2,SJS,28,0,0,,,8479356,,2019020962,,2020-02-24,Kieffer Bellows Wide of Net
27,missed_shot,,Marc-Edouard Vlasic,Shooter,,,[-55.   7.],1,14:50,SJS,NYI,NYI,2,SJS,28,0,0,,,8471709,,2019020962,,2020-02-24,Marc-Edouard Vlasic Wide of Net
42,missed_shot,,Kieffer Bellows,Shooter,,,[ 74. -22.],1,12:02,NYI,SJS,NYI,2,SJS,28,1,0,,,8479356,,2019020962,,2020-02-24,Kieffer Bellows Wide of Net
56,missed_shot,,Radim Simek,Shooter,,,[-35. -26.],1,08:58,SJS,NYI,NYI,2,SJS,28,1,1,,,8480160,,2019020962,,2020-02-24,Radim Simek Wide of Net
62,missed_shot,,Brent Burns,Shooter,,,[-73.  -9.],1,06:15,SJS,NYI,NYI,2,SJS,28,1,1,,,8470613,,2019020962,,2020-02-24,Brent Burns Wide of Net
63,missed_shot,,Timo Meier,Shooter,,,[-81. -13.],1,06:14,SJS,NYI,NYI,2,SJS,28,1,1,,,8478414,,2019020962,,2020-02-24,Timo Meier Wide of Net
81,missed_shot,,Radim Simek,Shooter,,,[-83. -27.],1,02:12,SJS,NYI,NYI,2,SJS,28,1,1,,,8480160,,2019020962,,2020-02-24,Radim Simek Wide of Net
98,missed_shot,,Tom Kuhnhackl,Shooter,,,[-59. -22.],2,17:40,NYI,SJS,NYI,2,SJS,28,2,1,,,8475832,,2019020962,,2020-02-24,Tom Kuhnhackl Wide of Net
99,missed_shot,,Noah Gregor,Shooter,,,[71. -6.],2,17:35,SJS,NYI,NYI,2,SJS,28,2,1,,,8479393,,2019020962,,2020-02-24,Noah Gregor Wide of Net
135,missed_shot,,Matt Martin,Shooter,,,[-79.  -4.],2,10:47,NYI,SJS,NYI,2,SJS,28,2,1,,,8474709,,2019020962,,2020-02-24,Matt Martin Wide of Net
163,missed_shot,,Kieffer Bellows,Shooter,,,[-56.   0.],2,04:02,NYI,SJS,NYI,2,SJS,28,2,1,,,8479356,,2019020962,,2020-02-24,Kieffer Bellows Goalpost
191,missed_shot,,Joe Thornton,Shooter,,,[-46.  27.],3,18:27,SJS,NYI,NYI,2,SJS,28,3,1,,,8466138,,2019020962,,2020-02-24,Joe Thornton Wide of Net
203,missed_shot,,Mario Ferraro,Shooter,,,[-43.  26.],3,16:35,SJS,NYI,NYI,2,SJS,28,3,1,,,8479983,,2019020962,,2020-02-24,Mario Ferraro Wide of Net
218,missed_shot,,Joel Kellman,Shooter,,,[-70.   6.],3,13:29,SJS,NYI,NYI,2,SJS,28,3,1,,,8481516,,2019020962,,2020-02-24,Joel Kellman Over Net
231,missed_shot,,Mathew Barzal,Shooter,,,[ 66. -11.],3,10:45,NYI,SJS,NYI,2,SJS,28,3,1,,,8478445,,2019020962,,2020-02-24,Mathew Barzal Over Net
