,event,player_one,coords,period,period_time_remaining,player_one_team,player_two_team,home_team,home_team_id,away_team,away_team_id,home_goals,away_goals,player_one_id,game_id,winning_team,date,description
214,giveaway,Joel Edmundson,[77. 41.],3,17:48,CAR,VAN,CAR,12,VAN,23,2,2,8476441,2019020808,,2020-02-02,Giveaway by Joel Edmundson
227,giveaway,Elias Pettersson,[-15.  22.],3,13:33,VAN,CAR,CAR,12,VAN,23,3,2,8480012,2019020808,,2020-02-02,Giveaway by Elias Pettersson
240,giveaway,Warren Foegele,[-28.  25.],3,10:36,CAR,VAN,CAR,12,VAN,23,3,3,8477998,2019020808,,2020-02-02,Giveaway by Warren Foegele
242,giveaway,J.T. Miller,[-82.  38.],3,09:14,VAN,CAR,CAR,12,VAN,23,3,3,8476468,2019020808,,2020-02-02,Giveaway by J.T. Miller
244,giveaway,Nino Niederreiter,[-42.  27.],3,09:08,CAR,VAN,CAR,12,VAN,23,3,3,8475799,2019020808,,2020-02-02,Giveaway by Nino Niederreiter
247,giveaway,Jaccob Slavin,[-36.   7.],3,08:35,CAR,VAN,CAR,12,VAN,23,3,3,8476958,2019020808,,2020-02-02,Giveaway by Jaccob Slavin
267,giveaway,Martin Necas,[-63. -17.],3,03:02,CAR,VAN,CAR,12,VAN,23,3,3,8480039,2019020808,,2020-02-02,Giveaway by Martin Necas
276,giveaway,Nino Niederreiter,[84. 28.],3,00:57,CAR,VAN,CAR,12,VAN,23,3,3,8475799,2019020808,,2020-02-02,Giveaway by Nino Niederreiter
282,giveaway,Justin Williams,[-44. -26.],3,00:01,CAR,VAN,CAR,12,VAN,23,3,3,8468508,2019020808,,2020-02-02,Giveaway by Justin Williams
297,giveaway,Brett Pesce,[-20.   8.],4,00:17,CAR,VAN,CAR,12,VAN,23,3,3,8477488,2019020808,,2020-02-02,Giveaway by Brett Pesce
41,takeaway,Elias Pettersson,[-93.  11.],1,11:59,VAN,CAR,CAR,12,VAN,23,0,1,8480012,2019020808,,2020-02-02,Takeaway by Elias Pettersson
42,takeaway,Jaccob Slavin,[ 97. -23.],1,11:39,CAR,VAN,CAR,12,VAN,23,0,1,8476958,2019020808,,2020-02-02,Takeaway by Jaccob Slavin
51,takeaway,Brett Pesce,[-8. 37.],1,09:19,CAR,VAN,CAR,12,VAN,23,0,1,8477488,2019020808,,2020-02-02,Takeaway by Brett Pesce
59,takeaway,Erik Haula,[-44. -27.],1,07:59,CAR,VAN,CAR,12,VAN,23,0,1,8475287,2019020808,,2020-02-02,Takeaway by Erik Haula
73,takeaway,Brandon Sutter,[-19.  36.],1,06:16,VAN,CAR,CAR,12,VAN,23,0,1,8474091,2019020808,,2020-02-02,Takeaway by Brandon Sutter
122,takeaway,Jake Gardiner,[32. -2.],2,16:47,CAR,VAN,CAR,12,VAN,23,1,1,8474581,2019020808,,2020-02-02,Takeaway by Jake Gardiner
129,takeaway,Sebastian Aho,[-45.   8.],2,15:52,CAR,VAN,CAR,12,VAN,23,1,1,8478427,2019020808,,2020-02-02,Takeaway by Sebastian Aho
141,takeaway,Jaccob Slavin,[10. 40.],2,13:06,CAR,VAN,CAR,12,VAN,23,2,1,8476958,2019020808,,2020-02-02,Takeaway by Jaccob Slavin
142,takeaway,Jaccob Slavin,[-98.   9.],2,12:39,CAR,VAN,CAR,12,VAN,23,2,1,8476958,2019020808,,2020-02-02,Takeaway by Jaccob Slavin
188,takeaway,Teuvo Teravainen,[ 78. -38.],2,04:06,CAR,VAN,CAR,12,VAN,23,2,2,8476882,2019020808,,2020-02-02,Takeaway by Teuvo Teravainen
196,takeaway,Jordan Martinook,[-35.  -3.],2,02:10,CAR,VAN,CAR,12,VAN,23,2,2,8476921,2019020808,,2020-02-02,Takeaway by Jordan Martinook
207,takeaway,Jaccob Slavin,[-18. -36.],3,19:15,CAR,VAN,CAR,12,VAN,23,2,2,8476958,2019020808,,2020-02-02,Takeaway by Jaccob Slavin
216,takeaway,Bo Horvat,[22. 18.],3,17:13,VAN,CAR,CAR,12,VAN,23,2,2,8477500,2019020808,,2020-02-02,Takeaway by Bo Horvat
262,takeaway,Erik Haula,[ -8. -33.],3,03:59,CAR,VAN,CAR,12,VAN,23,3,3,8475287,2019020808,,2020-02-02,Takeaway by Erik Haula
269,takeaway,Jaccob Slavin,[ 18. -10.],3,02:24,CAR,VAN,CAR,12,VAN,23,3,3,8476958,2019020808,,2020-02-02,Takeaway by Jaccob Slavin
271,takeaway,Trevor van Riemsdyk,[91. 30.],3,01:38,CAR,VAN,CAR,12,VAN,23,3,3,8477845,2019020808,,2020-02-02,Takeaway by Trevor van Riemsdyk
272,takeaway,Jaccob Slavin,[ 92. -29.],3,01:27,CAR,VAN,CAR,12,VAN,23,3,3,8476958,2019020808,,2020-02-02,Takeaway by Jaccob Slavin
273,takeaway,J.T. Miller,[ 44. -39.],3,01:07,VAN,CAR,CAR,12,VAN,23,3,3,8476468,2019020808,,2020-02-02,Takeaway by J.T. Miller
280,takeaway,Brett Pesce,[91. 16.],3,00:23,CAR,VAN,CAR,12,VAN,23,3,3,8477488,2019020808,,2020-02-02,Takeaway by Brett Pesce
288,takeaway,Teuvo Teravainen,[98.  0.],4,03:03,CAR,VAN,CAR,12,VAN,23,3,3,8476882,2019020808,,2020-02-02,Takeaway by Teuvo Teravainen
294,takeaway,Martin Necas,[-33.  20.],4,00:58,CAR,VAN,CAR,12,VAN,23,3,3,8480039,2019020808,,2020-02-02,Takeaway by Martin Necas
6,giveaway,Zdeno Chara,[42. 28.],1,18:21,BOS,VAN,BOS,6,VAN,23,0,0,8465009,2019020812,,2020-02-05,Giveaway by Zdeno Chara
18,giveaway,Jake Virtanen,[15. 34.],1,16:08,VAN,BOS,BOS,6,VAN,23,0,0,8477937,2019020812,,2020-02-05,Giveaway by Jake Virtanen
25,giveaway,Brad Marchand,[ 36. -25.],1,14:06,BOS,VAN,BOS,6,VAN,23,0,0,8473419,2019020812,,2020-02-05,Giveaway by Brad Marchand
40,giveaway,Charlie McAvoy,[  9. -17.],1,10:04,BOS,VAN,BOS,6,VAN,23,0,0,8479325,2019020812,,2020-02-05,Giveaway by Charlie McAvoy
49,giveaway,Troy Stecher,[ 9. -6.],1,08:09,VAN,BOS,BOS,6,VAN,23,0,0,8479442,2019020812,,2020-02-05,Giveaway by Troy Stecher
57,giveaway,Jay Beagle,[ 72. -27.],1,06:27,VAN,BOS,BOS,6,VAN,23,0,0,8474291,2019020812,,2020-02-05,Giveaway by Jay Beagle
72,giveaway,David Pastrnak,[ 1. -4.],1,02:18,BOS,VAN,BOS,6,VAN,23,1,0,8477956,2019020812,,2020-02-05,Giveaway by David Pastrnak
74,giveaway,David Pastrnak,[ 39. -19.],1,01:54,BOS,VAN,BOS,6,VAN,23,1,0,8477956,2019020812,,2020-02-05,Giveaway by David Pastrnak
82,giveaway,Quinn Hughes,[-66. -18.],2,19:11,VAN,BOS,BOS,6,VAN,23,1,0,8480800,2019020812,,2020-02-05,Giveaway by Quinn Hughes
84,giveaway,Loui Eriksson,[-95.   8.],2,19:00,VAN,BOS,BOS,6,VAN,23,1,0,8470626,2019020812,,2020-02-05,Giveaway by Loui Eriksson
87,giveaway,J.T. Miller,[47. 34.],2,18:24,VAN,BOS,BOS,6,VAN,23,1,0,8476468,2019020812,,2020-02-05,Giveaway by J.T. Miller
124,giveaway,Christopher Tanev,[-94. -13.],2,11:21,VAN,BOS,BOS,6,VAN,23,1,0,8475690,2019020812,,2020-02-05,Giveaway by Christopher Tanev
136,giveaway,Adam Gaudette,[ 92. -17.],2,08:27,VAN,BOS,BOS,6,VAN,23,1,0,8478874,2019020812,,2020-02-05,Giveaway by Adam Gaudette
144,giveaway,Charlie McAvoy,[36. 32.],2,07:32,BOS,VAN,BOS,6,VAN,23,1,0,8479325,2019020812,,2020-02-05,Giveaway by Charlie McAvoy
176,giveaway,Quinn Hughes,[-94.  25.],2,03:38,VAN,BOS,BOS,6,VAN,23,2,0,8480800,2019020812,,2020-02-05,Giveaway by Quinn Hughes
179,giveaway,Quinn Hughes,[ 32. -24.],2,03:05,VAN,BOS,BOS,6,VAN,23,2,0,8480800,2019020812,,2020-02-05,Giveaway by Quinn Hughes
181,giveaway,Jake Virtanen,[ 36. -22.],2,02:22,VAN,BOS,BOS,6,VAN,23,2,0,8477937,2019020812,,2020-02-05,Giveaway by Jake Virtanen
205,giveaway,Charlie Coyle,[-63.  33.],3,16:14,BOS,VAN,BOS,6,VAN,23,2,0,8475745,2019020812,,2020-02-05,Giveaway by Charlie Coyle
229,giveaway,Zdeno Chara,[-51.  34.],3,10:51,BOS,VAN,BOS,6,VAN,23,2,0,8465009,2019020812,,2020-02-05,Giveaway by Zdeno Chara
244,giveaway,Antoine Roussel,[-49.  34.],3,07:51,VAN,BOS,BOS,6,VAN,23,2,0,8474849,2019020812,,2020-02-05,Giveaway by Antoine Roussel
276,giveaway,Par Lindholm,[-47.  -2.],3,01:14,BOS,VAN,BOS,6,VAN,23,4,0,8480944,2019020812,,2020-02-05,Giveaway by Par Lindholm
7,takeaway,Oscar Fantenberg,[90. 16.],1,18:13,VAN,BOS,BOS,6,VAN,23,0,0,8480147,2019020812,,2020-02-05,Takeaway by Oscar Fantenberg
9,takeaway,Brad Marchand,[47. 27.],1,17:41,BOS,VAN,BOS,6,VAN,23,0,0,8473419,2019020812,,2020-02-05,Takeaway by Brad Marchand
19,takeaway,Charlie Coyle,[-46. -36.],1,15:32,BOS,VAN,BOS,6,VAN,23,0,0,8475745,2019020812,,2020-02-05,Takeaway by Charlie Coyle
21,takeaway,David Krejci,[-39.   2.],1,15:08,BOS,VAN,BOS,6,VAN,23,0,0,8471276,2019020812,,2020-02-05,Takeaway by David Krejci
38,takeaway,Tanner Pearson,[62. -7.],1,10:40,VAN,BOS,BOS,6,VAN,23,0,0,8476871,2019020812,,2020-02-05,Takeaway by Tanner Pearson
45,takeaway,Jake Virtanen,[0. 5.],1,08:44,VAN,BOS,BOS,6,VAN,23,0,0,8477937,2019020812,,2020-02-05,Takeaway by Jake Virtanen
48,takeaway,Patrice Bergeron,[-57.  40.],1,08:14,BOS,VAN,BOS,6,VAN,23,0,0,8470638,2019020812,,2020-02-05,Takeaway by Patrice Bergeron
83,takeaway,Quinn Hughes,[-88. -23.],2,19:04,VAN,BOS,BOS,6,VAN,23,1,0,8480800,2019020812,,2020-02-05,Takeaway by Quinn Hughes
134,takeaway,Chris Wagner,[-8. 25.],2,09:16,BOS,VAN,BOS,6,VAN,23,1,0,8475780,2019020812,,2020-02-05,Takeaway by Chris Wagner
168,takeaway,Patrice Bergeron,[-43.  40.],2,04:58,BOS,VAN,BOS,6,VAN,23,1,0,8470638,2019020812,,2020-02-05,Takeaway by Patrice Bergeron
195,takeaway,Jake DeBrusk,[ 22. -27.],3,18:24,BOS,VAN,BOS,6,VAN,23,2,0,8478498,2019020812,,2020-02-05,Takeaway by Jake DeBrusk
206,takeaway,Anders Bjork,[-74.  -4.],3,16:10,BOS,VAN,BOS,6,VAN,23,2,0,8478075,2019020812,,2020-02-05,Takeaway by Anders Bjork
210,takeaway,Troy Stecher,[63. 30.],3,15:13,VAN,BOS,BOS,6,VAN,23,2,0,8479442,2019020812,,2020-02-05,Takeaway by Troy Stecher
215,takeaway,Brandon Sutter,[-55.  29.],3,13:37,VAN,BOS,BOS,6,VAN,23,2,0,8474091,2019020812,,2020-02-05,Takeaway by Brandon Sutter
219,takeaway,Jake Virtanen,[-33.  30.],3,12:53,VAN,BOS,BOS,6,VAN,23,2,0,8477937,2019020812,,2020-02-05,Takeaway by Jake Virtanen
220,takeaway,Oscar Fantenberg,[94. 18.],3,12:39,VAN,BOS,BOS,6,VAN,23,2,0,8480147,2019020812,,2020-02-05,Takeaway by Oscar Fantenberg
223,takeaway,Brad Marchand,[39. -3.],3,12:15,BOS,VAN,BOS,6,VAN,23,2,0,8473419,2019020812,,2020-02-05,Takeaway by Brad Marchand
224,takeaway,Christopher Tanev,[ 48. -18.],3,12:01,VAN,BOS,BOS,6,VAN,23,2,0,8475690,2019020812,,2020-02-05,Takeaway by Christopher Tanev
233,takeaway,Brock Boeser,[-19. -24.],3,09:59,VAN,BOS,BOS,6,VAN,23,2,0,8478444,2019020812,,2020-02-05,Takeaway by Brock Boeser
245,takeaway,Tanner Pearson,[-45. -23.],3,07:24,VAN,BOS,BOS,6,VAN,23,2,0,8476871,2019020812,,2020-02-05,Takeaway by Tanner Pearson
258,takeaway,Brandon Sutter,[ 6. 29.],3,05:40,VAN,BOS,BOS,6,VAN,23,3,0,8474091,2019020812,,2020-02-05,Takeaway by Brandon Sutter
265,takeaway,Tyler Myers,[91. 16.],3,03:38,VAN,BOS,BOS,6,VAN,23,3,0,8474574,2019020812,,2020-02-05,Takeaway by Tyler Myers
46,giveaway,Tyler Myers,[55.  8.],1,10:11,VAN,MIN,MIN,30,VAN,23,1,0,8474574,2019020835,,2020-02-07,Giveaway by Tyler Myers
50,giveaway,Jacob Markstrom,[-91.  -5.],1,09:24,VAN,MIN,MIN,30,VAN,23,1,0,8474593,2019020835,,2020-02-07,Giveaway by Jacob Markstrom
64,giveaway,Tanner Pearson,[64. 36.],1,06:57,VAN,MIN,MIN,30,VAN,23,2,0,8476871,2019020835,,2020-02-07,Giveaway by Tanner Pearson
139,giveaway,Kevin Fiala,[50. -3.],2,08:40,MIN,VAN,MIN,30,VAN,23,3,1,8477942,2019020835,,2020-02-07,Giveaway by Kevin Fiala
200,giveaway,Alexander Edler,[-95.   9.],3,08:34,VAN,MIN,MIN,30,VAN,23,3,1,8471303,2019020835,,2020-02-07,Giveaway by Alexander Edler
41,takeaway,Christopher Tanev,[-63.  -1.],1,11:01,VAN,MIN,MIN,30,VAN,23,1,0,8475690,2019020835,,2020-02-07,Takeaway by Christopher Tanev
71,takeaway,Christopher Tanev,[-96.  -8.],1,04:03,VAN,MIN,MIN,30,VAN,23,2,0,8475690,2019020835,,2020-02-07,Takeaway by Christopher Tanev
108,takeaway,Jordan Greenway,[  5. -22.],2,14:46,MIN,VAN,MIN,30,VAN,23,3,0,8478413,2019020835,,2020-02-07,Takeaway by Jordan Greenway
193,takeaway,Jason Zucker,[-94.  21.],3,09:48,MIN,VAN,MIN,30,VAN,23,3,1,8475722,2019020835,,2020-02-07,Takeaway by Jason Zucker
205,takeaway,Ryan Suter,[97. 15.],3,06:21,MIN,VAN,MIN,30,VAN,23,3,1,8470600,2019020835,,2020-02-07,Takeaway by Ryan Suter
225,takeaway,Jonas Brodin,[ 69. -20.],3,00:08,MIN,VAN,MIN,30,VAN,23,4,2,8476463,2019020835,,2020-02-07,Takeaway by Jonas Brodin
32,giveaway,Mikael Backlund,[-26.  31.],1,12:25,CGY,VAN,VAN,23,CGY,20,1,1,8474150,2019020853,,2020-02-09,Giveaway by Mikael Backlund
33,giveaway,J.T. Miller,[-80. -38.],1,11:43,VAN,CGY,VAN,23,CGY,20,1,1,8476468,2019020853,,2020-02-09,Giveaway by J.T. Miller
42,giveaway,Quinn Hughes,[ 33. -27.],1,08:26,VAN,CGY,VAN,23,CGY,20,1,1,8480800,2019020853,,2020-02-09,Giveaway by Quinn Hughes
71,giveaway,Matthew Tkachuk,[-89. -34.],1,01:49,CGY,VAN,VAN,23,CGY,20,1,2,8479314,2019020853,,2020-02-09,Giveaway by Matthew Tkachuk
87,giveaway,Travis Hamonic,[92. 27.],2,19:07,CGY,VAN,VAN,23,CGY,20,2,2,8474612,2019020853,,2020-02-09,Giveaway by Travis Hamonic
88,giveaway,Troy Stecher,[-23. -39.],2,18:39,VAN,CGY,VAN,23,CGY,20,2,2,8479442,2019020853,,2020-02-09,Giveaway by Troy Stecher
178,giveaway,Quinn Hughes,[ 63. -10.],3,13:05,VAN,CGY,VAN,23,CGY,20,2,4,8480800,2019020853,,2020-02-09,Giveaway by Quinn Hughes
213,giveaway,Tyler Myers,[ 1. -9.],3,04:03,VAN,CGY,VAN,23,CGY,20,2,4,8474574,2019020853,,2020-02-09,Giveaway by Tyler Myers
44,takeaway,J.T. Miller,[-43.  24.],1,08:11,VAN,CGY,VAN,23,CGY,20,1,1,8476468,2019020853,,2020-02-09,Takeaway by J.T. Miller
57,takeaway,Quinn Hughes,[-63. -24.],1,04:18,VAN,CGY,VAN,23,CGY,20,1,2,8480800,2019020853,,2020-02-09,Takeaway by Quinn Hughes
123,takeaway,Tyler Myers,[-84. -33.],2,06:24,VAN,CGY,VAN,23,CGY,20,2,3,8474574,2019020853,,2020-02-09,Takeaway by Tyler Myers
142,takeaway,Mark Jankowski,[-19.  33.],2,02:10,CGY,VAN,VAN,23,CGY,20,2,3,8476873,2019020853,,2020-02-09,Takeaway by Mark Jankowski
153,takeaway,Bo Horvat,[-61.  14.],3,19:28,VAN,CGY,VAN,23,CGY,20,2,3,8477500,2019020853,,2020-02-09,Takeaway by Bo Horvat
12,giveaway,Dante Fabbro,[-48. -24.],1,17:03,NSH,VAN,VAN,23,NSH,18,0,0,8479371,2019020864,,2020-02-11,Giveaway by Dante Fabbro
20,giveaway,Tanner Pearson,[ 76. -32.],1,15:30,VAN,NSH,VAN,23,NSH,18,0,0,8476871,2019020864,,2020-02-11,Giveaway by Tanner Pearson
30,giveaway,Jarred Tinordi,[-96.  11.],1,13:33,NSH,VAN,VAN,23,NSH,18,0,0,8475797,2019020864,,2020-02-11,Giveaway by Jarred Tinordi
40,giveaway,Zack MacEwen,[  4. -38.],1,11:20,VAN,NSH,VAN,23,NSH,18,1,0,8479772,2019020864,,2020-02-11,Giveaway by Zack MacEwen
62,giveaway,Jake Virtanen,[82. 10.],1,06:48,VAN,NSH,VAN,23,NSH,18,2,0,8477937,2019020864,,2020-02-11,Giveaway by Jake Virtanen
75,giveaway,Brandon Sutter,[-47. -36.],1,03:32,VAN,NSH,VAN,23,NSH,18,3,0,8474091,2019020864,,2020-02-11,Giveaway by Brandon Sutter
76,giveaway,Dante Fabbro,[54. 32.],1,03:18,NSH,VAN,VAN,23,NSH,18,3,0,8479371,2019020864,,2020-02-11,Giveaway by Dante Fabbro
95,giveaway,Jarred Tinordi,[ 70. -37.],2,18:26,NSH,VAN,VAN,23,NSH,18,4,0,8475797,2019020864,,2020-02-11,Giveaway by Jarred Tinordi
161,giveaway,Roman Josi,[ 81. -31.],2,05:57,NSH,VAN,VAN,23,NSH,18,4,2,8474600,2019020864,,2020-02-11,Giveaway by Roman Josi
164,giveaway,Troy Stecher,[-67. -20.],2,04:59,VAN,NSH,VAN,23,NSH,18,4,2,8479442,2019020864,,2020-02-11,Giveaway by Troy Stecher
197,giveaway,Tyler Myers,[67. 36.],3,16:10,VAN,NSH,VAN,23,NSH,18,6,2,8474574,2019020864,,2020-02-11,Giveaway by Tyler Myers
215,giveaway,J.T. Miller,[-95.  12.],3,09:59,VAN,NSH,VAN,23,NSH,18,6,2,8476468,2019020864,,2020-02-11,Giveaway by J.T. Miller
13,takeaway,Quinn Hughes,[30.  2.],1,16:14,VAN,NSH,VAN,23,NSH,18,0,0,8480800,2019020864,,2020-02-11,Takeaway by Quinn Hughes
29,takeaway,Elias Pettersson,[-4. 12.],1,13:45,VAN,NSH,VAN,23,NSH,18,0,0,8480012,2019020864,,2020-02-11,Takeaway by Elias Pettersson
54,takeaway,Elias Pettersson,[-30.   7.],1,07:54,VAN,NSH,VAN,23,NSH,18,1,0,8480012,2019020864,,2020-02-11,Takeaway by Elias Pettersson
66,takeaway,Tyler Myers,[99.  0.],1,06:22,VAN,NSH,VAN,23,NSH,18,2,0,8474574,2019020864,,2020-02-11,Takeaway by Tyler Myers
156,takeaway,Antoine Roussel,[ 91. -15.],2,07:34,VAN,NSH,VAN,23,NSH,18,4,2,8474849,2019020864,,2020-02-11,Takeaway by Antoine Roussel
237,takeaway,Zack MacEwen,[-53. -34.],3,03:47,VAN,NSH,VAN,23,NSH,18,6,2,8479772,2019020864,,2020-02-11,Takeaway by Zack MacEwen
7,giveaway,Tyler Myers,[25. 30.],1,17:59,VAN,CHI,VAN,23,CHI,16,0,0,8474574,2019020879,,2020-02-13,Giveaway by Tyler Myers
40,giveaway,Justin Bailey,[96. 11.],1,11:06,VAN,CHI,VAN,23,CHI,16,0,0,8477473,2019020879,,2020-02-13,Giveaway by Justin Bailey
47,giveaway,Jake Virtanen,[30. 14.],1,09:41,VAN,CHI,VAN,23,CHI,16,0,0,8477937,2019020879,,2020-02-13,Giveaway by Jake Virtanen
63,giveaway,Duncan Keith,[25. 20.],1,06:15,CHI,VAN,VAN,23,CHI,16,0,0,8470281,2019020879,,2020-02-13,Giveaway by Duncan Keith
76,giveaway,Duncan Keith,[-36.  23.],1,01:47,CHI,VAN,VAN,23,CHI,16,1,0,8470281,2019020879,,2020-02-13,Giveaway by Duncan Keith
79,giveaway,Alex Nylander,[ 25. -33.],1,00:49,CHI,VAN,VAN,23,CHI,16,1,0,8479423,2019020879,,2020-02-13,Giveaway by Alex Nylander
102,giveaway,Quinn Hughes,[-49.  30.],2,14:59,VAN,CHI,VAN,23,CHI,16,1,0,8480800,2019020879,,2020-02-13,Giveaway by Quinn Hughes
106,giveaway,Jonathan Toews,[15. 16.],2,14:35,CHI,VAN,VAN,23,CHI,16,1,0,8473604,2019020879,,2020-02-13,Giveaway by Jonathan Toews
137,giveaway,Jake Virtanen,[-98.  16.],2,08:49,VAN,CHI,VAN,23,CHI,16,2,0,8477937,2019020879,,2020-02-13,Giveaway by Jake Virtanen
153,giveaway,Loui Eriksson,[-44. -40.],2,03:35,VAN,CHI,VAN,23,CHI,16,2,0,8470626,2019020879,,2020-02-13,Giveaway by Loui Eriksson
171,giveaway,J.T. Miller,[20.  4.],2,00:15,VAN,CHI,VAN,23,CHI,16,2,0,8476468,2019020879,,2020-02-13,Giveaway by J.T. Miller
175,giveaway,Elias Pettersson,[31. 18.],3,19:28,VAN,CHI,VAN,23,CHI,16,2,0,8480012,2019020879,,2020-02-13,Giveaway by Elias Pettersson
190,giveaway,Tyler Myers,[91. 23.],3,16:25,VAN,CHI,VAN,23,CHI,16,2,0,8474574,2019020879,,2020-02-13,Giveaway by Tyler Myers
196,giveaway,Troy Stecher,[94. 31.],3,15:36,VAN,CHI,VAN,23,CHI,16,2,0,8479442,2019020879,,2020-02-13,Giveaway by Troy Stecher
6,takeaway,Antoine Roussel,[-96.   1.],1,18:05,VAN,CHI,VAN,23,CHI,16,0,0,8474849,2019020879,,2020-02-13,Takeaway by Antoine Roussel
18,takeaway,Elias Pettersson,[-39. -39.],1,14:26,VAN,CHI,VAN,23,CHI,16,0,0,8480012,2019020879,,2020-02-13,Takeaway by Elias Pettersson
28,takeaway,Connor Murphy,[-47. -10.],1,13:13,CHI,VAN,VAN,23,CHI,16,0,0,8476473,2019020879,,2020-02-13,Takeaway by Connor Murphy
75,takeaway,J.T. Miller,[-72.  34.],1,02:26,VAN,CHI,VAN,23,CHI,16,1,0,8476468,2019020879,,2020-02-13,Takeaway by J.T. Miller
93,takeaway,Loui Eriksson,[-73.   0.],2,17:29,VAN,CHI,VAN,23,CHI,16,1,0,8470626,2019020879,,2020-02-13,Takeaway by Loui Eriksson
147,takeaway,Quinn Hughes,[-11.  39.],2,06:18,VAN,CHI,VAN,23,CHI,16,2,0,8480800,2019020879,,2020-02-13,Takeaway by Quinn Hughes
167,takeaway,Jordie Benn,[-97.  12.],2,00:52,VAN,CHI,VAN,23,CHI,16,2,0,8474818,2019020879,,2020-02-13,Takeaway by Jordie Benn
200,takeaway,Quinn Hughes,[ 81. -24.],3,14:46,VAN,CHI,VAN,23,CHI,16,2,0,8480800,2019020879,,2020-02-13,Takeaway by Quinn Hughes
216,takeaway,Tanner Pearson,[ 66. -33.],3,08:12,VAN,CHI,VAN,23,CHI,16,2,0,8476871,2019020879,,2020-02-13,Takeaway by Tanner Pearson
221,takeaway,Jay Beagle,[48. 40.],3,07:24,VAN,CHI,VAN,23,CHI,16,2,0,8474291,2019020879,,2020-02-13,Takeaway by Jay Beagle
2,giveaway,Adam Gaudette,[ 32. -15.],1,18:51,VAN,ANA,VAN,23,ANA,24,0,0,8478874,2019020909,,2020-02-17,Giveaway by Adam Gaudette
17,giveaway,Rickard Rakell,[-92. -10.],1,15:33,ANA,VAN,VAN,23,ANA,24,0,0,8476483,2019020909,,2020-02-17,Giveaway by Rickard Rakell
25,giveaway,Tyler Myers,[95. 14.],1,14:00,VAN,ANA,VAN,23,ANA,24,0,1,8474574,2019020909,,2020-02-17,Giveaway by Tyler Myers
42,giveaway,J.T. Miller,[-48. -38.],1,09:45,VAN,ANA,VAN,23,ANA,24,0,1,8476468,2019020909,,2020-02-17,Giveaway by J.T. Miller
