,event,penalty,penalty_on,drew_by,coords,period,period_time_remaining,penalty_team,drew_by_team,home_team,home_team_id,away_team,away_team_id,home_goals,away_goals,penalty_on_id,drew_by_id,game_id,winning_team,date,description
24,penalty,Holding,Nate Thompson,Kyle Palmieri,[-27. -31.],1,13:21,MTL,NJD,NJD,1,MTL,8,0,0,8470775,8475151.0,2019020815,,2020-02-05,Nate Thompson Holding against Kyle Palmieri
82,penalty,Tripping,Shea Weber,Kyle Palmieri,[-75. -29.],2,18:14,MTL,NJD,NJD,1,MTL,8,1,0,8470642,8475151.0,2019020815,,2020-02-05,Shea Weber Tripping against Kyle Palmieri
86,penalty,Fighting,Dale Weise,John Hayden,[-34. -17.],2,18:06,MTL,NJD,NJD,1,MTL,8,2,0,8474668,8477401.0,2019020815,,2020-02-05,Dale Weise Fighting against John Hayden
87,penalty,Fighting,John Hayden,Dale Weise,[-37. -18.],2,18:06,NJD,MTL,NJD,1,MTL,8,2,0,8477401,8474668.0,2019020815,,2020-02-05,John Hayden Fighting against Dale Weise
101,penalty,Tripping,Artturi Lehkonen,Miles Wood,[-47.   9.],2,15:10,MTL,NJD,NJD,1,MTL,8,2,0,8477476,8477425.0,2019020815,,2020-02-05,Artturi Lehkonen Tripping against Miles Wood
108,penalty,Hooking,Damon Severson,Joel Armia,[64.  3.],2,13:37,NJD,MTL,NJD,1,MTL,8,2,0,8476923,8476469.0,2019020815,,2020-02-05,Damon Severson Hooking against Joel Armia
133,penalty,Slashing,Max Domi,Andy Greene,[-96.  -4.],2,07:31,MTL,NJD,NJD,1,MTL,8,3,0,8477503,8472382.0,2019020815,,2020-02-05,Max Domi Slashing against Andy Greene
134,penalty,Fighting,Nick Cousins,Kevin Rooney,[-84. -36.],2,07:31,MTL,NJD,NJD,1,MTL,8,3,0,8476393,8479291.0,2019020815,,2020-02-05,Nick Cousins Fighting against Kevin Rooney
135,penalty,Fighting,Kevin Rooney,Nick Cousins,[-59. -37.],2,07:31,NJD,MTL,NJD,1,MTL,8,3,0,8479291,8476393.0,2019020815,,2020-02-05,Kevin Rooney Fighting against Nick Cousins
175,penalty,Hi-sticking,Joey Anderson,Jeff Petry,[95. 23.],3,17:45,NJD,MTL,NJD,1,MTL,8,3,2,8479315,8473507.0,2019020815,,2020-02-05,Joey Anderson Hi-sticking against Jeff Petry
235,penalty,Too many men on the ice,Nick Cousins,,[37. 40.],3,01:09,MTL,NJD,NJD,1,MTL,8,3,4,8476393,,2019020815,,2020-02-05,Too many men/ice served by Nick Cousins
9,penalty,Tripping,Tyler Pitlick,Pavel Zacha,[-20.  19.],1,18:02,PHI,NJD,PHI,4,NJD,1,0,1,8475752,8478401.0,2019020832,,2020-02-07,Tyler Pitlick Tripping against Pavel Zacha
58,penalty,Holding,John Hayden,Jakub Voracek,[-79.  30.],1,02:33,NJD,PHI,PHI,4,NJD,1,0,1,8477401,8474161.0,2019020832,,2020-02-07,John Hayden Holding against Jakub Voracek
76,penalty,Tripping,Kevin Hayes,Jesper Bratt,[-52.  39.],2,18:41,PHI,NJD,PHI,4,NJD,1,0,1,8475763,8479407.0,2019020832,,2020-02-07,Kevin Hayes Tripping against Jesper Bratt
111,penalty,Holding,P.K. Subban,Claude Giroux,[94. 27.],2,09:10,NJD,PHI,PHI,4,NJD,1,0,2,8474056,8473512.0,2019020832,,2020-02-07,P.K. Subban Holding against Claude Giroux
124,penalty,Tripping,Travis Sanheim,Jack Hughes,[-81. -35.],2,05:56,PHI,NJD,PHI,4,NJD,1,0,2,8477948,8481559.0,2019020832,,2020-02-07,Travis Sanheim Tripping against Jack Hughes
157,penalty,Tripping,P.K. Subban,Jakub Voracek,[-69. -37.],3,19:14,NJD,PHI,PHI,4,NJD,1,0,2,8474056,8474161.0,2019020832,,2020-02-07,P.K. Subban Tripping against Jakub Voracek
206,penalty,Interference,John Hayden,Sean Couturier,[-71.   4.],3,07:31,NJD,PHI,PHI,4,NJD,1,0,5,8477401,8476461.0,2019020832,,2020-02-07,John Hayden Interference against Sean Couturier
