,event,player_one,coords,period,period_time_remaining,player_one_team,player_two_team,home_team,home_team_id,away_team,away_team_id,home_goals,away_goals,player_one_id,game_id,winning_team,date,description
115,giveaway,Ivan Provorov,[30. 34.],2,08:05,PHI,NJD,PHI,4,NJD,1,0,2,8478500,2019020832,,2020-02-07,Giveaway by Ivan Provorov
142,giveaway,Andy Greene,[91. 31.],2,03:07,NJD,PHI,PHI,4,NJD,1,0,2,8472382,2019020832,,2020-02-07,Giveaway by Andy Greene
163,giveaway,Mirco Mueller,[-96.  21.],3,15:54,NJD,PHI,PHI,4,NJD,1,0,3,8477509,2019020832,,2020-02-07,Giveaway by Mirco Mueller
168,giveaway,Mackenzie Blackwood,[-98.   4.],3,15:22,NJD,PHI,PHI,4,NJD,1,0,4,8478406,2019020832,,2020-02-07,Giveaway by Mackenzie Blackwood
193,giveaway,Ivan Provorov,[ 97. -11.],3,09:22,PHI,NJD,PHI,4,NJD,1,0,4,8478500,2019020832,,2020-02-07,Giveaway by Ivan Provorov
196,giveaway,Travis Sanheim,[98.  3.],3,09:03,PHI,NJD,PHI,4,NJD,1,0,4,8477948,2019020832,,2020-02-07,Giveaway by Travis Sanheim
221,giveaway,Andy Greene,[-96.   8.],3,01:14,NJD,PHI,PHI,4,NJD,1,0,5,8472382,2019020832,,2020-02-07,Giveaway by Andy Greene
226,giveaway,Mackenzie Blackwood,[-85.   2.],3,00:07,NJD,PHI,PHI,4,NJD,1,0,5,8478406,2019020832,,2020-02-07,Giveaway by Mackenzie Blackwood
35,takeaway,Jesper Bratt,[-22. -37.],1,08:36,NJD,PHI,PHI,4,NJD,1,0,1,8479407,2019020832,,2020-02-07,Takeaway by Jesper Bratt
48,takeaway,Travis Zajac,[90. 23.],1,05:27,NJD,PHI,PHI,4,NJD,1,0,1,8471233,2019020832,,2020-02-07,Takeaway by Travis Zajac
114,takeaway,Pavel Zacha,[ 21. -13.],2,08:29,NJD,PHI,PHI,4,NJD,1,0,2,8478401,2019020832,,2020-02-07,Takeaway by Pavel Zacha
145,takeaway,Blake Coleman,[44. 32.],2,02:37,NJD,PHI,PHI,4,NJD,1,0,2,8476399,2019020832,,2020-02-07,Takeaway by Blake Coleman
146,takeaway,Philippe Myers,[ 19. -19.],2,02:29,PHI,NJD,PHI,4,NJD,1,0,2,8479026,2019020832,,2020-02-07,Takeaway by Philippe Myers
162,takeaway,Kyle Palmieri,[ 9. 28.],3,16:36,NJD,PHI,PHI,4,NJD,1,0,3,8475151,2019020832,,2020-02-07,Takeaway by Kyle Palmieri
175,takeaway,Damon Severson,[-75. -37.],3,14:02,NJD,PHI,PHI,4,NJD,1,0,4,8476923,2019020832,,2020-02-07,Takeaway by Damon Severson
197,takeaway,Mirco Mueller,[-36.  23.],3,08:49,NJD,PHI,PHI,4,NJD,1,0,4,8477509,2019020832,,2020-02-07,Takeaway by Mirco Mueller
27,giveaway,Drew Doughty,[97. -1.],1,12:21,LAK,NJD,NJD,1,LAK,26,0,0,8474563,2019020848,,2020-02-09,Giveaway by Drew Doughty
39,giveaway,Nikita Gusev,[ 33. -33.],1,09:24,NJD,LAK,NJD,1,LAK,26,0,0,8477038,2019020848,,2020-02-09,Giveaway by Nikita Gusev
58,giveaway,Kyle Palmieri,[-39.  12.],1,03:58,NJD,LAK,NJD,1,LAK,26,0,0,8475151,2019020848,,2020-02-09,Giveaway by Kyle Palmieri
101,giveaway,Matt Roy,[-76.   2.],2,14:24,LAK,NJD,NJD,1,LAK,26,0,0,8478911,2019020848,,2020-02-09,Giveaway by Matt Roy
122,giveaway,Nikita Gusev,[-14. -13.],2,09:59,NJD,LAK,NJD,1,LAK,26,2,0,8477038,2019020848,,2020-02-09,Giveaway by Nikita Gusev
163,giveaway,Nikita Gusev,[ 39. -34.],3,19:37,NJD,LAK,NJD,1,LAK,26,3,0,8477038,2019020848,,2020-02-09,Giveaway by Nikita Gusev
1,takeaway,Dustin Brown,[ 9. 38.],1,19:51,LAK,NJD,NJD,1,LAK,26,0,0,8470606,2019020848,,2020-02-09,Takeaway by Dustin Brown
2,takeaway,Damon Severson,[-97.  14.],1,19:20,NJD,LAK,NJD,1,LAK,26,0,0,8476923,2019020848,,2020-02-09,Takeaway by Damon Severson
29,takeaway,Jesper Bratt,[96. -9.],1,11:51,NJD,LAK,NJD,1,LAK,26,0,0,8479407,2019020848,,2020-02-09,Takeaway by Jesper Bratt
33,takeaway,Tyler Toffoli,[-64. -25.],1,10:24,LAK,NJD,NJD,1,LAK,26,0,0,8475726,2019020848,,2020-02-09,Takeaway by Tyler Toffoli
77,takeaway,Blake Coleman,[-36.  19.],1,00:47,NJD,LAK,NJD,1,LAK,26,0,0,8476399,2019020848,,2020-02-09,Takeaway by Blake Coleman
111,takeaway,Jack Hughes,[-25. -32.],2,12:29,NJD,LAK,NJD,1,LAK,26,1,0,8481559,2019020848,,2020-02-09,Takeaway by Jack Hughes
152,takeaway,Blake Coleman,[-37.  33.],2,01:51,NJD,LAK,NJD,1,LAK,26,3,0,8476399,2019020848,,2020-02-09,Takeaway by Blake Coleman
167,takeaway,Connor Carrick,[-66.  37.],3,18:32,NJD,LAK,NJD,1,LAK,26,3,0,8476941,2019020848,,2020-02-09,Takeaway by Connor Carrick
211,takeaway,Joakim Ryan,[-80.  36.],3,08:22,LAK,NJD,NJD,1,LAK,26,3,0,8477046,2019020848,,2020-02-09,Takeaway by Joakim Ryan
15,giveaway,Jonathan Huberdeau,[-53.  34.],1,16:09,FLA,NJD,NJD,1,FLA,13,1,0,8476456,2019020868,,2020-02-12,Giveaway by Jonathan Huberdeau
18,giveaway,Travis Zajac,[-54. -14.],1,15:47,NJD,FLA,NJD,1,FLA,13,1,0,8471233,2019020868,,2020-02-12,Giveaway by Travis Zajac
20,giveaway,Keith Yandle,[-32.   0.],1,15:29,FLA,NJD,NJD,1,FLA,13,1,0,8471735,2019020868,,2020-02-12,Giveaway by Keith Yandle
40,giveaway,Nikita Gusev,[ 94. -24.],1,09:28,NJD,FLA,NJD,1,FLA,13,1,0,8477038,2019020868,,2020-02-12,Giveaway by Nikita Gusev
68,giveaway,Damon Severson,[-89.  30.],1,00:48,NJD,FLA,NJD,1,FLA,13,1,1,8476923,2019020868,,2020-02-12,Giveaway by Damon Severson
93,giveaway,Vincent Trocheck,[53.  0.],2,16:04,FLA,NJD,NJD,1,FLA,13,1,3,8476389,2019020868,,2020-02-12,Giveaway by Vincent Trocheck
105,giveaway,P.K. Subban,[46. 36.],2,14:09,NJD,FLA,NJD,1,FLA,13,2,5,8474056,2019020868,,2020-02-12,Giveaway by P.K. Subban
135,giveaway,Damon Severson,[97.  4.],2,06:52,NJD,FLA,NJD,1,FLA,13,2,5,8476923,2019020868,,2020-02-12,Giveaway by Damon Severson
137,giveaway,P.K. Subban,[95. 18.],2,06:04,NJD,FLA,NJD,1,FLA,13,2,5,8474056,2019020868,,2020-02-12,Giveaway by P.K. Subban
140,giveaway,P.K. Subban,[ 93. -14.],2,05:53,NJD,FLA,NJD,1,FLA,13,2,5,8474056,2019020868,,2020-02-12,Giveaway by P.K. Subban
147,giveaway,Andy Greene,[97.  5.],2,03:58,NJD,FLA,NJD,1,FLA,13,3,5,8472382,2019020868,,2020-02-12,Giveaway by Andy Greene
151,giveaway,Mirco Mueller,[98. -2.],2,03:07,NJD,FLA,NJD,1,FLA,13,3,5,8477509,2019020868,,2020-02-12,Giveaway by Mirco Mueller
168,giveaway,Wayne Simmonds,[ 8. 16.],3,19:04,NJD,FLA,NJD,1,FLA,13,3,5,8474190,2019020868,,2020-02-12,Giveaway by Wayne Simmonds
175,giveaway,Kyle Palmieri,[-45. -37.],3,17:50,NJD,FLA,NJD,1,FLA,13,3,5,8475151,2019020868,,2020-02-12,Giveaway by Kyle Palmieri
176,giveaway,Damon Severson,[-64. -39.],3,16:22,NJD,FLA,NJD,1,FLA,13,3,5,8476923,2019020868,,2020-02-12,Giveaway by Damon Severson
177,giveaway,Nikita Gusev,[-34.  -3.],3,16:10,NJD,FLA,NJD,1,FLA,13,3,5,8477038,2019020868,,2020-02-12,Giveaway by Nikita Gusev
200,giveaway,Mirco Mueller,[-67.  34.],3,10:10,NJD,FLA,NJD,1,FLA,13,3,5,8477509,2019020868,,2020-02-12,Giveaway by Mirco Mueller
212,giveaway,Damon Severson,[-77.  36.],3,06:54,NJD,FLA,NJD,1,FLA,13,3,5,8476923,2019020868,,2020-02-12,Giveaway by Damon Severson
219,giveaway,Blake Coleman,[-59.  32.],3,05:26,NJD,FLA,NJD,1,FLA,13,3,5,8476399,2019020868,,2020-02-12,Giveaway by Blake Coleman
7,takeaway,Pavel Zacha,[ 35. -27.],1,18:27,NJD,FLA,NJD,1,FLA,13,0,0,8478401,2019020868,,2020-02-12,Takeaway by Pavel Zacha
16,takeaway,Blake Coleman,[-26.   6.],1,16:01,NJD,FLA,NJD,1,FLA,13,1,0,8476399,2019020868,,2020-02-12,Takeaway by Blake Coleman
23,takeaway,Jack Hughes,[22. 34.],1,14:10,NJD,FLA,NJD,1,FLA,13,1,0,8481559,2019020868,,2020-02-12,Takeaway by Jack Hughes
26,takeaway,Mike Hoffman,[33. -1.],1,13:07,FLA,NJD,NJD,1,FLA,13,1,0,8474884,2019020868,,2020-02-12,Takeaway by Mike Hoffman
30,takeaway,Riley Stillman,[47. -8.],1,12:15,FLA,NJD,NJD,1,FLA,13,1,0,8479388,2019020868,,2020-02-12,Takeaway by Riley Stillman
45,takeaway,Vincent Trocheck,[83. 34.],1,08:33,FLA,NJD,NJD,1,FLA,13,1,0,8476389,2019020868,,2020-02-12,Takeaway by Vincent Trocheck
52,takeaway,Aleksander Barkov,[-46.   1.],1,05:16,FLA,NJD,NJD,1,FLA,13,1,1,8477493,2019020868,,2020-02-12,Takeaway by Aleksander Barkov
56,takeaway,Jesper Bratt,[ 18. -17.],1,03:44,NJD,FLA,NJD,1,FLA,13,1,1,8479407,2019020868,,2020-02-12,Takeaway by Jesper Bratt
63,takeaway,Mark Pysyk,[-50.  -6.],1,01:36,FLA,NJD,NJD,1,FLA,13,1,1,8475796,2019020868,,2020-02-12,Takeaway by Mark Pysyk
86,takeaway,Colton Sceviour,[23. 36.],2,17:49,FLA,NJD,NJD,1,FLA,13,1,2,8474098,2019020868,,2020-02-12,Takeaway by Colton Sceviour
117,takeaway,Evgenii Dadonov,[-59.   3.],2,10:44,FLA,NJD,NJD,1,FLA,13,2,5,8474149,2019020868,,2020-02-12,Takeaway by Evgenii Dadonov
165,takeaway,Nikita Gusev,[-17. -24.],3,19:38,NJD,FLA,NJD,1,FLA,13,3,5,8477038,2019020868,,2020-02-12,Takeaway by Nikita Gusev
195,takeaway,Damon Severson,[-47. -17.],3,11:15,NJD,FLA,NJD,1,FLA,13,3,5,8476923,2019020868,,2020-02-12,Takeaway by Damon Severson
198,takeaway,Blake Coleman,[31. 39.],3,10:30,NJD,FLA,NJD,1,FLA,13,3,5,8476399,2019020868,,2020-02-12,Takeaway by Blake Coleman
206,takeaway,Anton Stralman,[92. 30.],3,09:07,FLA,NJD,NJD,1,FLA,13,3,5,8471873,2019020868,,2020-02-12,Takeaway by Anton Stralman
213,takeaway,Aaron Ekblad,[72.  4.],3,06:43,FLA,NJD,NJD,1,FLA,13,3,5,8477932,2019020868,,2020-02-12,Takeaway by Aaron Ekblad
224,takeaway,Vincent Trocheck,[-33. -29.],3,04:27,FLA,NJD,NJD,1,FLA,13,3,5,8476389,2019020868,,2020-02-12,Takeaway by Vincent Trocheck
242,takeaway,Anton Stralman,[97. 19.],3,00:55,FLA,NJD,NJD,1,FLA,13,3,5,8471873,2019020868,,2020-02-12,Takeaway by Anton Stralman
243,takeaway,Wayne Simmonds,[97. -8.],3,00:32,NJD,FLA,NJD,1,FLA,13,3,5,8474190,2019020868,,2020-02-12,Takeaway by Wayne Simmonds
21,giveaway,Jesper Bratt,[ 30. -38.],1,14:34,NJD,DET,NJD,1,DET,17,0,0,8479407,2019020884,,2020-02-14,Giveaway by Jesper Bratt
22,giveaway,Justin Abdelkader,[-99.  -8.],1,14:23,DET,NJD,NJD,1,DET,17,0,0,8471716,2019020884,,2020-02-14,Giveaway by Justin Abdelkader
48,giveaway,Andreas Athanasiou,[-57.  10.],1,07:19,DET,NJD,NJD,1,DET,17,0,0,8476960,2019020884,,2020-02-14,Giveaway by Andreas Athanasiou
51,giveaway,Alex Biega,[33. 39.],1,05:59,DET,NJD,NJD,1,DET,17,0,0,8473415,2019020884,,2020-02-14,Giveaway by Alex Biega
59,giveaway,Tyler Bertuzzi,[-50. -19.],1,04:17,DET,NJD,NJD,1,DET,17,0,0,8477479,2019020884,,2020-02-14,Giveaway by Tyler Bertuzzi
66,giveaway,P.K. Subban,[-81. -39.],1,03:14,NJD,DET,NJD,1,DET,17,0,0,8474056,2019020884,,2020-02-14,Giveaway by P.K. Subban
82,giveaway,P.K. Subban,[ 31. -28.],1,00:19,NJD,DET,NJD,1,DET,17,0,0,8474056,2019020884,,2020-02-14,Giveaway by P.K. Subban
95,giveaway,Pavel Zacha,[-51. -20.],2,17:15,NJD,DET,NJD,1,DET,17,0,0,8478401,2019020884,,2020-02-14,Giveaway by Pavel Zacha
102,giveaway,Blake Coleman,[-54. -38.],2,16:31,NJD,DET,NJD,1,DET,17,0,0,8476399,2019020884,,2020-02-14,Giveaway by Blake Coleman
103,giveaway,Patrik Nemeth,[-46.  39.],2,16:02,DET,NJD,NJD,1,DET,17,0,0,8475747,2019020884,,2020-02-14,Giveaway by Patrik Nemeth
106,giveaway,Nikita Gusev,[ 41. -14.],2,15:20,NJD,DET,NJD,1,DET,17,0,0,8477038,2019020884,,2020-02-14,Giveaway by Nikita Gusev
122,giveaway,Jack Hughes,[-58.  15.],2,09:03,NJD,DET,NJD,1,DET,17,0,0,8481559,2019020884,,2020-02-14,Giveaway by Jack Hughes
153,giveaway,Will Butcher,[ 31. -40.],2,00:28,NJD,DET,NJD,1,DET,17,0,1,8477355,2019020884,,2020-02-14,Giveaway by Will Butcher
161,giveaway,Kyle Palmieri,[ 40. -32.],3,18:40,NJD,DET,NJD,1,DET,17,0,1,8475151,2019020884,,2020-02-14,Giveaway by Kyle Palmieri
162,giveaway,Patrik Nemeth,[45. 33.],3,18:27,DET,NJD,NJD,1,DET,17,0,1,8475747,2019020884,,2020-02-14,Giveaway by Patrik Nemeth
181,giveaway,Travis Zajac,[52. 40.],3,14:03,NJD,DET,NJD,1,DET,17,1,1,8471233,2019020884,,2020-02-14,Giveaway by Travis Zajac
216,giveaway,Tyler Bertuzzi,[-49.  -6.],3,06:27,DET,NJD,NJD,1,DET,17,4,1,8477479,2019020884,,2020-02-14,Giveaway by Tyler Bertuzzi
9,takeaway,Wayne Simmonds,[5. 0.],1,16:58,NJD,DET,NJD,1,DET,17,0,0,8474190,2019020884,,2020-02-14,Takeaway by Wayne Simmonds
42,takeaway,Luke Glendening,[34.  7.],1,08:56,DET,NJD,NJD,1,DET,17,0,0,8476822,2019020884,,2020-02-14,Takeaway by Luke Glendening
49,takeaway,Damon Severson,[-64.   4.],1,06:56,NJD,DET,NJD,1,DET,17,0,0,8476923,2019020884,,2020-02-14,Takeaway by Damon Severson
52,takeaway,P.K. Subban,[-30. -25.],1,05:45,NJD,DET,NJD,1,DET,17,0,0,8474056,2019020884,,2020-02-14,Takeaway by P.K. Subban
62,takeaway,Dylan Larkin,[-92. -31.],1,03:51,DET,NJD,NJD,1,DET,17,0,0,8477946,2019020884,,2020-02-14,Takeaway by Dylan Larkin
74,takeaway,Jack Hughes,[37. 40.],1,01:39,NJD,DET,NJD,1,DET,17,0,0,8481559,2019020884,,2020-02-14,Takeaway by Jack Hughes
78,takeaway,Blake Coleman,[99. 11.],1,00:38,NJD,DET,NJD,1,DET,17,0,0,8476399,2019020884,,2020-02-14,Takeaway by Blake Coleman
110,takeaway,Andy Greene,[60. 41.],2,13:42,NJD,DET,NJD,1,DET,17,0,0,8472382,2019020884,,2020-02-14,Takeaway by Andy Greene
112,takeaway,Travis Zajac,[31. 18.],2,12:50,NJD,DET,NJD,1,DET,17,0,0,8471233,2019020884,,2020-02-14,Takeaway by Travis Zajac
128,takeaway,Frans Nielsen,[ -9. -38.],2,07:10,DET,NJD,NJD,1,DET,17,0,0,8470144,2019020884,,2020-02-14,Takeaway by Frans Nielsen
159,takeaway,Blake Coleman,[69. 20.],3,19:23,NJD,DET,NJD,1,DET,17,0,1,8476399,2019020884,,2020-02-14,Takeaway by Blake Coleman
172,takeaway,Jack Hughes,[-30.  40.],3,15:45,NJD,DET,NJD,1,DET,17,0,1,8481559,2019020884,,2020-02-14,Takeaway by Jack Hughes
189,takeaway,Jesper Bratt,[ 30. -20.],3,12:28,NJD,DET,NJD,1,DET,17,2,1,8479407,2019020884,,2020-02-14,Takeaway by Jesper Bratt
193,takeaway,Wayne Simmonds,[85. 36.],3,12:06,NJD,DET,NJD,1,DET,17,2,1,8474190,2019020884,,2020-02-14,Takeaway by Wayne Simmonds
208,takeaway,Anthony Mantha,[ 6. 40.],3,08:15,DET,NJD,NJD,1,DET,17,4,1,8477511,2019020884,,2020-02-14,Takeaway by Anthony Mantha
211,takeaway,Travis Zajac,[99. -4.],3,07:50,NJD,DET,NJD,1,DET,17,4,1,8471233,2019020884,,2020-02-14,Takeaway by Travis Zajac
217,takeaway,John Hayden,[ 44. -40.],3,05:17,NJD,DET,NJD,1,DET,17,4,1,8477401,2019020884,,2020-02-14,Takeaway by John Hayden
229,takeaway,Kevin Rooney,[93. -9.],3,01:21,NJD,DET,NJD,1,DET,17,4,1,8479291,2019020884,,2020-02-14,Takeaway by Kevin Rooney
232,takeaway,Robby Fabbri,[-76. -38.],3,00:15,DET,NJD,NJD,1,DET,17,4,1,8477952,2019020884,,2020-02-14,Takeaway by Robby Fabbri
20,giveaway,Warren Foegele,[ 22. -39.],1,15:50,CAR,NJD,CAR,12,NJD,1,1,0,8477998,2019020894,,2020-02-15,Giveaway by Warren Foegele
22,giveaway,Kyle Palmieri,[47.  5.],1,15:20,NJD,CAR,CAR,12,NJD,1,1,0,8475151,2019020894,,2020-02-15,Giveaway by Kyle Palmieri
25,giveaway,Petr Mrazek,[96.  7.],1,13:53,CAR,NJD,CAR,12,NJD,1,1,0,8475852,2019020894,,2020-02-15,Giveaway by Petr Mrazek
29,giveaway,Colton White,[-89.  36.],1,13:13,NJD,CAR,CAR,12,NJD,1,1,0,8478841,2019020894,,2020-02-15,Giveaway by Colton White
41,giveaway,Nikita Gusev,[-25.   3.],1,10:24,NJD,CAR,CAR,12,NJD,1,1,1,8477038,2019020894,,2020-02-15,Giveaway by Nikita Gusev
49,giveaway,Justin Williams,[-87. -30.],1,08:11,CAR,NJD,CAR,12,NJD,1,2,1,8468508,2019020894,,2020-02-15,Giveaway by Justin Williams
67,giveaway,Damon Severson,[-86. -22.],1,02:27,NJD,CAR,CAR,12,NJD,1,2,1,8476923,2019020894,,2020-02-15,Giveaway by Damon Severson
70,giveaway,Andrei Svechnikov,[-87. -30.],1,01:57,CAR,NJD,CAR,12,NJD,1,2,1,8480830,2019020894,,2020-02-15,Giveaway by Andrei Svechnikov
72,giveaway,Trevor van Riemsdyk,[ 2. -4.],1,01:32,CAR,NJD,CAR,12,NJD,1,2,1,8477845,2019020894,,2020-02-15,Giveaway by Trevor van Riemsdyk
79,giveaway,Sebastian Aho,[-91.  -7.],2,17:34,CAR,NJD,CAR,12,NJD,1,2,1,8478427,2019020894,,2020-02-15,Giveaway by Sebastian Aho
84,giveaway,Martin Necas,[55. 30.],2,15:33,CAR,NJD,CAR,12,NJD,1,2,1,8480039,2019020894,,2020-02-15,Giveaway by Martin Necas
86,giveaway,Pavel Zacha,[94.  8.],2,15:01,NJD,CAR,CAR,12,NJD,1,2,1,8478401,2019020894,,2020-02-15,Giveaway by Pavel Zacha
87,giveaway,Miles Wood,[ 5. 38.],2,14:34,NJD,CAR,CAR,12,NJD,1,2,1,8477425,2019020894,,2020-02-15,Giveaway by Miles Wood
101,giveaway,Nino Niederreiter,[-16. -36.],2,11:17,CAR,NJD,CAR,12,NJD,1,2,1,8475799,2019020894,,2020-02-15,Giveaway by Nino Niederreiter
102,giveaway,Nino Niederreiter,[ 48. -39.],2,11:01,CAR,NJD,CAR,12,NJD,1,2,1,8475799,2019020894,,2020-02-15,Giveaway by Nino Niederreiter
118,giveaway,Martin Necas,[32. 36.],2,06:32,CAR,NJD,CAR,12,NJD,1,2,1,8480039,2019020894,,2020-02-15,Giveaway by Martin Necas
146,giveaway,Sebastian Aho,[ 43. -30.],2,00:29,CAR,NJD,CAR,12,NJD,1,3,1,8478427,2019020894,,2020-02-15,Giveaway by Sebastian Aho
150,giveaway,Sebastian Aho,[90. 32.],2,00:01,CAR,NJD,CAR,12,NJD,1,3,1,8478427,2019020894,,2020-02-15,Giveaway by Sebastian Aho
172,giveaway,Joey Anderson,[91. 30.],3,13:32,NJD,CAR,CAR,12,NJD,1,4,1,8479315,2019020894,,2020-02-15,Giveaway by Joey Anderson
188,giveaway,Warren Foegele,[ 34. -40.],3,09:52,CAR,NJD,CAR,12,NJD,1,4,1,8477998,2019020894,,2020-02-15,Giveaway by Warren Foegele
216,giveaway,Jaccob Slavin,[ 90. -31.],3,03:13,CAR,NJD,CAR,12,NJD,1,5,2,8476958,2019020894,,2020-02-15,Giveaway by Jaccob Slavin
4,takeaway,Pavel Zacha,[ 90. -31.],1,19:13,NJD,CAR,CAR,12,NJD,1,0,0,8478401,2019020894,,2020-02-15,Takeaway by Pavel Zacha
