"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Patrick Sharp","PATRICK.SHARP","16-17","DAL","L","R",1981-12-27,34,48,96.23,63.95,84.45,87.08,89.85,90.99,4.95,2.79,87.83,16.17,122.49,18.18,168.75,19.07,10.81,1.07,2.16,71.66,104.31,149.68,9.74,5.64,82.75
"Patrick Sharp","PATRICK.SHARP","17-18","CHI","L","R",1981-12-27,35,69,106.68,78.82,81.13,82.68,85.78,80.87,7.48,2.01,73.04,16.99,105.82,22.17,158.89,26.34,7.82,1.85,5.47,56.05,83.65,132.55,5.97,10.24,88.17
"Patrick Wiercioch","PATRICK.WIERCIOCH","12-13","OTT","D","L",1990-09-12,22,40,91.7,100,87.23,86.93,89.75,91.28,12.86,0,85.9,12.57,110.2,16.57,162.04,18.51,8.17,0.78,12.86,73.33,93.63,143.53,7.39,14.97,100
"Patrick Wiercioch","PATRICK.WIERCIOCH","13-14","OTT","D","L",1990-09-12,23,53,142.55,93.95,86.68,86.9,87.18,90.53,15.68,1.01,124.49,19.13,176.05,26.55,231.26,34.02,15.4,1.61,14.67,105.36,149.5,197.24,13.79,12.6,94.72
"Patrick Wiercioch","PATRICK.WIERCIOCH","14-15","OTT","D","L",1990-09-12,24,56,134.17,92.93,81.86,82.72,83.65,86.25,13.02,0.99,114.43,25.35,168.35,35.16,222.42,43.47,14.93,2.38,12.03,89.08,133.19,178.95,12.55,11.38,96.09
"Patrick Wiercioch","PATRICK.WIERCIOCH","16-17","COL","D","L",1990-09-12,26,55,51.9,100,89.25,91.34,93.35,97.02,2.08,0,35.12,4.23,44.8,4.25,59.48,4.24,3.91,0.12,2.08,30.89,40.55,55.24,3.79,5.92,100
"Patrik Berglund","PATRIK.BERGLUND","08-09","STL","C","L",1988-06-02,20,75,227.13,83.55,87.63,88.04,89.29,88.55,21.59,4.25,163.51,23.08,243.16,33.03,336.75,40.41,20.95,2.71,17.34,140.43,210.13,296.34,18.24,13.2,81.59
"Patrik Berglund","PATRIK.BERGLUND","09-10","STL","C","L",1988-06-02,21,71,156.57,91.17,89.05,90.64,90.46,91.19,19.3,1.87,121.14,14.9,183.5,18.96,252.77,26.66,15.95,1.54,17.43,106.24,164.54,226.11,14.41,15.93,87.45
"Patrik Berglund","PATRIK.BERGLUND","10-11","STL","C","L",1988-06-02,22,81,227.83,96.3,90.68,91.31,91.58,93.06,22.63,0.87,194.11,19.96,278.3,26.5,375.46,34.5,24.41,1.82,21.76,174.15,251.8,340.96,22.59,11.66,95.64
"Patrik Berglund","PATRIK.BERGLUND","11-12","STL","C","L",1988-06-02,23,82,189.9,92.94,90.07,90.56,90.98,92.07,11.45,0.87,153.26,16.89,231.24,24.1,330.97,32.81,19.5,1.68,10.58,136.37,207.14,298.16,17.82,7.47,94.85
"Patrik Berglund","PATRIK.BERGLUND","12-13","STL","C","L",1988-06-02,24,48,109.6,86.85,88.96,88.9,91.96,87.76,11.43,1.73,90.64,11.25,129.53,16.18,194.33,17,10.25,1.43,9.7,79.39,113.35,177.33,8.82,12.61,84.62
"Patrik Berglund","PATRIK.BERGLUND","13-14","STL","C","L",1988-06-02,25,78,119.12,75.11,86.38,87.71,88.72,84.18,8.9,2.95,77.58,12.23,115.07,16.13,157.02,19.97,9.42,1.77,5.95,65.35,98.94,137.05,7.65,11.47,75.88
"Patrik Berglund","PATRIK.BERGLUND","14-15","STL","C","L",1988-06-02,26,73,60.78,73.81,84.78,86.54,87.14,82.14,2.79,0.99,31.52,5.66,55.31,8.6,72.87,10.75,3.77,0.82,1.8,25.86,46.71,62.12,2.95,8.85,82.51
"Patrik Berglund","PATRIK.BERGLUND","16-17","STL","C","L",1988-06-02,28,80,115.6,92.04,84.52,85.68,87.53,88.85,11.45,0.99,86.57,15.86,117.1,19.57,162.89,23.21,9.4,1.18,10.46,70.71,97.53,139.68,8.22,13.23,93.76
"Patrik Berglund","PATRIK.BERGLUND","17-18","STL","C","L",1988-06-02,29,57,98.02,76.55,82.32,84.33,86.35,85.64,6.53,2,78.37,16.83,106.56,19.8,145.07,22.94,9.6,1.61,4.53,61.54,86.76,122.13,7.99,8.33,88.12
"Patrik Elias","PATRIK.ELIAS","07-08","N.J","C/L","L",1976-04-13,31,73,249.32,92.19,89.78,90.63,91.32,90.74,24.42,2.07,234.97,26.75,325.73,33.66,420.21,39.96,26.66,2.72,22.35,208.22,292.07,380.25,23.94,10.39,92.26
"Patrik Elias","PATRIK.ELIAS","08-09","N.J","L","L",1976-04-13,32,76,253.37,93.95,93.34,93.41,93.69,93.15,31.19,2.01,281.37,20.07,375.37,26.5,468.85,31.56,35.34,2.6,29.18,261.3,348.87,437.29,32.74,11.09,89.99
"Patrik Elias","PATRIK.ELIAS","09-10","N.J","L","L",1976-04-13,33,56,140.53,100,83.77,81.34,84.93,87.32,12.17,0,106.22,20.58,138.26,31.72,189.87,33.68,12.74,1.85,12.17,85.64,106.54,156.19,10.89,11.46,100
"Patrik Elias","PATRIK.ELIAS","10-11","N.J","L","L",1976-04-13,34,78,206.4,74.48,89.19,90.78,91.88,88.52,15.64,5.36,185,22.43,260.75,26.48,350.12,30.96,19.35,2.51,10.28,162.57,234.27,319.16,16.84,8.45,76.1
"Patrik Elias","PATRIK.ELIAS","11-12","N.J","L","L",1976-04-13,35,80,256.93,80.14,84.28,85.14,86.83,84.05,28.24,7,219.31,40.92,293.46,51.21,394.44,59.84,27.88,5.29,21.24,178.39,242.25,334.6,22.59,12.88,82.89
"Patrik Elias","PATRIK.ELIAS","12-13","N.J","L","L",1976-04-13,36,48,148.63,92.75,92.36,91.9,91.64,91.84,12.67,0.99,145.83,12.07,196.34,17.3,258.65,23.59,16.1,1.43,11.68,133.76,179.04,235.06,14.67,8.69,91.8
"Patrik Elias","PATRIK.ELIAS","13-14","N.J","L","L",1976-04-13,37,65,151.88,84.94,76.82,77.13,80.29,77.61,18.05,3.2,108.23,32.65,139.16,41.27,188.76,46.35,11.65,3.36,14.85,75.58,97.89,142.41,8.29,16.68,90.2
"Patrik Elias","PATRIK.ELIAS","14-15","N.J","L","L",1976-04-13,38,65,129.95,78.64,79.26,83.48,86.47,82.53,11.08,3.01,94.49,24.73,129.45,25.61,171.49,26.84,12.38,2.62,8.07,69.76,103.84,144.65,9.76,11.73,87.83
"Patrik Elias","PATRIK.ELIAS","15-16","N.J","L","L",1976-04-13,39,16,52.77,100,89.42,86.43,85,90.51,3.25,0,37.85,4.48,48.14,7.56,58.84,10.38,4.77,0.5,3.25,33.37,40.58,48.46,4.27,8.59,100
"Patrik Laine","PATRIK.LAINE","16-17","WPG","R","R",1998-04-19,18,72,184.38,80.59,86.01,85.55,86.88,88.87,13.08,3.15,162.9,26.49,217.58,36.75,286.03,43.18,18.28,2.29,9.93,136.41,180.83,242.85,15.99,8.03,88.11
"Patrik Laine","PATRIK.LAINE","17-18","WPG","R","R",1998-04-19,19,80,237.18,87.79,82.88,84.61,86.2,88.55,36.37,5.06,238.78,49.34,331.94,60.39,412.85,66.12,27.61,3.57,31.31,189.44,271.55,346.73,24.04,15.23,89.74
"Patrik Laine","PATRIK.LAINE","18-19","WPG","R","R",1998-04-19,20,81,275.15,90.99,82.19,85.14,86.84,89.58,42.81,4.24,279.99,60.67,409.04,71.38,510.83,77.42,38.24,4.45,38.57,219.32,337.66,433.41,33.79,15.29,93.01
"Patrik Laine","PATRIK.LAINE","19-20","WPG","R","R",1998-04-19,21,64,208.35,93.8,82.76,85.82,87.55,90.16,32.09,2.12,221.22,46.09,302.07,49.93,373.87,53.16,27.2,2.97,29.97,175.13,252.14,320.71,24.23,14.51,95.4
"Paul Byron","PAUL.BYRON","17-18","MTL","L","L",1989-04-27,28,80,89,84.38,85.16,83.41,83.65,86.45,11.61,2.15,96.73,16.86,118.96,23.66,149.05,29.14,12.82,2.01,9.46,79.87,95.3,119.91,10.81,12,87.25
"Paul Byron","PAUL.BYRON","18-19","MTL","L","L",1989-04-27,29,52,60.17,100,85.75,84.7,87.79,80.41,6.06,0,50.37,8.37,74.62,13.48,104.6,14.55,5.5,1.34,6.06,42,61.14,90.05,4.16,12.03,100
"Paul Gaustad","PAUL.GAUSTAD","07-08","BUF","C","L",1982-02-03,25,81,228.03,87.35,79.57,82.01,84.47,81.91,20.79,3.01,178.85,45.93,246.45,54.05,326.23,59.99,19.25,4.25,17.78,132.92,192.4,266.24,15,11.62,93.45
"Paul Gaustad","PAUL.GAUSTAD","08-09","BUF","C","L",1982-02-03,26,61,120.02,93.39,89.14,89.06,90.25,92.22,14.26,1.01,90.47,11.02,124.3,15.27,176.4,19.05,9.24,0.78,13.25,79.45,109.03,157.35,8.46,15.76,90.83
"Paul Gaustad","PAUL.GAUSTAD","09-10","BUF","C","L",1982-02-03,27,65,146.55,100,79.17,81.66,82.96,81.05,13.39,0,121.82,32.05,164.43,36.92,219.8,45.16,13.64,3.19,13.39,89.77,127.51,174.64,10.45,10.99,100
"Paul Gaustad","PAUL.GAUSTAD","10-11","BUF","C","L",1982-02-03,28,81,62.17,56.4,77.17,81.19,82.52,81.82,4.23,3.27,43.51,12.87,67.78,15.7,88.29,18.7,4.77,1.06,0.96,30.64,52.08,69.59,3.71,9.72,74.59
"Paul Kariya","PAUL.KARIYA","07-08","STL","L","L",1974-10-16,32,81,313.55,73.26,77.6,79.1,82.45,79.78,27.21,9.93,196.96,56.87,280.71,74.17,377.67,80.38,23.51,5.96,17.28,140.09,206.54,297.29,17.55,13.81,82.54
"Paul Kariya","PAUL.KARIYA","09-10","STL","L","L",1974-10-16,34,75,186.72,80.07,87.39,88.53,88.85,89.63,15.99,3.98,177.06,25.56,245.51,31.81,339.37,42.57,20.82,2.41,12.01,151.5,213.7,296.8,18.41,9.03,84.43
"Paul Mara","PAUL.MARA","07-08","NYR","D","L",1979-09-07,28,61,134.27,100,88.91,89.62,89.87,90.88,11.1,0,122.77,15.31,176.46,20.43,216.21,24.37,15.85,1.59,11.1,107.46,156.03,191.84,14.26,9.04,100
"Paul Mara","PAUL.MARA","08-09","NYR","D","L",1979-09-07,29,76,193.42,80.86,84.5,87.53,89.3,87.27,17.87,4.23,145.59,26.7,223.82,31.9,299.08,35.84,20.43,2.98,13.64,118.89,191.92,263.24,17.45,12.27,84.16
"Paul Mara","PAUL.MARA","09-10","MTL","D","L",1979-09-07,30,41,69.47,100,86.81,88.4,89.04,90.97,9.56,0,55.56,8.44,81.58,10.7,102.68,12.64,7.35,0.73,9.56,47.12,70.88,90.04,6.62,17.21,100
"Paul Martin","PAUL.MARTIN","07-08","N.J","D","L",1981-03-05,26,72,261.72,88.94,91.67,91.92,92.12,91.08,24.12,3,242.97,22.07,331.28,29.12,425.65,36.43,28.08,2.75,21.12,220.9,302.16,389.22,25.33,9.93,86.41
"Paul Martin","PAUL.MARTIN","08-09","N.J","D","L",1981-03-05,27,72,233.53,96.86,90.5,90.58,90.52,91.64,31.11,1.01,256.27,26.91,337.4,35.1,419.6,43.95,30.93,2.82,30.1,229.36,302.3,375.65,28.11,12.14,96.25
"Paul Martin","PAUL.MARTIN","09-10","N.J","D","L",1981-03-05,28,21,64.28,100,89.68,91.72,93.48,96.17,4.95,0,52.91,6.09,78.18,7.06,101.05,7.05,7.53,0.3,4.95,46.82,71.12,94,7.23,9.36,100
"Paul Martin","PAUL.MARTIN","10-11","PIT","D","L",1981-03-05,29,77,230.7,89.77,89.89,88.84,88.9,89.15,19.12,2.18,182.71,20.56,253.61,31.85,348.73,43.53,20.62,2.51,16.94,162.15,221.76,305.2,18.11,10.46,89.4
"Paul Martin","PAUL.MARTIN","11-12","PIT","D","L",1981-03-05,30,71,131.45,73.77,79.44,81.01,82.95,78.73,8.07,2.87,99.76,25.82,144.47,33.87,198.54,40.82,10.7,2.89,5.2,73.94,110.6,157.72,7.81,8.09,88.88
"Paul Martin","PAUL.MARTIN","12-13","PIT","D","L",1981-03-05,31,33,106.55,93.86,94.66,92.94,92.44,95.36,15.44,1.01,99.88,5.64,140,10.64,191.02,15.63,12.95,0.63,14.43,94.24,129.36,175.39,12.32,15.46,82.09
"Paul Martin","PAUL.MARTIN","13-14","PIT","D","L",1981-03-05,32,39,116.37,96.16,92.56,91.65,91.75,94.44,21.78,0.87,133.66,10.74,175.77,16.01,224.04,20.15,15.64,0.92,20.91,122.92,159.76,203.89,14.72,16.3,91.9
"Paul Martin","PAUL.MARTIN","14-15","PIT","D","L",1981-03-05,33,70,120.8,70.16,86.42,88.05,88.42,86.01,6.77,2.88,98.71,15.51,134.27,18.23,190.21,24.9,11.74,1.91,3.89,83.2,116.04,165.31,9.83,6.86,81.43
"Paul Postma","PAUL.POSTMA","12-13","WPG","D","R",1989-02-22,23,33,54.93,85.75,90.17,86.52,89.6,84.85,6.08,1.01,36.06,3.93,49.82,7.76,66.5,7.72,3.36,0.6,5.07,32.13,42.06,58.78,2.76,16.86,74.3
"Paul Ranger","PAUL.RANGER","07-08","T.B","D","L",1984-09-12,23,71,93.43,100,89.52,88.05,88.06,94.39,10.71,0,93.32,10.92,117.65,15.96,152.79,20.72,9.93,0.59,10.71,82.4,101.69,132.07,9.34,11.48,100
"Paul Ranger","PAUL.RANGER","08-09","T.B","D","L",1984-09-12,24,42,87.68,81.01,81.14,84.37,86.73,79.76,8.83,2.07,78.32,18.21,109.2,20.23,132.32,20.24,8.04,2.04,6.76,60.11,88.97,112.08,6,11.27,88.63
"Paul Stastny","PAUL.STASTNY","07-08","COL","C","L",1985-12-27,21,66,260.93,100,88.17,86.78,87.68,92.04,25.3,0,211.31,28.34,277.94,42.34,362.11,50.88,26.02,2.25,25.3,182.97,235.6,311.23,23.77,11.97,100
"Paul Stastny","PAUL.STASTNY","08-09","COL","C","L",1985-12-27,22,45,170.02,91.73,87.01,87.31,88.55,89.41,22.08,1.99,134.19,20.04,179.31,26.06,232.37,30.06,17.06,2.02,20.09,114.15,153.25,202.31,15.04,16.45,90.07
"Paul Stastny","PAUL.STASTNY","09-10","COL","C","L",1985-12-27,23,81,279.83,88.62,85.12,86.01,88.2,91.49,31.16,4,247.52,43.27,332.23,54.06,482.22,64.52,33.34,3.1,27.16,204.25,278.17,417.7,30.24,12.59,90.76
"Paul Stastny","PAUL.STASTNY","10-11","COL","C","L",1985-12-27,24,73,208.45,75.7,86.32,87.08,88.17,90.03,23.24,7.46,185.11,29.34,245.84,36.49,314.91,42.27,24.01,2.66,15.78,155.77,209.35,272.64,21.35,12.55,74.57
"Paul Stastny","PAUL.STASTNY","11-12","COL","C","L",1985-12-27,25,71,177.33,90.44,88.4,88.25,89.65,88.24,26.49,2.8,187.08,24.54,240.3,31.98,311.61,35.96,23.57,3.14,23.69,162.54,208.32,275.65,20.43,14.16,88.59
"Paul Stastny","PAUL.STASTNY","12-13","COL","C","L",1985-12-27,26,40,99.38,100,84.71,85.08,87.23,87.72,11.8,0,85.97,15.52,118.97,20.86,157.26,23.02,10.86,1.52,11.8,70.45,98.11,134.24,9.34,13.73,100
"Paul Stastny","PAUL.STASTNY","13-14","COL","C","L",1985-12-27,27,68,155.2,100,86.34,86.91,86.86,93.23,15.98,0,121.3,19.19,157.62,23.75,204.7,30.96,15.56,1.13,15.98,102.11,133.87,173.74,14.43,13.17,100
"Paul Stastny","PAUL.STASTNY","14-15","STL","C","L",1985-12-27,28,70,167.03,100,90.18,91.7,91.11,93,26.25,0,173.65,18.9,232.1,21,297.41,29.01,20.6,1.55,26.25,154.75,211.1,268.4,19.05,15.12,100
"Paul Stastny","PAUL.STASTNY","15-16","STL","C","L",1985-12-27,29,61,141.63,93.03,85.18,87.36,88.56,88.16,24.81,1.86,123.25,21.44,173.14,25.05,223.03,28.81,13.62,1.83,22.95,101.81,148.09,194.22,11.79,20.13,91.32
"Paul Stastny","PAUL.STASTNY","16-17","STL","C","L",1985-12-27,30,64,162.92,94.96,89.55,89.72,90.03,93.46,19.03,1.01,157.79,18.41,214.27,24.54,269.13,29.79,18,1.26,18.02,139.38,189.73,239.34,16.74,12.06,94.51
"Paul Stastny","PAUL.STASTNY","17-18","STL","C","L",1985-12-27,31,62,164.78,74.89,83,83.82,86.05,87.43,15.06,5.05,174.4,35.72,218.78,42.23,297.77,48.26,19.41,2.79,10.01,138.68,176.55,249.51,16.62,8.64,85.86
"Paul Stastny","PAUL.STASTNY","18-19","VGK","C","L",1985-12-27,32,50,96.25,80.19,89.19,89.35,89.27,92.17,8.58,2.12,78.14,9.47,119.54,14.25,151.97,18.27,11.07,0.94,6.46,68.67,105.29,133.7,10.13,10.98,77.61
"Paul Stastny","PAUL.STASTNY","19-20","VGK","C","L",1985-12-27,33,69,161.23,96.41,89.95,92.14,93.42,91.29,24.96,0.93,181.97,20.34,249.22,21.25,330.88,23.29,22.74,2.17,24.03,161.63,227.97,307.59,20.57,13.72,95.43
"Pavel Buchnevich","PAVEL.BUCHNEVICH","16-17","NYR","L","L",1995-04-17,21,38,76.02,90.02,80.07,85.01,86.89,87.03,7.85,0.87,59.84,14.89,90.78,16.01,119.08,17.96,9.33,1.39,6.98,44.95,74.77,101.12,7.94,13.12,94.16
"Pavel Buchnevich","PAVEL.BUCHNEVICH","17-18","NYR","L","L",1995-04-17,22,72,192.77,93.66,86.82,87.37,89.12,91.89,25.57,1.73,181.14,27.49,258.07,37.29,346.72,42.32,23.35,2.06,23.84,153.65,220.78,304.4,21.29,14.12,93.71
"Pavel Buchnevich","PAVEL.BUCHNEVICH","18-19","NYR","L","L",1995-04-17,23,61,122.45,84.88,78.1,80.62,82.71,83.29,18.53,3.3,104.44,29.29,140.62,33.8,185.46,38.78,13.26,2.66,15.23,75.15,106.82,146.68,10.6,17.74,88.73
"Pavel Buchnevich","PAVEL.BUCHNEVICH","19-20","NYR","L","L",1995-04-17,24,67,147.1,84.79,78.54,82.86,85.72,89.34,18.4,3.3,131.58,35.96,179.07,37.05,238.86,39.79,16.68,1.99,15.1,95.62,142.02,199.07,14.69,13.98,90.82
"Pavel Datsyuk","PAVEL.DATSYUK","07-08","DET","C","L",1978-07-20,29,82,325.53,90.69,90.1,89.88,90.39,93.65,46.96,4.82,354.13,38.89,479.69,53.99,620.89,65.99,42.65,2.89,42.14,315.24,425.7,554.9,39.76,13.26,87.61
"Pavel Datsyuk","PAVEL.DATSYUK","08-09","DET","C","L",1978-07-20,30,80,246.68,95.23,91.63,92.24,92.41,95.22,45.09,2.26,273.25,24.95,393.43,33.1,501.25,41.19,33.83,1.7,42.83,248.3,360.33,460.06,32.13,16.5,90.94
"Pavel Datsyuk","PAVEL.DATSYUK","09-10","DET","C","L",1978-07-20,31,79,254.25,97.13,88.32,90.88,91.67,93.94,31.42,0.93,245.11,32.42,374.49,37.57,503.21,45.74,31.33,2.02,30.49,212.69,336.92,457.47,29.31,12.82,97.13
"Pavel Datsyuk","PAVEL.DATSYUK","10-11","DET","C","L",1978-07-20,32,54,167.03,86.78,85.44,87.59,89.37,89.79,20.42,3.11,146.11,24.9,231.67,32.82,300.16,35.72,20.49,2.33,17.31,121.21,198.85,264.44,18.16,13.98,87.51
"Pavel Datsyuk","PAVEL.DATSYUK","11-12","DET","C","L",1978-07-20,33,69,202.12,96.57,94.42,93.31,93.8,95.52,24.5,0.87,191.01,11.28,283.35,20.3,380.09,25.14,24.07,1.13,23.63,179.73,263.05,354.95,22.94,12.83,92.29
"Pavel Datsyuk","PAVEL.DATSYUK","12-13","DET","C","L",1978-07-20,34,47,157.15,85.75,84.03,86.58,89.29,88.33,24.49,4.07,148.52,28.23,220.13,34.12,285.79,34.28,20.28,2.68,20.42,120.29,186.01,251.51,17.6,16.49,85.58
"Pavel Datsyuk","PAVEL.DATSYUK","13-14","DET","C","L",1978-07-20,35,43,128.28,94.73,90.47,92.14,92.51,91.65,18.15,1.01,135.11,14.23,194.25,16.56,239.44,19.39,16.91,1.54,17.14,120.88,177.69,220.05,15.37,13.43,92.9
"Pavel Datsyuk","PAVEL.DATSYUK","14-15","DET","C","L",1978-07-20,36,63,169.05,89.9,84.97,86.88,88.52,90.2,28.3,3.18,160.55,28.4,227.08,34.29,295.12,38.27,23.47,2.55,25.12,132.15,192.79,256.85,20.92,17.63,88.8
"Pavel Datsyuk","PAVEL.DATSYUK","15-16","DET","C","L",1978-07-20,37,65,179.02,90.72,86.32,86.76,88.95,89.4,19.66,2.01,171.66,27.21,239.47,36.55,317.57,39.44,24.12,2.86,17.65,144.45,202.92,278.13,21.26,11.45,92.61
"Pavel Kubina","PAVEL.KUBINA","07-08","TOR","D","R",1977-04-15,30,72,238.88,87.57,81.28,82.76,84.86,88.62,30.87,4.38,200.33,46.13,275.1,57.31,371.51,66.28,24.37,3.13,26.49,154.2,217.79,305.23,21.24,15.41,90.51
"Pavel Kubina","PAVEL.KUBINA","08-09","TOR","D","R",1977-04-15,31,80,268.33,91.31,88.88,89.51,91.44,92.65,33.64,3.2,255.65,32,349.3,40.93,467.06,43.7,31.78,2.52,30.44,223.65,308.37,423.36,29.26,13.16,90
"Pavel Kubina","PAVEL.KUBINA","09-10","ATL","D","R",1977-04-15,32,76,170.98,88.32,83.41,84.22,85.83,83.44,15.66,2.07,121.01,24.06,164.85,30.89,226.99,37.49,14.36,2.85,13.59,96.95,133.96,189.5,11.51,12.94,91.4
"Pavel Kubina","PAVEL.KUBINA","10-11","T.B","D","R",1977-04-15,33,78,184.2,86.13,78.8,80.01,81.95,82.94,12.92,2.08,123.03,33.1,178.54,44.6,250.57,55.2,14.93,3.07,10.84,89.93,133.94,195.37,11.86,10.5,93.72
"Pavel Kubina","PAVEL.KUBINA","11-12","T.B","D","R",1977-04-15,34,51,67.65,80.43,74.08,73.22,72.94,80.71,4.85,1.18,41.87,14.65,58.3,21.32,76.89,28.53,4.35,1.04,3.67,27.22,36.98,48.36,3.31,11.58,91.95
"Pavel Zacha","PAVEL.ZACHA","16-17","N.J","C","L",1997-04-06,19,69,125.33,79.63,82.53,85.72,87.14,84.03,17.08,4.37,100.08,21.18,134.47,22.41,165.75,24.47,12.31,2.34,12.71,78.9,112.06,141.28,9.97,17.07,79.37
"Pavel Zacha","PAVEL.ZACHA","17-18","N.J","C","L",1997-04-06,20,67,89.42,76.94,79.28,80.3,82.93,83.11,7.54,2.26,79.28,20.72,105.92,25.98,131.58,27.09,9.35,1.9,5.28,58.56,79.94,104.49,7.45,9.51,89.09
"Pavel Zacha","PAVEL.ZACHA","18-19","N.J","C","L",1997-04-06,21,60,102.83,91.66,77.96,77.92,78.66,85.59,10.88,0.99,86.22,24.37,115.17,32.64,145.44,39.45,11.58,1.95,9.89,61.85,82.53,105.99,9.63,12.62,95.94
"Pavel Zacha","PAVEL.ZACHA","19-20","N.J","C","L",1997-04-06,22,64,103.47,84.59,81.18,81.55,83.14,79.17,12.02,2.19,87.97,20.4,111.09,25.13,147.92,30,9.58,2.52,9.83,67.57,85.96,117.92,7.06,13.66,89.26
"Pavol Demitra","PAVOL.DEMITRA","07-08","MIN","R","L",1974-11-29,32,67,222.45,81.38,84.31,84.93,87.03,88.56,22.37,5.12,188.1,35.01,257.79,45.74,325.11,48.46,22.06,2.85,17.25,153.09,212.05,276.65,19.21,11.89,85.38
"Pavol Demitra","PAVOL.DEMITRA","08-09","VAN","R","L",1974-11-29,33,68,224.68,83.98,83.71,84.18,85.89,91.01,19.55,3.73,167.56,32.61,244.08,45.86,342.91,56.31,23.29,2.3,15.82,134.95,198.22,286.6,20.99,11.67,88.56
"Pavol Demitra","PAVOL.DEMITRA","09-10","VAN","R","L",1974-11-29,34,28,63.55,90.95,84.84,87.45,88.79,84.79,10.85,1.08,61.51,10.99,83.58,11.99,101.92,12.87,6.8,1.22,9.77,50.52,71.59,89.05,5.58,17.64,90.17
"Peter Harrold","PETER.HARROLD","08-09","L.A","D","R",1983-06-08,25,68,161.07,92.72,91.06,90.17,90.98,90.31,12.87,1.01,137.43,13.49,210.6,22.96,283.64,28.12,17.62,1.89,11.86,123.94,187.64,255.52,15.73,9.36,92.51
"Peter Holland","PETER.HOLLAND","14-15","TOR","C","L",1991-01-14,23,62,68.37,56.44,72.79,75.93,78,78.6,4.12,3.18,34.94,13.06,53.95,17.1,70.2,19.8,4.26,1.16,0.94,21.88,36.85,50.4,3.1,11.79,75.65
"Peter Holland","PETER.HOLLAND","15-16","TOR","C","L",1991-01-14,24,62,153.07,81.25,85.91,89.8,89.24,92.81,13.82,3.19,124.25,20.37,206.26,23.44,272.25,32.82,19.11,1.48,10.63,103.88,182.82,239.43,17.63,11.12,84.34
"Peter Mueller","PETER.MUELLER","07-08","ARI","C","R",1988-04-14,19,80,291.4,90.89,78.78,80.16,83.46,85.18,31.21,3.13,208.31,56.1,290,71.76,392.3,77.74,24.65,4.29,28.08,152.21,218.24,314.56,20.36,14.98,94.42
"Peter Mueller","PETER.MUELLER","08-09","ARI","C","R",1988-04-14,20,69,224.63,100,82.18,81.06,83.17,84.44,21.83,0,188.26,40.82,270.51,63.2,348.41,70.5,21.6,3.98,21.83,147.44,207.31,277.91,17.62,11.6,100
"Peter Mueller","PETER.MUELLER","09-10","ARI","C","R",1988-04-14,21,53,105.02,71.43,70.72,78.58,80.9,68.09,5.2,2.08,52.17,21.6,83.16,22.67,109.34,25.82,6.06,2.84,3.12,30.57,60.49,83.52,3.22,9.97,90.37
"Peter Mueller","PETER.MUELLER","12-13","FLA","C","R",1988-04-14,24,42,95.65,100,89.28,88.46,87.87,95.67,14.78,0,74.87,8.99,94.96,12.39,112.16,15.49,8.84,0.4,14.78,65.88,82.57,96.67,8.44,19.74,100
"Peter Regin","PETER.REGIN","09-10","OTT","C","L",1986-04-16,23,73,97.23,100,85.33,85.51,86.96,88.59,5.66,0,70.9,12.19,97.93,16.6,135.5,20.32,8.31,1.07,5.66,58.71,81.33,115.18,7.24,7.98,100
"Peter Regin","PETER.REGIN","10-11","OTT","C","L",1986-04-16,24,55,55.22,100,89.81,85.22,88.95,83.74,3.92,0,44.08,5,58.57,10.16,81.89,10.17,5.82,1.13,3.92,39.08,48.41,71.72,4.69,8.89,100
"Peter Schaefer","PETER.SCHAEFER","07-08","BOS","L","L",1977-07-12,30,61,108.65,84.82,76.2,79.64,81.07,78.71,11.23,2.01,73.45,22.94,97.52,24.93,125.7,29.36,7.47,2.02,9.22,50.51,72.59,96.34,5.45,15.29,91.24
"Petr Prucha","PETR.PRUCHA","07-08","NYR","C/R","R",1982-09-14,25,62,99.35,100,85.05,87.65,88.06,90.7,11.13,0,79.02,13.89,113.34,15.97,141.3,19.16,10.63,1.09,11.13,65.13,97.37,122.14,9.54,14.09,100
"Petr Prucha","PETR.PRUCHA","08-09","ARI","R","R",1982-09-14,26,18,55.4,100,87.27,84.91,84.37,90.52,2.88,0,49.08,7.16,68.2,12.12,83.66,15.5,5.92,0.62,2.88,41.92,56.08,68.16,5.3,5.87,100
"Petr Prucha","PETR.PRUCHA","09-10","ARI","R","R",1982-09-14,27,77,148.05,84.89,86.2,87.06,88.47,86.97,16.8,2.99,118.79,19.02,162.61,24.17,211.13,27.51,15.08,2.26,13.81,99.77,138.44,183.62,12.82,14.14,84.28
"Petr Sykora","PETR.SYKORA","07-08","PIT","R","L",1976-11-19,30,81,297.4,85.94,83.3,83.15,84.49,88.2,40.83,6.68,258.91,51.91,357.25,72.4,480.52,88.21,31.38,4.2,34.15,207,284.85,392.31,27.18,15.77,87.13
"Petr Sykora","PETR.SYKORA","08-09","PIT","R","L",1976-11-19,31,76,257.97,80.41,82.04,82.93,83.8,81.97,31.73,7.73,209.08,45.78,282.22,58.08,389.47,75.29,26.15,5.75,24,163.3,224.14,314.18,20.4,15.18,83.11
