"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS","NZS","DZS","OTF","OZF","NZF","DZF","Ice_F","Ice_A"
"John-Michael Liles","JOHN-MICHAEL.LILES","08-09","COL","D","L",1980-11-25,27,75,290.7,3.88,63.27,150,31,2,59,247,49,11,3,0
"John-Michael Liles","JOHN-MICHAEL.LILES","09-10","COL","D","L",1980-11-25,28,59,184.32,3.12,57.37,104,21,1,30,178,33,8,2,0
"John-Michael Liles","JOHN-MICHAEL.LILES","10-11","COL","D","L",1980-11-25,29,75,230.38,3.07,58.45,123,22,2,45,237,39,8,1,0
"John-Michael Liles","JOHN-MICHAEL.LILES","11-12","TOR","D","L",1980-11-25,30,63,205.12,3.26,62.86,106,21,2,31,188,37,10,1,0
"John-Michael Liles","JOHN-MICHAEL.LILES","12-13","TOR","D","L",1980-11-25,31,32,68.03,2.13,38.35,21,10,3,41,38,17,5,1,0
"John-Michael Liles","JOHN-MICHAEL.LILES","13-14","CAR","D","L",1980-11-25,32,34,86.63,2.55,49.84,41,6,0,20,84,13,1,1,0
"John-Michael Liles","JOHN-MICHAEL.LILES","14-15","CAR","D","L",1980-11-25,33,53,108.53,2.05,40.96,56,11,1,59,92,15,7,2,0
"John-Michael Liles","JOHN-MICHAEL.LILES","15-16","CAR","D","L",1980-11-25,34,62,116.92,1.89,35.82,51,11,2,73,86,17,3,0,0
"John-Michael Liles","JOHN-MICHAEL.LILES","16-17","BOS","D","L",1980-11-25,35,35,56.83,1.62,34,20,8,0,38,37,13,3,1,0
"John Carlson","JOHN.CARLSON","10-11","WSH","D","R",1990-01-10,20,79,174.93,2.21,42.93,76,22,3,58,156,47,5,1,0
"John Carlson","JOHN.CARLSON","11-12","WSH","D","R",1990-01-10,21,78,116.37,1.49,30.36,41,16,5,97,78,27,15,4,0
"John Carlson","JOHN.CARLSON","12-13","WSH","D","R",1990-01-10,22,48,102.05,2.13,41.64,41,17,2,43,80,25,5,1,0
"John Carlson","JOHN.CARLSON","13-14","WSH","D","R",1990-01-10,23,81,247.62,3.06,57.75,119,31,6,38,246,51,21,7,0
"John Carlson","JOHN.CARLSON","14-15","WSH","D","R",1990-01-10,24,80,138.4,1.73,38.94,70,14,3,67,144,30,7,0,0
"John Carlson","JOHN.CARLSON","15-16","WSH","D","R",1990-01-10,25,55,174.62,3.17,62.2,84,14,0,24,168,23,15,9,0
"John Carlson","JOHN.CARLSON","16-17","WSH","D","R",1990-01-10,26,70,183.35,2.62,53.22,86,15,4,52,160,27,15,5,1
"John Carlson","JOHN.CARLSON","17-18","WSH","D","R",1990-01-10,27,79,290.53,3.68,76.24,130,20,0,9,268,42,12,10,0
"John Carlson","JOHN.CARLSON","18-19","WSH","D","R",1990-01-10,28,79,320.05,4.05,83.46,142,15,0,14,301,47,8,6,0
"John Carlson","JOHN.CARLSON","19-20","WSH","D","R",1990-01-10,29,68,256.52,3.77,73.37,102,13,0,13,239,27,12,13,0
"John Klingberg","JOHN.KLINGBERG","14-15","DAL","D","R",1992-08-14,22,64,184.88,2.89,51.72,84,18,5,50,180,34,15,6,0
"John Klingberg","JOHN.KLINGBERG","15-16","DAL","D","R",1992-08-14,23,75,232.28,3.1,60.95,114,32,2,39,253,58,9,2,0
"John Klingberg","JOHN.KLINGBERG","16-17","DAL","D","R",1992-08-14,24,79,234.72,2.97,60.76,119,27,5,51,214,41,15,5,0
"John Klingberg","JOHN.KLINGBERG","17-18","DAL","D","R",1992-08-14,25,78,280.17,3.59,74.29,126,28,1,29,268,50,9,4,0
"John Klingberg","JOHN.KLINGBERG","18-19","DAL","D","R",1992-08-14,26,63,181.37,2.88,69.63,89,12,1,28,195,23,9,3,0
"John Klingberg","JOHN.KLINGBERG","19-20","DAL","D","R",1992-08-14,27,54,140.78,2.61,52.4,70,13,2,55,123,30,8,6,0
"John Madden","JOHN.MADDEN","07-08","N.J","C","L",1973-05-04,34,79,68.42,0.87,13.77,24,14,3,82,37,24,6,1,0
"John Mitchell","JOHN.MITCHELL","08-09","TOR","C","L",1985-01-22,23,75,74.97,1,16.49,31,10,4,46,53,13,7,0,0
"John Mitchell","JOHN.MITCHELL","09-10","TOR","C","L",1985-01-22,24,60,83.17,1.39,21.78,29,11,2,55,42,19,6,1,0
"John Mitchell","JOHN.MITCHELL","12-13","COL","C","L",1985-01-22,27,47,83.83,1.78,39.15,46,9,2,44,63,15,4,0,0
"John Mitchell","JOHN.MITCHELL","13-14","COL","C","L",1985-01-22,28,73,78.33,1.07,20.66,33,11,5,38,55,19,6,2,0
"John Mitchell","JOHN.MITCHELL","14-15","COL","C","L",1985-01-22,29,67,63.73,0.95,20.06,28,2,1,56,48,8,7,3,0
"John Moore","JOHN.MOORE","13-14","NYR","D","L",1990-11-19,22,73,78.52,1.08,20.51,36,15,7,57,58,18,10,2,0
"John Moore","JOHN.MOORE","15-16","N.J","D","L",1990-11-19,24,72,101.37,1.41,27.88,49,19,2,49,80,23,7,1,0
"John Moore","JOHN.MOORE","16-17","N.J","D","L",1990-11-19,25,62,71.37,1.15,21.94,33,6,3,45,52,11,7,0,0
"John Tavares","JOHN.TAVARES","09-10","NYI","C","L",1990-09-20,18,79,319.3,4.04,62.85,170,30,0,50,291,45,4,1,0
"John Tavares","JOHN.TAVARES","10-11","NYI","C","L",1990-09-20,19,79,256.48,3.25,56.74,135,23,5,47,239,45,12,1,0
"John Tavares","JOHN.TAVARES","11-12","NYI","C","L",1990-09-20,20,78,246.87,3.17,63.87,111,22,0,28,236,46,6,1,0
"John Tavares","JOHN.TAVARES","12-13","NYI","C","L",1990-09-20,21,45,147.82,3.28,65.53,78,15,2,19,152,23,8,1,1
"John Tavares","JOHN.TAVARES","13-14","NYI","C","L",1990-09-20,22,59,221.2,3.75,70.07,105,17,0,12,196,32,4,3,0
"John Tavares","JOHN.TAVARES","14-15","NYI","C","L",1990-09-20,23,82,280.98,3.43,67.25,158,21,0,21,278,44,5,2,0
"John Tavares","JOHN.TAVARES","15-16","NYI","C","L",1990-09-20,24,76,230.92,3.04,65.33,136,19,1,16,241,33,5,1,0
"John Tavares","JOHN.TAVARES","16-17","NYI","C","L",1990-09-20,25,75,217.7,2.9,63.45,120,19,1,25,225,27,12,3,0
"John Tavares","JOHN.TAVARES","17-18","NYI","C","L",1990-09-20,26,81,247.43,3.05,61.8,134,19,3,20,248,31,12,0,0
"John Tavares","JOHN.TAVARES","18-19","TOR","C","L",1990-09-20,27,78,206.8,2.65,59.01,118,17,3,50,205,29,6,0,0
"John Tavares","JOHN.TAVARES","19-20","TOR","C","L",1990-09-20,28,61,175.8,2.88,66.06,98,5,0,11,191,17,6,3,0
"Johnny Boychuk","JOHNNY.BOYCHUK","09-10","BOS","D","R",1984-01-19,25,51,60.3,1.18,24.18,21,6,2,44,40,14,4,1,0
"Johnny Boychuk","JOHNNY.BOYCHUK","10-11","BOS","D","R",1984-01-19,26,66,69.93,1.06,19.71,29,15,3,45,57,21,7,1,1
"Johnny Boychuk","JOHNNY.BOYCHUK","14-15","NYI","D","R",1984-01-19,30,72,175.48,2.44,47.91,107,14,0,48,167,32,4,2,0
"Johnny Boychuk","JOHNNY.BOYCHUK","15-16","NYI","D","R",1984-01-19,31,67,59.02,0.88,18.81,23,10,3,46,35,15,3,0,0
"Johnny Boychuk","JOHNNY.BOYCHUK","16-17","NYI","D","R",1984-01-19,32,64,101.17,1.58,35.29,32,12,3,76,59,22,10,4,0
"Johnny Boychuk","JOHNNY.BOYCHUK","18-19","NYI","D","R",1984-01-19,34,72,50,0.69,14.77,22,5,2,44,33,9,4,0,0
"Johnny Gaudreau","JOHNNY.GAUDREAU","14-15","CGY","L","L",1993-08-13,21,79,215.87,2.73,52.32,125,23,4,70,197,33,9,2,0
"Johnny Gaudreau","JOHNNY.GAUDREAU","15-16","CGY","L","L",1993-08-13,22,78,264.9,3.4,63.39,144,35,1,52,265,49,8,3,1
"Johnny Gaudreau","JOHNNY.GAUDREAU","16-17","CGY","L","L",1993-08-13,23,70,220.98,3.16,58.48,120,17,0,30,235,25,3,1,0
"Johnny Gaudreau","JOHNNY.GAUDREAU","17-18","CGY","L","L",1993-08-13,24,79,265.1,3.36,63.24,128,19,1,27,260,35,8,3,1
"Johnny Gaudreau","JOHNNY.GAUDREAU","18-19","CGY","L","L",1993-08-13,25,80,262,3.27,60.12,130,30,3,50,225,42,5,2,0
"Johnny Gaudreau","JOHNNY.GAUDREAU","19-20","CGY","L","L",1993-08-13,26,68,189.5,2.79,62.74,109,16,1,20,194,27,2,0,0
"Johnny Oduya","JOHNNY.ODUYA","07-08","N.J","D","L",1981-10-01,25,74,148.35,2,31.52,52,41,5,51,92,59,6,0,0
"Johnny Oduya","JOHNNY.ODUYA","08-09","N.J","D","L",1981-10-01,26,81,72.73,0.9,15.12,34,6,7,58,54,8,7,0,0
"Johnny Oduya","JOHNNY.ODUYA","09-10","N.J","D","L",1981-10-01,27,39,62.92,1.61,32.46,26,10,2,44,35,13,3,0,0
"Johnny Oduya","JOHNNY.ODUYA","10-11","ATL","D","L",1981-10-01,28,81,66.52,0.82,15.31,19,20,4,79,34,27,8,1,0
"Jon Merrill","JON.MERRILL","13-14","N.J","D","L",1992-02-03,21,52,76.3,1.47,32.45,31,11,4,45,50,15,4,0,0
"Jon Merrill","JON.MERRILL","14-15","N.J","D","L",1992-02-03,22,64,65,1.02,23.55,23,12,2,42,37,16,3,1,0
"Jon Sim","JON.SIM","08-09","NYI","L","L",1977-09-29,30,49,72.77,1.49,22.65,24,9,5,70,41,14,8,0,0
"Jonas Brodin","JONAS.BRODIN","12-13","MIN","D","L",1993-07-12,19,43,58.22,1.35,25.84,28,9,2,48,41,12,3,1,0
"Jonas Brodin","JONAS.BRODIN","13-14","MIN","D","L",1993-07-12,20,78,112,1.44,28.1,35,15,11,106,54,30,17,0,0
"Jonas Brodin","JONAS.BRODIN","14-15","MIN","D","L",1993-07-12,21,69,67.82,0.98,18.9,24,11,5,81,47,16,7,0,0
"Jonas Brodin","JONAS.BRODIN","16-17","MIN","D","L",1993-07-12,23,68,102.85,1.51,32.03,70,13,2,46,90,17,7,2,0
"Jonas Brodin","JONAS.BRODIN","17-18","MIN","D","L",1993-07-12,24,72,56.77,0.79,16.5,26,6,0,41,45,10,0,0,0
"Jonas Holos","JONAS.HOLOS","10-11","COL","D","R",1987-08-27,23,38,63.43,1.67,32.81,29,13,3,33,50,17,8,0,0
"Jonathan Cheechoo","JONATHAN.CHEECHOO","07-08","S.J","R","R",1980-07-15,27,69,215.83,3.13,44.54,68,52,2,76,133,85,11,2,0
"Jonathan Cheechoo","JONATHAN.CHEECHOO","08-09","S.J","R","R",1980-07-15,28,66,130.47,1.98,31.78,82,19,4,72,107,30,7,0,0
"Jonathan Cheechoo","JONATHAN.CHEECHOO","09-10","OTT","R","R",1980-07-15,29,59,64.7,1.1,20.33,32,7,1,39,52,16,3,0,0
"Jonathan Drouin","JONATHAN.DROUIN","14-15","T.B","L","L",1995-03-28,19,68,133.38,1.96,34.94,64,18,3,59,95,22,5,0,0
"Jonathan Drouin","JONATHAN.DROUIN","16-17","T.B","L","L",1995-03-28,21,73,212.27,2.91,58.59,109,22,5,47,178,40,11,3,0
"Jonathan Drouin","JONATHAN.DROUIN","17-18","MTL","L","L",1995-03-28,22,75,238.6,3.18,64.38,149,25,0,22,245,45,3,2,0
"Jonathan Drouin","JONATHAN.DROUIN","18-19","MTL","L","L",1995-03-28,23,77,219.52,2.85,58.98,127,21,1,37,215,42,3,1,0
"Jonathan Drouin","JONATHAN.DROUIN","19-20","MTL","L","L",1995-03-28,24,26,60.15,2.31,46.06,30,8,1,21,55,13,6,2,0
"Jonathan Huberdeau","JONATHAN.HUBERDEAU","12-13","FLA","C","L",1993-06-04,19,47,110.93,2.36,49.09,53,12,3,50,79,23,5,0,0
"Jonathan Huberdeau","JONATHAN.HUBERDEAU","13-14","FLA","C","L",1993-06-04,20,69,130.45,1.89,32.16,62,15,4,78,102,25,10,1,0
"Jonathan Huberdeau","JONATHAN.HUBERDEAU","14-15","FLA","C","L",1993-06-04,21,79,173.63,2.2,45.46,103,20,8,68,158,32,13,2,0
"Jonathan Huberdeau","JONATHAN.HUBERDEAU","15-16","FLA","C","L",1993-06-04,22,74,194.38,2.63,49.21,87,18,6,72,153,35,14,2,0
"Jonathan Huberdeau","JONATHAN.HUBERDEAU","16-17","FLA","C","L",1993-06-04,23,30,72.07,2.4,48.42,54,5,1,25,79,8,5,3,0
"Jonathan Huberdeau","JONATHAN.HUBERDEAU","17-18","FLA","C","L",1993-06-04,24,80,266.98,3.34,65.59,141,40,2,29,253,60,9,3,0
"Jonathan Huberdeau","JONATHAN.HUBERDEAU","18-19","FLA","C","L",1993-06-04,25,82,270.32,3.3,64.22,130,28,3,32,256,44,8,2,0
"Jonathan Huberdeau","JONATHAN.HUBERDEAU","19-20","FLA","C","L",1993-06-04,26,69,240.42,3.48,70.54,112,24,3,21,237,35,8,3,0
"Jonathan Marchessault","JONATHAN.MARCHESSAULT","15-16","T.B","C","R",1990-12-27,24,44,120.03,2.73,45.9,59,15,2,39,84,22,4,0,0
"Jonathan Marchessault","JONATHAN.MARCHESSAULT","16-17","FLA","C","R",1990-12-27,25,73,191.15,2.62,47.39,118,19,5,65,189,31,11,3,0
"Jonathan Marchessault","JONATHAN.MARCHESSAULT","17-18","VGK","C","R",1990-12-27,26,75,184.32,2.46,49.43,91,16,4,57,169,23,7,0,0
"Jonathan Marchessault","JONATHAN.MARCHESSAULT","18-19","VGK","C","R",1990-12-27,27,82,210.6,2.57,55.27,109,24,1,40,200,35,5,4,0
"Jonathan Marchessault","JONATHAN.MARCHESSAULT","19-20","VGK","C","R",1990-12-27,28,64,139.43,2.18,48.33,77,9,1,48,150,22,2,1,0
"Jonathan Toews","JONATHAN.TOEWS","07-08","CHI","C","L",1988-04-29,19,63,202.23,3.21,47.84,102,50,5,55,156,78,13,2,1
"Jonathan Toews","JONATHAN.TOEWS","08-09","CHI","C","L",1988-04-29,20,82,301.52,3.68,53.94,180,39,5,74,299,52,16,2,0
"Jonathan Toews","JONATHAN.TOEWS","09-10","CHI","C","L",1988-04-29,21,75,212.65,2.84,52.75,130,21,5,50,220,35,7,0,0
"Jonathan Toews","JONATHAN.TOEWS","10-11","CHI","C","L",1988-04-29,22,79,230.68,2.92,55.7,144,18,1,49,256,39,8,1,0
"Jonathan Toews","JONATHAN.TOEWS","11-12","CHI","C","L",1988-04-29,23,58,182.23,3.14,57.94,94,18,1,43,172,29,6,1,0
"Jonathan Toews","JONATHAN.TOEWS","12-13","CHI","C","L",1988-04-29,24,46,115.68,2.51,47.44,59,11,1,54,99,17,5,2,1
"Jonathan Toews","JONATHAN.TOEWS","13-14","CHI","C","L",1988-04-29,25,75,228.5,3.05,59.95,151,25,2,32,236,40,6,1,1
"Jonathan Toews","JONATHAN.TOEWS","14-15","CHI","C","L",1988-04-29,26,79,258.82,3.28,60.26,149,32,0,25,268,44,2,1,0
"Jonathan Toews","JONATHAN.TOEWS","15-16","CHI","C","L",1988-04-29,27,80,180.6,2.26,48.7,95,26,2,72,149,35,5,1,0
"Jonathan Toews","JONATHAN.TOEWS","16-17","CHI","C","L",1988-04-29,28,71,174.77,2.46,53.42,104,9,4,37,160,16,10,4,0
"Jonathan Toews","JONATHAN.TOEWS","17-18","CHI","C","L",1988-04-29,29,74,225.82,3.05,53.42,130,13,4,61,199,28,6,0,0
"Jonathan Toews","JONATHAN.TOEWS","18-19","CHI","C","L",1988-04-29,30,80,251.43,3.14,66.44,119,20,3,20,239,34,15,8,0
"Jonathan Toews","JONATHAN.TOEWS","19-20","CHI","C","L",1988-04-29,31,69,217.4,3.15,62.86,112,17,1,24,232,32,7,1,0
"Joni Pitkanen","JONI.PITKANEN","07-08","EDM","D","L",1983-09-19,23,63,251.57,3.99,60.63,76,38,8,60,150,87,18,2,0
"Joni Pitkanen","JONI.PITKANEN","08-09","CAR","D","L",1983-09-19,24,70,273.87,3.91,56.26,112,24,4,75,229,41,15,0,0
"Joni Pitkanen","JONI.PITKANEN","09-10","CAR","D","L",1983-09-19,25,70,289.75,4.14,69.04,116,27,4,39,237,54,10,4,0
"Joni Pitkanen","JONI.PITKANEN","10-11","CAR","D","L",1983-09-19,26,71,283.52,3.99,61.07,128,30,4,52,244,48,7,1,0
"Joni Pitkanen","JONI.PITKANEN","11-12","CAR","D","L",1983-09-19,27,30,102.72,3.42,56.77,50,12,1,17,96,19,3,1,1
"Joni Pitkanen","JONI.PITKANEN","12-13","CAR","D","L",1983-09-19,28,22,70.03,3.18,48.18,28,7,4,20,54,11,7,1,0
"Joonas Donskoi","JOONAS.DONSKOI","15-16","S.J","R","R",1992-04-13,23,73,109.82,1.5,27.63,26,15,7,106,38,33,12,3,0
"Joonas Donskoi","JOONAS.DONSKOI","16-17","S.J","R","R",1992-04-13,24,61,84.97,1.39,28.66,25,10,3,80,39,16,7,3,0
"Joonas Donskoi","JOONAS.DONSKOI","17-18","S.J","R","R",1992-04-13,25,65,106.82,1.64,34.79,45,20,8,67,70,27,11,3,0
"Joonas Donskoi","JOONAS.DONSKOI","19-20","COL","R","R",1992-04-13,27,65,135.5,2.08,38.32,62,12,1,67,102,18,6,3,0
"Jordan Eberle","JORDAN.EBERLE","10-11","EDM","C","R",1990-05-15,20,68,165.92,2.44,43.92,82,16,2,86,129,31,6,0,0
"Jordan Eberle","JORDAN.EBERLE","11-12","EDM","C","R",1990-05-15,21,76,220,2.89,56.32,122,29,1,55,197,49,6,1,0
"Jordan Eberle","JORDAN.EBERLE","12-13","EDM","C","R",1990-05-15,22,43,135.48,3.15,54.51,70,15,2,34,126,22,10,3,0
"Jordan Eberle","JORDAN.EBERLE","13-14","EDM","C","R",1990-05-15,23,77,223.72,2.91,53.53,108,30,3,66,184,46,9,2,0
"Jordan Eberle","JORDAN.EBERLE","14-15","EDM","C","R",1990-05-15,24,76,201.4,2.65,54.72,132,26,2,44,197,47,6,2,0
"Jordan Eberle","JORDAN.EBERLE","15-16","EDM","C","R",1990-05-15,25,68,172.67,2.54,53.49,75,18,4,59,146,28,9,0,0
"Jordan Eberle","JORDAN.EBERLE","16-17","EDM","C","R",1990-05-15,26,80,174.5,2.18,44.83,85,15,3,83,131,29,6,1,0
"Jordan Eberle","JORDAN.EBERLE","17-18","NYI","C","R",1990-05-15,27,80,152.02,1.9,38.5,57,17,4,81,96,25,8,1,0
"Jordan Eberle","JORDAN.EBERLE","18-19","NYI","C","R",1990-05-15,28,76,210.38,2.77,58.19,126,14,0,21,194,24,4,2,0
"Jordan Eberle","JORDAN.EBERLE","19-20","NYI","C","R",1990-05-15,29,56,143.4,2.56,56.82,76,9,0,34,128,17,1,0,0
"Jordan Greenway","JORDAN.GREENWAY","18-19","MIN","L","L",1997-02-16,21,78,52.87,0.68,13.64,25,10,4,41,34,14,7,1,0
"Jordan Leopold","JORDAN.LEOPOLD","07-08","COL","D","L",1980-08-03,27,43,60.87,1.42,21.77,25,9,1,45,39,13,3,2,0
"Jordan Leopold","JORDAN.LEOPOLD","08-09","COL","D","L",1980-08-03,28,64,144.27,2.25,36.62,63,21,1,72,90,30,4,1,0
"Jordan Leopold","JORDAN.LEOPOLD","09-10","FLA","D","L",1980-08-03,29,61,65.35,1.07,17.93,16,17,6,66,28,27,9,0,0
"Jordan Leopold","JORDAN.LEOPOLD","10-11","BUF","D","L",1980-08-03,30,71,189.68,2.67,48.98,86,30,7,66,169,49,9,1,0
"Jordan Leopold","JORDAN.LEOPOLD","11-12","BUF","D","L",1980-08-03,31,77,157.9,2.05,40.95,76,21,2,63,128,34,6,2,0
"Jordan Leopold","JORDAN.LEOPOLD","12-13","BUF","D","L",1980-08-03,32,24,51.83,2.16,36.14,22,12,4,25,39,16,7,1,0
"Jordan Oesterle","JORDAN.OESTERLE","17-18","CHI","D","L",1992-06-25,25,54,56.82,1.05,21.89,23,9,3,38,40,12,6,1,0
"Jordan Oesterle","JORDAN.OESTERLE","18-19","ARI","D","L",1992-06-25,26,70,124.63,1.78,35.54,48,16,4,78,85,20,9,1,0
"Jordan Oesterle","JORDAN.OESTERLE","19-20","ARI","D","L",1992-06-25,27,56,57.45,1.03,20.05,27,1,2,22,38,5,2,0,0
"Jordan Schroeder","JORDAN.SCHROEDER","12-13","VAN","C","R",1990-09-29,21,29,76.27,2.63,42.54,28,9,1,48,42,16,5,2,0
"Jordan Staal","JORDAN.STAAL","07-08","PIT","C","L",1988-09-10,19,82,120.33,1.47,19.94,53,26,4,88,83,35,7,0,0
"Jordan Staal","JORDAN.STAAL","08-09","PIT","C","L",1988-09-10,20,82,172.35,2.1,32.23,89,25,10,105,117,42,15,2,1
"Jordan Staal","JORDAN.STAAL","09-10","PIT","C","L",1988-09-10,21,81,145.47,1.8,29.2,55,30,12,115,84,44,16,1,0
"Jordan Staal","JORDAN.STAAL","10-11","PIT","C","L",1988-09-10,22,42,128.68,3.06,52.82,62,13,1,29,110,29,9,2,0
"Jordan Staal","JORDAN.STAAL","11-12","PIT","C","L",1988-09-10,23,62,120.17,1.94,34.37,40,22,5,87,57,38,14,2,0
"Jordan Staal","JORDAN.STAAL","12-13","CAR","C","L",1988-09-10,24,48,106.08,2.21,40.71,42,11,3,65,70,20,8,2,0
"Jordan Staal","JORDAN.STAAL","13-14","CAR","C","L",1988-09-10,25,80,179.13,2.24,41.51,74,29,6,108,128,40,8,1,0
"Jordan Staal","JORDAN.STAAL","14-15","CAR","C","L",1988-09-10,26,44,85.92,1.95,43.1,42,9,0,48,56,19,3,1,0
"Jordan Staal","JORDAN.STAAL","15-16","CAR","C","L",1988-09-10,27,80,145.13,1.81,36.77,76,19,4,83,110,26,6,1,0
"Jordan Staal","JORDAN.STAAL","16-17","CAR","C","L",1988-09-10,28,72,164.92,2.29,47.22,92,23,2,46,139,32,6,0,0
"Jordan Staal","JORDAN.STAAL","17-18","CAR","C","L",1988-09-10,29,79,198.95,2.52,52.95,107,18,5,49,177,30,8,2,0
"Jordan Staal","JORDAN.STAAL","18-19","CAR","C","L",1988-09-10,30,48,87.22,1.82,39.25,41,11,2,41,72,20,6,2,0
"Jordan Staal","JORDAN.STAAL","19-20","CAR","C","L",1988-09-10,31,67,73.13,1.09,22.84,33,13,1,51,53,25,2,1,0
"Jordan Weal","JORDAN.WEAL","17-18","PHI","C","R",1992-04-15,25,68,103.87,1.53,28.84,29,10,3,100,35,16,4,0,0
"Jordan Weal","JORDAN.WEAL","19-20","MTL","C","R",1992-04-15,27,47,94.52,2.01,47.02,51,6,0,35,84,8,6,2,0
"Jordie Benn","JORDIE.BENN","16-17","DAL","D","L",1987-07-26,29,58,65.62,1.13,20.88,22,12,7,54,40,19,10,0,1
"Jordin Tootoo","JORDIN.TOOTOO","14-15","N.J","R","R",1983-02-02,31,65,56.85,0.87,20.22,34,7,5,23,41,10,6,0,0
"Jordin Tootoo","JORDIN.TOOTOO","15-16","N.J","R","R",1983-02-02,32,65,77.53,1.19,25.19,32,12,1,56,54,18,5,2,0
"Jori Lehtera","JORI.LEHTERA","14-15","STL","C","L",1987-12-23,26,71,169.8,2.39,45.75,107,16,5,92,152,34,11,4,0
"Jori Lehtera","JORI.LEHTERA","15-16","STL","C","L",1987-12-23,27,76,146.02,1.92,40.72,78,15,6,85,117,29,11,4,0
"Jori Lehtera","JORI.LEHTERA","16-17","STL","C","L",1987-12-23,28,62,85.68,1.38,28.75,59,10,5,34,80,11,5,0,0
"Josef Vasicek","JOSEF.VASICEK","07-08","NYI","C","L",1980-09-12,27,81,104.47,1.29,21.28,35,33,5,63,66,44,5,1,0
"Joseph Blandisi","JOSEPH.BLANDISI","15-16","N.J","C","L",1994-07-18,21,40,83.35,2.08,46.77,50,16,1,23,78,24,2,0,0
"Josh Anderson","JOSH.ANDERSON","17-18","CBJ","R","R",1994-05-07,23,61,86.58,1.42,30,40,12,5,55,55,13,7,1,0
"Josh Anderson","JOSH.ANDERSON","18-19","CBJ","R","R",1994-05-07,24,78,111.53,1.43,30.01,49,14,2,74,69,19,5,1,0
"Josh Bailey","JOSH.BAILEY","08-09","NYI","C","L",1989-10-02,18,68,212.48,3.12,52.3,111,26,3,55,188,42,7,0,0
"Josh Bailey","JOSH.BAILEY","09-10","NYI","C","L",1989-10-02,19,70,153.72,2.2,34.93,67,15,2,117,90,21,6,1,0
"Josh Bailey","JOSH.BAILEY","10-11","NYI","C","L",1989-10-02,20,70,163.85,2.34,40.38,67,18,4,93,104,28,9,2,0
"Josh Bailey","JOSH.BAILEY","11-12","NYI","C","L",1989-10-02,21,76,95.6,1.26,25.24,35,8,2,88,51,13,4,2,0
"Josh Bailey","JOSH.BAILEY","13-14","NYI","C","L",1989-10-02,23,76,131.63,1.73,32.49,46,17,3,103,73,29,8,3,0
"Josh Bailey","JOSH.BAILEY","14-15","NYI","C","L",1989-10-02,24,70,111.52,1.59,32.37,44,10,6,72,65,14,7,0,0
"Josh Bailey","JOSH.BAILEY","15-16","NYI","C","L",1989-10-02,25,78,115.58,1.48,32.57,43,12,3,94,59,19,5,1,0
"Josh Bailey","JOSH.BAILEY","16-17","NYI","C","L",1989-10-02,26,79,217.65,2.76,60.23,127,20,1,28,230,28,12,3,0
"Josh Bailey","JOSH.BAILEY","17-18","NYI","C","L",1989-10-02,27,75,222.58,2.97,59.63,131,21,4,32,213,29,11,0,0
"Josh Bailey","JOSH.BAILEY","18-19","NYI","C","L",1989-10-02,28,80,185.82,2.32,49.69,83,11,1,73,136,21,4,2,0
"Josh Bailey","JOSH.BAILEY","19-20","NYI","C","L",1989-10-02,29,65,120.22,1.85,43.29,66,9,0,56,94,13,2,1,0
"Josh Gorges","JOSH.GORGES","08-09","MTL","D","L",1984-08-14,24,80,92.92,1.16,17.24,54,17,4,44,76,21,7,1,0
"Josh Gorges","JOSH.GORGES","09-10","MTL","D","L",1984-08-14,25,80,67.33,0.84,17.27,27,9,5,62,47,15,6,0,0
"Josh Leivo","JOSH.LEIVO","18-19","VAN","L","R",1993-05-26,25,48,123.38,2.57,52.07,54,10,2,39,92,14,3,1,0
"Josh Leivo","JOSH.LEIVO","19-20","VAN","L","R",1993-05-26,26,36,60.95,1.69,28.7,22,9,4,51,31,16,7,2,0
"Josh Morrissey","JOSH.MORRISSEY","18-19","WPG","D","L",1995-03-28,23,59,98.87,1.68,34.4,45,8,5,48,82,11,11,2,0
"Josh Morrissey","JOSH.MORRISSEY","19-20","WPG","D","L",1995-03-28,24,62,110.33,1.78,36.36,43,9,2,69,86,16,6,1,0
"Jozef Stumpel","JOZEF.STUMPEL","07-08","FLA","C","R",1972-07-20,35,50,129.15,2.58,42.06,57,28,2,57,83,39,6,0,0
"Julius Honka","JULIUS.HONKA","17-18","DAL","D","R",1995-12-03,21,40,53.92,1.35,30.32,25,8,2,40,36,13,4,1,0
"Jussi Jokinen","JUSSI.JOKINEN","07-08","DAL","L","L",1983-04-01,24,52,123.98,2.38,37.85,43,23,3,74,66,40,5,1,0
"Jussi Jokinen","JUSSI.JOKINEN","07-08","T.B","L","L",1983-04-01,24,20,63.83,3.19,56.94,20,17,0,13,41,21,0,0,0
"Jussi Jokinen","JUSSI.JOKINEN","08-09","T.B","L","L",1983-04-01,25,46,87.93,1.91,28.94,37,13,5,74,56,14,7,0,0
"Jussi Jokinen","JUSSI.JOKINEN","09-10","CAR","L","L",1983-04-01,26,79,245.22,3.1,49.54,129,31,0,107,195,48,8,2,0
"Jussi Jokinen","JUSSI.JOKINEN","10-11","CAR","L","L",1983-04-01,27,69,221,3.2,48.16,110,27,2,85,178,39,7,2,0
"Jussi Jokinen","JUSSI.JOKINEN","11-12","CAR","L","L",1983-04-01,28,78,197.62,2.53,46.97,83,15,2,102,149,39,7,0,0
