,event,penalty,penalty_on,drew_by,coords,period,period_time_remaining,penalty_team,drew_by_team,home_team,home_team_id,away_team,away_team_id,home_goals,away_goals,penalty_on_id,drew_by_id,description
144,penalty,Tripping,Jon Merrill,Nic Dowd,[ 7. 16.],2,11:01,VGK,WSH,VGK,54,WSH,15,2,0,8475750,8475343.0,Jon Merrill Tripping against Nic Dowd
192,penalty,Slashing,John Carlson,Paul Stastny,[-88. -26.],3,19:26,WSH,VGK,VGK,54,WSH,15,3,0,8474590,8471669.0,John Carlson Slashing against Paul Stastny
198,penalty,Hooking,Cody Eakin,Dmitry Orlov,[74. 24.],3,16:44,VGK,WSH,VGK,54,WSH,15,3,0,8475236,8475200.0,Cody Eakin Hooking against Dmitry Orlov
206,penalty,Tripping,Dmitry Orlov,Mark Stone,[-69. -22.],3,14:38,WSH,VGK,VGK,54,WSH,15,3,0,8475200,8475913.0,Dmitry Orlov Tripping against Mark Stone
224,penalty,Tripping,Jon Merrill,Carl Hagelin,[97. -2.],3,10:29,VGK,WSH,VGK,54,WSH,15,3,1,8475750,8474176.0,Jon Merrill Tripping against Carl Hagelin
59,penalty,Hooking,Jon Merrill,Alex Killorn,[ 37. -14.],1,08:50,VGK,TBL,VGK,54,TBL,14,0,1,8475750,8473986.0,Jon Merrill Hooking against Alex Killorn
106,penalty,Holding,Marc-Andre Fleury,Chandler Stephenson,[-84.  -4.],2,18:34,VGK,TBL,VGK,54,TBL,14,1,1,8470594,8476905.0,Marc-Andre Fleury Holding against Steven Stamkos served by Chandler Stephenson
135,penalty,Elbowing,Erik Cernak,Cody Eakin,[ 92. -31.],2,11:38,TBL,VGK,VGK,54,TBL,14,2,1,8478416,8475236.0,Erik Cernak Elbowing against Cody Eakin
158,penalty,Tripping,Victor Hedman,Chandler Stephenson,[ 17. -34.],2,06:47,TBL,VGK,VGK,54,TBL,14,2,1,8475167,8476905.0,Victor Hedman Tripping against Chandler Stephenson
167,penalty,Hooking,William Karlsson,Cedric Paquette,[-67.  -4.],2,04:37,VGK,TBL,VGK,54,TBL,14,2,1,8476448,8476975.0,William Karlsson Hooking against Cedric Paquette
190,penalty,Holding,Braydon Coburn,William Carrier,[-83.  16.],3,19:20,TBL,VGK,VGK,54,TBL,14,4,2,8470601,8477478.0,Braydon Coburn Holding against William Carrier
211,penalty,Boarding,Blake Coleman,Alec Martinez,[95. 27.],3,13:27,TBL,VGK,VGK,54,TBL,14,5,2,8476399,8474166.0,Blake Coleman Boarding against Alec Martinez
252,penalty,Delaying Game - Puck over glass,Cody Eakin,,[94. 30.],3,03:27,VGK,TBL,VGK,54,TBL,14,5,2,8475236,,Cody Eakin Delaying Game - Puck over glass
82,penalty,Holding,Aaron Ekblad,Gage Quinney,[-98.  10.],1,05:05,FLA,VGK,VGK,54,FLA,13,1,1,8477932,8479748.0,Aaron Ekblad Holding against Gage Quinney
104,penalty,Hooking,Max Pacioretty,Noel Acciari,[ 89. -13.],1,00:15,VGK,FLA,VGK,54,FLA,13,1,1,8474157,8478569.0,Max Pacioretty Hooking against Noel Acciari
112,penalty,Interference - Goalkeeper,William Carrier,Sam Montembeault,[84.  1.],2,18:19,VGK,FLA,VGK,54,FLA,13,1,2,8477478,8478470.0,William Carrier Interference - Goalkeeper against Sam Montembeault
146,penalty,Tripping,Vincent Trocheck,Gage Quinney,[-62.  39.],2,09:52,FLA,VGK,VGK,54,FLA,13,1,2,8476389,8479748.0,Vincent Trocheck Tripping against Gage Quinney
181,penalty,Boarding,Noel Acciari,Nicolas Roy,[-15.  40.],2,02:49,FLA,VGK,VGK,54,FLA,13,2,2,8478569,8478462.0,Noel Acciari Boarding against Nicolas Roy
